TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
7702WHNRYC1277B	1311209252826	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2011	NO	HENRY CO	1277 BOYLES ST	HOUSTON	HARRIS	TX	77020	YES	NO	NO	NO								324122						29.76568	-95.29945	058012022								HENRY CO		0		NA												NO	MKEENER@HENRY.COM			NO	 	
77340MTRNC7629S	1311209253057	000077736	DICYCLOPENTADIENE	TRI	Pounds																		2011	NO	MATERIA INC	7629 STATE HWY 75 S	HUNTSVILLE	WALKER	TX	77340	YES	NO	NO	NO								325199						30.667388	-95.514124	019308779								MATERIA INC		0		NA												NO	STONER@MATERIA-INC.COM			NO	 	
75935HLLYF1019S	1311209111741	000079210	PERACETIC ACID	TRI	Pounds																		2011	NO	TYSON FOODS INC CENTER TX P ROCESSING	1019 SHELBYVILLE ST	CENTER	SHELBY	TX	75935	YES	NO	NO	NO								311615						31.792676	-94.167863	152710299								TYSON FOODS INC	006903702	0		NA												NO	JOSEPH.PEASE@TYSON.COM			NO	 	
75935HLLYF1019S	1311209111727	007664417	AMMONIA	TRI	Pounds																		2011	NO	TYSON FOODS INC CENTER TX P ROCESSING	1019 SHELBYVILLE ST	CENTER	SHELBY	TX	75935	YES	NO	NO	NO								311615						31.792676	-94.167863	152710299								TYSON FOODS INC	006903702	0		NA												NO	JOSEPH.PEASE@TYSON.COM			NO	 	
75935HLLYF1019S	1311209111739	N511	NITRATE COMPOUNDS	TRI	Pounds																		2011	NO	TYSON FOODS INC CENTER TX P ROCESSING	1019 SHELBYVILLE ST	CENTER	SHELBY	TX	75935	YES	NO	NO	NO								311615						31.792676	-94.167863	152710299								TYSON FOODS INC	006903702	0		NA												NO	JOSEPH.PEASE@TYSON.COM			NO	 	
79766CSTLC2222S	1311209114673	000095636	1,2,4-TRIMETHYLBENZENE	TRI	Pounds																		2011	NO	COASTAL CHEMICAL CO LLC	2222 S GRANDVIEW	ODESSA	ECTOR	TX	79766	YES	NO	NO	NO								424690						31.82963	-102.33143	183288778								BRENNTAG NA INC		0		NA												NO	DLEAHEY@BRENNTAG.COM			NO	 	
79766CSTLC2222S	1311209114697	000092524	BIPHENYL	TRI	Pounds																		2011	NO	COASTAL CHEMICAL CO LLC	2222 S GRANDVIEW	ODESSA	ECTOR	TX	79766	YES	NO	NO	NO								424690						31.82963	-102.33143	183288778								BRENNTAG NA INC		0		NA												NO	DLEAHEY@BRENNTAG.COM			NO	 	
79766CSTLC2222S	1311209114711	000111422	DIETHANOLAMINE	TRI	Pounds																		2011	NO	COASTAL CHEMICAL CO LLC	2222 S GRANDVIEW	ODESSA	ECTOR	TX	79766	YES	NO	NO	NO								424690						31.82963	-102.33143	183288778								BRENNTAG NA INC		0		NA												NO	DLEAHEY@BRENNTAG.COM			NO	 	
79766CSTLC2222S	1311209114723	000107211	ETHYLENE GLYCOL	TRI	Pounds																		2011	NO	COASTAL CHEMICAL CO LLC	2222 S GRANDVIEW	ODESSA	ECTOR	TX	79766	YES	NO	NO	NO								424690						31.82963	-102.33143	183288778								BRENNTAG NA INC		0		NA												NO	DLEAHEY@BRENNTAG.COM			NO	 	
79766CSTLC2222S	1311209114735	000067561	METHANOL	TRI	Pounds																		2011	NO	COASTAL CHEMICAL CO LLC	2222 S GRANDVIEW	ODESSA	ECTOR	TX	79766	YES	NO	NO	NO								424690						31.82963	-102.33143	183288778								BRENNTAG NA INC		0		NA												NO	DLEAHEY@BRENNTAG.COM			NO	 	
79766CSTLC2222S	1311209114747	000091203	NAPHTHALENE	TRI	Pounds																		2011	NO	COASTAL CHEMICAL CO LLC	2222 S GRANDVIEW	ODESSA	ECTOR	TX	79766	YES	NO	NO	NO								424690						31.82963	-102.33143	183288778								BRENNTAG NA INC		0		NA												NO	DLEAHEY@BRENNTAG.COM			NO	 	
78938GGFBR25CUN	1311209097334	000100425	STYRENE	TRI	Pounds																		2011	NO	G&G FIBERGLASS	250 COUNTY RD 100	ELDORADO	SCHLEICHER	TX	76936	YES	NO	NO	NO								326199						30.840498	-100.627244											0		NA												NO	DOUG@GGFIBERGLASS.COM			NO	 	
79604BNDGNFARMR	1311209099757	N420	LEAD COMPOUNDS	PBT	Pounds																		2011	NO	BRIDGESTONE BANDAG LLC ABILENE PLANT	4750 FM 18	ABILENE	TAYLOR	TX	796022010	YES	NO	NO	NO								326211						32.4307	-99.64611	005268758								BRIDGESTONE AMERICAS INC	101479322	.21	M2	HAMBY SEWAGE TREATMENT PLANT	19000 CR 309	ABILENE	TX	TAYLOR	796018726							NO				YES	 	
79604BNDGNFARMR	1311209099769	N982	ZINC COMPOUNDS	TRI	Pounds																		2011	NO	BRIDGESTONE BANDAG LLC ABILENE PLANT	4750 FM 18	ABILENE	TAYLOR	TX	796022010	YES	NO	NO	NO								326211						32.4307	-99.64611	005268758								BRIDGESTONE AMERICAS INC	101479322	10	M2	HAMBY SEWAGE TREATMENT PLANT	19000 CR 309	ABILENE	TX	TAYLOR	796018726							NO				YES	 	
77008GNRLL3530W	1311209100167	007440508	COPPER	TRI	Pounds																		2011	NO	GE INDUSTRIAL SYSTEMS HOUSTON PLANT	3530 W 12TH ST	HOUSTON	HARRIS	TX	77008	YES	NO	NO	NO								335313						29.791603	-95.440052	001367960								GENERAL ELECTRIC CO (GE CO)	001367960	0	O 	69TH STREET WASTEWATER TREATMENT PLANT	2525 MACARO GARCIA	HOUSTON	TX	HARRIS	77020							NO	RICK.STILLWELL@GE.COM			YES	 	
75115BRRCD315SE	1311209101346	N120	DIISOCYANATES	TRI	Pounds																		2011	NO	DIAB INC	315 SEAHAWK DR	DESOTO	DALLAS	TX	75115	YES	NO	NO	NO								326150						32.622778	-96.853056	096809603								DIVINYCELL INTERNATIONAL AB		0		NA												NO	CHARLIE.TAYLOR@US.DIABGROUP.COM			NO	 	
76240MLDDF3333N	1311209101447	000100425	STYRENE	TRI	Pounds																		2011	NO	MOLDED FIBER GLASS COMPANIES/TEXAS	3333 N I-35 BLDG 5	GAINESVILLE	COOKE	TX	76240	YES	NO	NO	NO								326199						33.665759	-97.15126	048414098								MOLDED FIBER GLASS CO	048414098	0		NA												NO	PBENNETT@MOLDEDFIBERGLASS.COM			NO	 	
75844VLCRFHWY28	1311209103201	N230	CERTAIN GLYCOL ETHERS	TRI	Pounds																		2011	NO	NUCOR VULCRAFT GROUP - GRAPELAND DIV	175 COUNTY RD 2345	GRAPELAND	HOUSTON	TX	75844	YES	NO	NO	NO								332312						31.502222	-95.470833	043752690								NUCOR CORP	003446796	0		NA												NO	JLANDRUM@VULCRAFT-TX.COM			NO	 	
75844VLCRFHWY28	1311209103213	007439921	LEAD	TRI	Pounds																		2011	NO	NUCOR VULCRAFT GROUP - GRAPELAND DIV	175 COUNTY RD 2345	GRAPELAND	HOUSTON	TX	75844	YES	NO	NO	NO								332312						31.502222	-95.470833	043752690								NUCOR CORP	003446796	0		NA												NO	JLANDRUM@VULCRAFT-TX.COM			YES	 	
75844VLCRFHWY28	1311209103225	007439965	MANGANESE	TRI	Pounds																		2011	NO	NUCOR VULCRAFT GROUP - GRAPELAND DIV	175 COUNTY RD 2345	GRAPELAND	HOUSTON	TX	75844	YES	NO	NO	NO								332312						31.502222	-95.470833	043752690								NUCOR CORP	003446796	0		NA												NO	JLANDRUM@VULCRAFT-TX.COM			YES	 	
75844VLCRFHWY28	1311209103237	007440020	NICKEL	TRI	Pounds																		2011	NO	NUCOR VULCRAFT GROUP - GRAPELAND DIV	175 COUNTY RD 2345	GRAPELAND	HOUSTON	TX	75844	YES	NO	NO	NO								332312						31.502222	-95.470833	043752690								NUCOR CORP	003446796	0		NA												NO	JLANDRUM@VULCRAFT-TX.COM			YES	 	
76670TTNSP143HC	1311209104456	007440508	COPPER	TRI	Pounds																		2011	NO	TITAN SPECIALTIES LTD	143 HCR 4361	MILFORD	HILL	TX	76670	YES	NO	NO	NO								325920						32.100934	-96.988103	044005945								TITAN SPECIALTIES LTD	044005945	0		NA												NO	SESPINOZA@HUNTING-INTL.COM			YES	 	
76670TTNSP143HC	1311209104482	007439921	LEAD	TRI	Pounds																		2011	NO	TITAN SPECIALTIES LTD	143 HCR 4361	MILFORD	HILL	TX	76670	YES	NO	NO	NO								325920						32.100934	-96.988103	044005945								TITAN SPECIALTIES LTD	044005945	0		NA												NO	SESPINOZA@HUNTING-INTL.COM			YES	 	
78156STRCTPOBOX	1311209023314	N100	COPPER COMPOUNDS	TRI	Pounds																		2011	NO	STRUCTURAL METALS INC	ONE STEEL MILL DR	SEGUIN	GUADALUPE	TX	78155	YES	NO	NO	NO								331111						29.57906	-98.02368	008119414								COMMERCIAL METALS CO	007925845	0		NA												NO	BRAD.BREDESEN@CMC.COM			YES	 	
78156STRCTPOBOX	1311209023302	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	Pounds																		2011	NO	STRUCTURAL METALS INC	ONE STEEL MILL DR	SEGUIN	GUADALUPE	TX	78155	YES	NO	NO	NO								331111						29.57906	-98.02368	008119414								COMMERCIAL METALS CO	007925845	0		NA												NO	BRAD.BREDESEN@CMC.COM			YES	 	
78156STRCTPOBOX	1311209023326	N420	LEAD COMPOUNDS	PBT	Pounds																		2011	NO	STRUCTURAL METALS INC	ONE STEEL MILL DR	SEGUIN	GUADALUPE	TX	78155	YES	NO	NO	NO								331111						29.57906	-98.02368	008119414								COMMERCIAL METALS CO	007925845	0		NA												NO	BRAD.BREDESEN@CMC.COM			YES	 	
78156STRCTPOBOX	1311209023338	N450	MANGANESE COMPOUNDS	TRI	Pounds																		2011	NO	STRUCTURAL METALS INC	ONE STEEL MILL DR	SEGUIN	GUADALUPE	TX	78155	YES	NO	NO	NO								331111						29.57906	-98.02368	008119414								COMMERCIAL METALS CO	007925845	0		NA												NO	BRAD.BREDESEN@CMC.COM			YES	 	
78156STRCTPOBOX	1311209023340	N458	MERCURY COMPOUNDS	PBT	Pounds																		2011	NO	STRUCTURAL METALS INC	ONE STEEL MILL DR	SEGUIN	GUADALUPE	TX	78155	YES	NO	NO	NO								331111						29.57906	-98.02368	008119414								COMMERCIAL METALS CO	007925845	0		NA												NO	BRAD.BREDESEN@CMC.COM			YES	 	
78156STRCTPOBOX	1311209023365	N495	NICKEL COMPOUNDS	TRI	Pounds																		2011	NO	STRUCTURAL METALS INC	ONE STEEL MILL DR	SEGUIN	GUADALUPE	TX	78155	YES	NO	NO	NO								331111						29.57906	-98.02368	008119414								COMMERCIAL METALS CO	007925845	0		NA												NO	BRAD.BREDESEN@CMC.COM			YES	 	
78156STRCTPOBOX	1311209023377	N982	ZINC COMPOUNDS	TRI	Pounds																		2011	NO	STRUCTURAL METALS INC	ONE STEEL MILL DR	SEGUIN	GUADALUPE	TX	78155	YES	NO	NO	NO								331111						29.57906	-98.02368	008119414								COMMERCIAL METALS CO	007925845	0		NA												NO	BRAD.BREDESEN@CMC.COM			YES	 	
76110RRWPL3129M	1311209009164	N982	ZINC COMPOUNDS	TRI	Pounds																		2011	NO	ARROW PLATING CO INC	3129 MAY ST	FORT WORTH	TARRANT	TX	76110	YES	NO	NO	NO								332813						32.70504	-97.32845	008018848										5	M2	FORT WORTH VILLAGE CREEK WASTEWATER TREATMENT PLANT	4500 WILMA LANE	FORT WORTH	TX	TARRANT	76120							NO	APCI@SBCGLOBAL.NET			YES	 	
75235JNSBL2728E	1311209199621	000100414	ETHYLBENZENE	TRI	Pounds																		2011	NO	JONES-BLAIR CO	2728 EMPIRE CENTRAL	DALLAS	DALLAS	TX	75235	YES	NO	NO	NO								325510	325211					32.831944	-96.845833	007327364										0	O 	CENTRAL WASTEWATER TREATMENT PLANT	1020 SAGENT ROAD	DALLAS	TX	DALLAS	75203							NO				NO	 	
75235JNSBL2728E	1311209199571	000095636	1,2,4-TRIMETHYLBENZENE	TRI	Pounds																		2011	NO	JONES-BLAIR CO	2728 EMPIRE CENTRAL	DALLAS	DALLAS	TX	75235	YES	NO	NO	NO								325510	325211					32.831944	-96.845833	007327364										5	O 	CENTRAL WASTEWATER TREATMENT PLANT	1020 SAGENT ROAD	DALLAS	TX	DALLAS	75203							NO				NO	 	
75235JNSBL2728E	1311209199633	000108101	METHYL ISOBUTYL KETONE	TRI	Pounds																		2011	NO	JONES-BLAIR CO	2728 EMPIRE CENTRAL	DALLAS	DALLAS	TX	75235	YES	NO	NO	NO								325510	325211					32.831944	-96.845833	007327364										0	O 	CENTRAL WASTEWATER TREATMENT PLANT	1020 SAGENT ROAD	DALLAS	TX	DALLAS	75203							NO				NO	 	
75235JNSBL2728E	1311209199645	000080626	METHYL METHACRYLATE	TRI	Pounds																		2011	NO	JONES-BLAIR CO	2728 EMPIRE CENTRAL	DALLAS	DALLAS	TX	75235	YES	NO	NO	NO								325510	325211					32.831944	-96.845833	007327364										0	O 	CENTRAL WASTEWATER TREATMENT PLANT	1020 SAGENT ROAD	DALLAS	TX	DALLAS	75203							NO				NO	 	
75235JNSBL2728E	1311209199658	000071363	N-BUTYL ALCOHOL	TRI	Pounds																		2011	NO	JONES-BLAIR CO	2728 EMPIRE CENTRAL	DALLAS	DALLAS	TX	75235	YES	NO	NO	NO								325510	325211					32.831944	-96.845833	007327364										5	O 	CENTRAL WASTEWATER TREATMENT PLANT	1020 SAGENT ROAD	DALLAS	TX	DALLAS	75203							NO				NO	 	
75235JNSBL2728E	1311209199684	000108883	TOLUENE	TRI	Pounds																		2011	NO	JONES-BLAIR CO	2728 EMPIRE CENTRAL	DALLAS	DALLAS	TX	75235	YES	NO	NO	NO								325510	325211					32.831944	-96.845833	007327364										0	O 	CENTRAL WASTEWATER TREATMENT PLANT	1020 SAGENT ROAD	DALLAS	TX	DALLAS	75203							NO				NO	 	
75235JNSBL2728E	1311209199696	026471625	TOLUENE DIISOCYANATE (MIXED ISOMERS)	TRI	Pounds																		2011	NO	JONES-BLAIR CO	2728 EMPIRE CENTRAL	DALLAS	DALLAS	TX	75235	YES	NO	NO	NO								325510	325211					32.831944	-96.845833	007327364										0		NA												NO				NO	 	
75235JNSBL2728E	1311209199708	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2011	NO	JONES-BLAIR CO	2728 EMPIRE CENTRAL	DALLAS	DALLAS	TX	75235	YES	NO	NO	NO								325510	325211					32.831944	-96.845833	007327364										.12	M2	CENTRAL WASTEWATER TREATMENT PLANT	1020 SAGENT ROAD	DALLAS	TX	DALLAS	75203							NO				NO	 	
75235JNSBL2728E	1311209199710	007440666	ZINC (FUME OR DUST)	TRI	Pounds																		2011	NO	JONES-BLAIR CO	2728 EMPIRE CENTRAL	DALLAS	DALLAS	TX	75235	YES	NO	NO	NO								325510	325211					32.831944	-96.845833	007327364										0		NA												NO				YES	 	
75074CRTNT11KLE	1311209199785	007439921	LEAD	TRI	Pounds																		2011	NO	CREATION TECHNOLOGIES TEXAS LLC	1001 KLEIN RD SUITE 100	PLANO	COLLIN	TX	75074	YES	NO	NO	NO								334419						33.01005	-96.66942									CREATION TECHNOLOGIES		0		NA												NO	JENNIFER.ROGERS@CREATIONTECH.COM			YES	 	
76248SCRCR9275D	1311209200827	007440508	COPPER	TRI	Pounds																		2011	NO	CORNING CABLE SYSTEMS LLC	9275 DENTON HWY	KELLER	TARRANT	TX	76248	YES	NO	NO	NO								334210						32.901391	-97.25763									CORNING INC		0		NA												NO	WILLIAM.MCVAY@CORNING.COM			YES	 	
79720FBRCM364BE	1311209202769	000100425	STYRENE	TRI	Pounds																		2011	NO	JOHN CRANE PRODUCTIONS SOLUTIONS INC	3604 BETHEL DR	BIG SPRING	HOWARD	TX	79720	YES	NO	NO	NO								333132						32.229214	-101.506935									JOHN CRANE INC		0		NA												NO	MROWLAND@JOHNCRANE.COM			NO	 	
77651TXSPT212SP	1311209205982	000106990	1,3-BUTADIENE	TRI	Pounds																		2011	NO	TPC GROUP	2102 SPUR 136	PORT NECHES	JEFFERSON	TX	77651	YES	NO	NO	NO								325199						29.978056	-93.939167	791500536								TPC GROUP		0		NA												NO	GREG.BERWICK@TPCGRP.COM			NO	 	
77651TXSPT212SP	1311209205994	000071432	BENZENE	TRI	Pounds																		2011	NO	TPC GROUP	2102 SPUR 136	PORT NECHES	JEFFERSON	TX	77651	YES	NO	NO	NO								325199						29.978056	-93.939167	791500536								TPC GROUP		0		NA												NO	GREG.BERWICK@TPCGRP.COM			NO	 	
77651TXSPT212SP	1311209206008	007782505	CHLORINE	TRI	Pounds																		2011	NO	TPC GROUP	2102 SPUR 136	PORT NECHES	JEFFERSON	TX	77651	YES	NO	NO	NO								325199						29.978056	-93.939167	791500536								TPC GROUP		0		NA												NO	GREG.BERWICK@TPCGRP.COM			NO	 	
77651TXSPT212SP	1311209206010	000100414	ETHYLBENZENE	TRI	Pounds																		2011	NO	TPC GROUP	2102 SPUR 136	PORT NECHES	JEFFERSON	TX	77651	YES	NO	NO	NO								325199						29.978056	-93.939167	791500536								TPC GROUP		0		NA												NO	GREG.BERWICK@TPCGRP.COM			NO	 	
77651TXSPT212SP	1311209206022	000067561	METHANOL	TRI	Pounds																		2011	NO	TPC GROUP	2102 SPUR 136	PORT NECHES	JEFFERSON	TX	77651	YES	NO	NO	NO								325199						29.978056	-93.939167	791500536								TPC GROUP		0		NA												NO	GREG.BERWICK@TPCGRP.COM			NO	 	
77651TXSPT212SP	1311209206034	000108101	METHYL ISOBUTYL KETONE	TRI	Pounds																		2011	NO	TPC GROUP	2102 SPUR 136	PORT NECHES	JEFFERSON	TX	77651	YES	NO	NO	NO								325199						29.978056	-93.939167	791500536								TPC GROUP		0		NA												NO	GREG.BERWICK@TPCGRP.COM			NO	 	
77651TXSPT212SP	1311209206046	001634044	METHYL TERT-BUTYL ETHER	TRI	Pounds																		2011	NO	TPC GROUP	2102 SPUR 136	PORT NECHES	JEFFERSON	TX	77651	YES	NO	NO	NO								325199						29.978056	-93.939167	791500536								TPC GROUP		0		NA												NO	GREG.BERWICK@TPCGRP.COM			NO	 	
77651TXSPT212SP	1311209206059	000110543	N-HEXANE	TRI	Pounds																		2011	NO	TPC GROUP	2102 SPUR 136	PORT NECHES	JEFFERSON	TX	77651	YES	NO	NO	NO								325199						29.978056	-93.939167	791500536								TPC GROUP		0		NA												NO	GREG.BERWICK@TPCGRP.COM			NO	 	
77651TXSPT212SP	1311209206097	000100425	STYRENE	TRI	Pounds																		2011	NO	TPC GROUP	2102 SPUR 136	PORT NECHES	JEFFERSON	TX	77651	YES	NO	NO	NO								325199						29.978056	-93.939167	791500536								TPC GROUP		0		NA												NO	GREG.BERWICK@TPCGRP.COM			NO	 	
77651TXSPT212SP	1311209206061	000872504	N-METHYL-2-PYRROLIDONE	TRI	Pounds																		2011	NO	TPC GROUP	2102 SPUR 136	PORT NECHES	JEFFERSON	TX	77651	YES	NO	NO	NO								325199						29.978056	-93.939167	791500536								TPC GROUP		0		NA												NO	GREG.BERWICK@TPCGRP.COM			NO	 	
77651TXSPT212SP	1311209206073	000115071	PROPYLENE	TRI	Pounds																		2011	NO	TPC GROUP	2102 SPUR 136	PORT NECHES	JEFFERSON	TX	77651	YES	NO	NO	NO								325199						29.978056	-93.939167	791500536								TPC GROUP		0		NA												NO	GREG.BERWICK@TPCGRP.COM			NO	 	
77651TXSPT212SP	1311209206085	007632000	SODIUM NITRITE	TRI	Pounds																		2011	NO	TPC GROUP	2102 SPUR 136	PORT NECHES	JEFFERSON	TX	77651	YES	NO	NO	NO								325199						29.978056	-93.939167	791500536								TPC GROUP		0		NA												NO	GREG.BERWICK@TPCGRP.COM			YES	 	
77651TXSPT212SP	1311209206109	000108883	TOLUENE	TRI	Pounds																		2011	NO	TPC GROUP	2102 SPUR 136	PORT NECHES	JEFFERSON	TX	77651	YES	NO	NO	NO								325199						29.978056	-93.939167	791500536								TPC GROUP		0		NA												NO	GREG.BERWICK@TPCGRP.COM			NO	 	
77651TXSPT212SP	1311209206111	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2011	NO	TPC GROUP	2102 SPUR 136	PORT NECHES	JEFFERSON	TX	77651	YES	NO	NO	NO								325199						29.978056	-93.939167	791500536								TPC GROUP		0		NA												NO	GREG.BERWICK@TPCGRP.COM			NO	 	
7564WDLNTC25BLU	1311209210350	000108452	1,3-PHENYLENEDIAMINE	TRI	Pounds																		2011	NO	DUOLINE TECHNOLOGIES LLC	250 BLUEBIRD LN	GILMER	UPSHUR	TX	75645	YES	NO	NO	NO								333132						32.68765	-94.94454	121765606								ROBROY INDUSTRIES	004318994	0		NA												NO	LRECTENWALD@TITANIUMENVIRONMENTAL.COM			NO	 	
7564WDLNTC25BLU	1311209210362	000101779	4,4'-METHYLENEDIANILINE	TRI	Pounds																		2011	NO	DUOLINE TECHNOLOGIES LLC	250 BLUEBIRD LN	GILMER	UPSHUR	TX	75645	YES	NO	NO	NO								333132						32.68765	-94.94454	121765606								ROBROY INDUSTRIES	004318994	0		NA												NO	LRECTENWALD@TITANIUMENVIRONMENTAL.COM			NO	 	
77520CHMCL12321	1311209255621	007664417	AMMONIA	TRI	Pounds																		2011	NO	CHEMICALS INC	12321 HATCHERVILLE RD	BAYTOWN	CHAMBERS	TX	77521	YES	NO	NO	NO								325199						29.85866	-94.91663	137554606								CHEMICALS INC	137554606	0		NA												NO	EHS@CHEMICALSINC.COM			NO	 	
77520CHMCL12321	1311209255633	000075150	CARBON DISULFIDE	TRI	Pounds																		2011	NO	CHEMICALS INC	12321 HATCHERVILLE RD	BAYTOWN	CHAMBERS	TX	77521	YES	NO	NO	NO								325199						29.85866	-94.91663	137554606								CHEMICALS INC	137554606	0		NA												NO	EHS@CHEMICALSINC.COM			NO	 	
77520CHMCL12321	1311209255645	000050000	FORMALDEHYDE	TRI	Pounds																		2011	NO	CHEMICALS INC	12321 HATCHERVILLE RD	BAYTOWN	CHAMBERS	TX	77521	YES	NO	NO	NO								325199						29.85866	-94.91663	137554606								CHEMICALS INC	137554606	0		NA												NO	EHS@CHEMICALSINC.COM			NO	 	
77520CHMCL12321	1311209255658	000067561	METHANOL	TRI	Pounds																		2011	NO	CHEMICALS INC	12321 HATCHERVILLE RD	BAYTOWN	CHAMBERS	TX	77521	YES	NO	NO	NO								325199						29.85866	-94.91663	137554606								CHEMICALS INC	137554606	0		NA												NO	EHS@CHEMICALSINC.COM			NO	 	
77520CHMCL12321	1311209255660	001313275	MOLYBDENUM TRIOXIDE	TRI	Pounds																		2011	NO	CHEMICALS INC	12321 HATCHERVILLE RD	BAYTOWN	CHAMBERS	TX	77521	YES	NO	NO	NO								325199						29.85866	-94.91663	137554606								CHEMICALS INC	137554606	0		NA												NO	EHS@CHEMICALSINC.COM			YES	 	
77520CHMCL12321	1311209255672	000110543	N-HEXANE	TRI	Pounds																		2011	NO	CHEMICALS INC	12321 HATCHERVILLE RD	BAYTOWN	CHAMBERS	TX	77521	YES	NO	NO	NO								325199						29.85866	-94.91663	137554606								CHEMICALS INC	137554606	0		NA												NO	EHS@CHEMICALSINC.COM			NO	 	
77478SCHLM121IN	1311209256116	007439921	LEAD	TRI	Pounds																		2011	NO	SCHLUMBERGER TECHNOLOGY CORP	121 INDUSTRIAL BLVD	SUGAR LAND	FORT BEND	TX	77478	YES	NO	NO	NO								333132	331491					29.627061	-95.605954	005926100								SCHLUMBERGER TECHNOLOGY CORP		0		NA												NO	SANCHEZ29@EXCHANGE.SLB.COM			YES	 	
75662LNSTR312MA	1311209256700	007440508	COPPER	TRI	Pounds																		2011	NO	LONE STAR CASTING & MACHINE PARTNERS	3102 MAVERICK DR	KILGORE	GREGG	TX	75662	YES	NO	NO	NO								331525						32.4132	-94.86611											0		NA												NO				YES	 	
75662LNSTR312MA	1311209256724	007440020	NICKEL	TRI	Pounds																		2011	NO	LONE STAR CASTING & MACHINE PARTNERS	3102 MAVERICK DR	KILGORE	GREGG	TX	75662	YES	NO	NO	NO								331525						32.4132	-94.86611											0		NA												NO				YES	 	
77541MCCHMFM523	1311209258793	000074851	ETHYLENE	TRI	Pounds																		2011	NO	INEOS USA LLC STRATTON RIDGE	5 MI S OF INTERSECTION OF FM2004 & FM 523	CLUTE	BRAZORIA	TX	77541	YES	NO	NO	NO								424710						29.119	-95.38086	001344258								INEOS USA LLC		0		NA												NO	THERESA.VITEK@INEOS.COM			NO	 	
77541MCCHMFM523	1311209258805	000115071	PROPYLENE	TRI	Pounds																		2011	NO	INEOS USA LLC STRATTON RIDGE	5 MI S OF INTERSECTION OF FM2004 & FM 523	CLUTE	BRAZORIA	TX	77541	YES	NO	NO	NO								424710						29.119	-95.38086	001344258								INEOS USA LLC		0		NA												NO	THERESA.VITEK@INEOS.COM			NO	 	
7545WRGNSP29AIR	1311209262120	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2011	NO	ERGON ASPHALT & EMULSIONS INC MT PLEASANT	209 AIRPORT RD	MOUNT PLEASANT	TITUS	TX	75455	YES	NO	NO	NO								324121						33.13124	-94.97396	122695240								ERGON INC	087023743	0		NA												NO	MARY.SNOW@ERGON.COM			NO	 	
7545WRGNSP29AIR	1311209262132	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2011	NO	ERGON ASPHALT & EMULSIONS INC MT PLEASANT	209 AIRPORT RD	MOUNT PLEASANT	TITUS	TX	75455	YES	NO	NO	NO								324121						33.13124	-94.97396	122695240								ERGON INC	087023743	0		NA												NO	MARY.SNOW@ERGON.COM			NO	 	
75088GLCPL2220G	1311209264365	N982	ZINC COMPOUNDS	TRI	Pounds																		2011	NO	GLECO PLATING INC	2220 GRISHAM	ROWLETT	DALLAS	TX	75088	YES	NO	NO	NO								332813						32.90338	-96.58211									GLECO PLATING INC		42.6	M2	DUCK CREEK PLANT	750 DUCK CREEK WAY	SUNNYVALE	TX	DALLAS	75182							NO	JEFF@GLECOPLATING.COM			YES	 	
