TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
95367SLGNC3250P	1313210964983	000100414	ETHYLBENZENE	TRI	Pounds																		2013	NO	SILGAN CONTAINER MANUFACTURING CORP	3250 PATTERSON RD	RIVERBANK	STANISLAUS	CA	95367			YES	NO	NO	NO								332431						37.73271	-120.936945	194683587								SILGAN HOLDINGS INC	178277497	0		NA												NO	BBENNETT@SILGANCONTAINERS.COM			NO	 	
95367SLGNC3250P	1313210964995	000108101	METHYL ISOBUTYL KETONE	TRI	Pounds																		2013	NO	SILGAN CONTAINER MANUFACTURING CORP	3250 PATTERSON RD	RIVERBANK	STANISLAUS	CA	95367			YES	NO	NO	NO								332431						37.73271	-120.936945	194683587								SILGAN HOLDINGS INC	178277497	0		NA												NO	BBENNETT@SILGANCONTAINERS.COM			NO	 	
95367SLGNC3250P	1313210965000	000071363	N-BUTYL ALCOHOL	TRI	Pounds																		2013	NO	SILGAN CONTAINER MANUFACTURING CORP	3250 PATTERSON RD	RIVERBANK	STANISLAUS	CA	95367			YES	NO	NO	NO								332431						37.73271	-120.936945	194683587								SILGAN HOLDINGS INC	178277497	0		NA												NO	BBENNETT@SILGANCONTAINERS.COM			NO	 	
95367SLGNC3250P	1313210965012	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2013	NO	SILGAN CONTAINER MANUFACTURING CORP	3250 PATTERSON RD	RIVERBANK	STANISLAUS	CA	95367			YES	NO	NO	NO								332431						37.73271	-120.936945	194683587								SILGAN HOLDINGS INC	178277497	0		NA												NO	BBENNETT@SILGANCONTAINERS.COM			NO	 	
92054HYDRN401JO	1313210965442	N120	DIISOCYANATES	TRI	Pounds																		2013	NO	HYDRANAUTICS	401 JONES RD	OCEANSIDE	SAN DIEGO	CA	920581216			YES	NO	NO	NO								333318	333319					33.21168	-117.35445	059231126								NITTO DENKO AMERICA		0		NA												NO	BDAVE@HYDRANAUTICS.COM			NO	 	
92054HYDRN401JO	1313210965455	000068122	N,N-DIMETHYLFORMAMIDE	TRI	Pounds																		2013	NO	HYDRANAUTICS	401 JONES RD	OCEANSIDE	SAN DIEGO	CA	920581216			YES	NO	NO	NO								333318	333319					33.21168	-117.35445	059231126								NITTO DENKO AMERICA		26833	C 	SAN LUIS REY WASTE WATER TREATMENT FACILITY	3950 NORTH RIVER ROAD	OCEANSIDE	CA	SAN DIEGO	92058							NO	BDAVE@HYDRANAUTICS.COM			NO	 	
92054HYDRN401JO	1313210965467	000872504	N-METHYL-2-PYRROLIDONE	TRI	Pounds																		2013	NO	HYDRANAUTICS	401 JONES RD	OCEANSIDE	SAN DIEGO	CA	920581216			YES	NO	NO	NO								333318	333319					33.21168	-117.35445	059231126								NITTO DENKO AMERICA		395	C 	SAN LUIS REY WASTE WATER TREATMENT FACILITY	3950 NORTH RIVER ROAD	OCEANSIDE	CA	SAN DIEGO	92058							NO	BDAVE@HYDRANAUTICS.COM			NO	 	
95824SLGNC6200F	1313210966798	N230	CERTAIN GLYCOL ETHERS	TRI	Pounds																		2013	NO	SILGAN CAN CO	6200 FRANKLIN BLVD SUITE #100	SACRAMENTO	SACRAMENTO	CA	958243412			YES	NO	NO	NO								332431						38.510556	-121.467222	009198367								SILGAN CAN CO	178277497	5	O 	SACRAMENTO REGIONAL WASTEWATER TREATMENT PLANT	8521 LAGUNA STATION ROAD	ELK GROVE	CA	SACRAMENTO	957589550							NO	BBENNETT@SILGANCONTAINERS.COM			NO	 	
95824SLGNC6200F	1313210966800	000071363	N-BUTYL ALCOHOL	TRI	Pounds																		2013	NO	SILGAN CAN CO	6200 FRANKLIN BLVD SUITE #100	SACRAMENTO	SACRAMENTO	CA	958243412			YES	NO	NO	NO								332431						38.510556	-121.467222	009198367								SILGAN CAN CO	178277497	5	O 	SACRAMENTO REGIONAL WASTEWATER TREATMENT PLANT	8521 LAGUNA STATION ROAD	ELK GROVE	CA	SACRAMENTO	957589550							NO	BBENNETT@SILGANCONTAINERS.COM			NO	 	
90660PCRVR9307E	1313210969010	N982	ZINC COMPOUNDS	TRI	Pounds																		2013	NO	PICO RIVERA PLATING INC	9307 BERMUDEZ ST	PICO RIVERA	LOS ANGELES	CA	90660			YES	NO	NO	NO								332813	337127					33.96984	-118.09788	008481947										38	M2	SAN JOSE CREEK WATER RECLAMATION PLANT	1965 WORKMAN MILL ROAD	WHITTIER	CA	LOS ANGELES	906011415							NO				YES	 	
93117PPLDM75ROB	1313211034855	000872504	N-METHYL-2-PYRROLIDONE	TRI	Pounds																		2013	NO	INNOVATIVE MICRO TECHNOLOGY	75 ROBIN HILL RD	GOLETA	SANTA BARBARA	CA	93117			YES	NO	NO	NO								334413						34.43614	-119.84641	008342198										250	O 	GOLETA SD WWTP	1 WILLIAM MOFFETT PLACE	GOLETA	CA	SANTA BARBARA	931173901							NO	PSCHNEEKLOTH@IMTMEMS.COM			NO	 	
91016M    1601S	1313211035567	000108883	TOLUENE	TRI	Pounds																		2013	NO	3M CO - MONROVIA TAPE	1601 S SHAMROCK AVE	MONROVIA	LOS ANGELES	CA	910164248			YES	NO	NO	NO								313320						34.13352	-117.99077	093995496								3M CO	006173082	0		NA												NO	BHPALMER@MMM.COM			NO	 	
91016M    1601S	1313211035579	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2013	NO	3M CO - MONROVIA TAPE	1601 S SHAMROCK AVE	MONROVIA	LOS ANGELES	CA	910164248			YES	NO	NO	NO								313320						34.13352	-117.99077	093995496								3M CO	006173082	0		NA												NO	BHPALMER@MMM.COM			NO	 	
93001PPSCL4375N	1313211035605	007697372	NITRIC ACID	TRI	Pounds																		2013	NO	DAIRY FARMERS OF AMERICA INC VENTURA	4375 N VENTURA AVE	VENTURA	VENTURA	CA	93001			YES	NO	NO	NO								311422						34.32769	-119.29091	110860228								DAIRY FARMERS OF AMERICA INC	029855640	5	M2	OJAI VALLEY SANITARY DISTRICT	6363 NORTH VENTURA AVENUE	VENTURA	CA	VENTURA	93001							NO	SHATTEN@DFAMILK.COM			NO	 	
9003WNDZNG5222A	1313211036583	007697372	NITRIC ACID	TRI	Pounds																		2013	NO	ANODIZING INDUSTRIES INC	5222 ALHAMBRA AVE	LOS ANGELES	LOS ANGELES	CA	90032			YES	NO	NO	NO								332813						34.07415	-118.17168											0		NA												NO	EDDIE@ANODIZINGINDUSTRIES.COM			NO	 	
90032LPHTH5555V	1313211036948	000067561	METHANOL	TRI	Pounds																		2013	NO	GRIFOLS BIOLOGICALS INC	5555 E VALLEY BLVD	LOS ANGELES	LOS ANGELES	CA	90032			YES	NO	NO	NO								325414						34.0743	-118.16258	092694538										17772	C 	HYPERION TREATMENT PLANT	12000 VISTA DEL MAR	PLAYA DEL REY	CA	LOS ANGELES	90293							NO	BRUCE.DOLEZAL@GRIFOLS.COM			NO	 	
92806PRCSN1601N	1313211037167	007697372	NITRIC ACID	TRI	Pounds																		2013	NO	PRECISION ANODIZING & PLATING INC	1601 N MILLER ST	ANAHEIM	ORANGE	CA	928060874			YES	NO	NO	NO								332813						33.86644	-117.8515	067629873		CAD067629873								0		NA												NO	JOSE@ANODIZING-PLATING.COM			NO	 	
92806PRCSN1601N	1313211037179	N982	ZINC COMPOUNDS	TRI	Pounds																		2013	NO	PRECISION ANODIZING & PLATING INC	1601 N MILLER ST	ANAHEIM	ORANGE	CA	928060874			YES	NO	NO	NO								332813						33.86644	-117.8515	067629873		CAD067629873								0		NA												NO	JOSE@ANODIZING-PLATING.COM			YES	 	
9264WFXHLL7431B	1313211037460	007440508	COPPER	TRI	Pounds																		2013	NO	FOX HILLS MACHINING INC	7431 BELVA DR STE 102	HUNTINGTON BEACH	ORANGE	CA	92647			YES	NO	NO	NO								332710						33.70474	-117.99882											0		NA												NO	BUTCH@CMSINC3.COM			YES	 	
95330LBBYW500EL	1313210970974	N420	LEAD COMPOUNDS	PBT	Pounds																		2013	NO	PILKINGTON NA INC	500 E LOUISE AVE	LATHROP	SAN JOAQUIN	CA	95330			YES	NO	NO	NO								327211						37.81075	-121.28575	005415633								PILKINGTON N.A. INC	212371884	0		NA												NO	XIAOSONG.WANG@NSG.COM			YES	 	
95361BTRCH300GI	1313210971659	000095636	1,2,4-TRIMETHYLBENZENE	TRI	Pounds																		2013	NO	BALL METAL FOOD CONTAINER (OAKDALE) LLC	300 W GREGER RD	OAKDALE	STANISLAUS	CA	95361			YES	NO	NO	NO								332431						37.754535	-120.846976	042403188								BALL CORP	006419147	0		NA												NO	SMCCARTY@BALL.COM			NO	 	
95361BTRCH300GI	1313210971709	N230	CERTAIN GLYCOL ETHERS	TRI	Pounds																		2013	NO	BALL METAL FOOD CONTAINER (OAKDALE) LLC	300 W GREGER RD	OAKDALE	STANISLAUS	CA	95361			YES	NO	NO	NO								332431						37.754535	-120.846976	042403188								BALL CORP	006419147	0		NA												NO	SMCCARTY@BALL.COM			NO	 	
95361BTRCH300GI	1313210971723	000100414	ETHYLBENZENE	TRI	Pounds																		2013	NO	BALL METAL FOOD CONTAINER (OAKDALE) LLC	300 W GREGER RD	OAKDALE	STANISLAUS	CA	95361			YES	NO	NO	NO								332431						37.754535	-120.846976	042403188								BALL CORP	006419147	0		NA												NO	SMCCARTY@BALL.COM			NO	 	
95361BTRCH300GI	1313210971762	000108101	METHYL ISOBUTYL KETONE	TRI	Pounds																		2013	NO	BALL METAL FOOD CONTAINER (OAKDALE) LLC	300 W GREGER RD	OAKDALE	STANISLAUS	CA	95361			YES	NO	NO	NO								332431						37.754535	-120.846976	042403188								BALL CORP	006419147	0		NA												NO	SMCCARTY@BALL.COM			NO	 	
95361BTRCH300GI	1313210971774	000071363	N-BUTYL ALCOHOL	TRI	Pounds																		2013	NO	BALL METAL FOOD CONTAINER (OAKDALE) LLC	300 W GREGER RD	OAKDALE	STANISLAUS	CA	95361			YES	NO	NO	NO								332431						37.754535	-120.846976	042403188								BALL CORP	006419147	0		NA												NO	SMCCARTY@BALL.COM			NO	 	
95361BTRCH300GI	1313210971800	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2013	NO	BALL METAL FOOD CONTAINER (OAKDALE) LLC	300 W GREGER RD	OAKDALE	STANISLAUS	CA	95361			YES	NO	NO	NO								332431						37.754535	-120.846976	042403188								BALL CORP	006419147	0		NA												NO	SMCCARTY@BALL.COM			NO	 	
94533BLLPC2400H	1313210972081	N230	CERTAIN GLYCOL ETHERS	TRI	Pounds																		2013	NO	BALL METAL BEVERAGE CONTAINER CORP	2400 HUNTINGTON DR	FAIRFIELD	SOLANO	CA	94533			YES	NO	NO	NO								332431						38.27793	-121.97399	076563444								BALL CORP	006419147	0		NA												NO	SMCCARTY@BALL.COM			NO	 	
94533BLLPC2400H	1313210972105	007439921	LEAD	TRI	Pounds																		2013	NO	BALL METAL BEVERAGE CONTAINER CORP	2400 HUNTINGTON DR	FAIRFIELD	SOLANO	CA	94533			YES	NO	NO	NO								332431						38.27793	-121.97399	076563444								BALL CORP	006419147	5.42	M2	FAIRFIELD SUISUN SEWER DISTRICT WWTP	1010 CHADBOURNE ROAD	FAIRFIELD	CA	SOLANO	945349700							NO	SMCCARTY@BALL.COM			YES	 	
94533BLLPC2400H	1313210972129	000071363	N-BUTYL ALCOHOL	TRI	Pounds																		2013	NO	BALL METAL BEVERAGE CONTAINER CORP	2400 HUNTINGTON DR	FAIRFIELD	SOLANO	CA	94533			YES	NO	NO	NO								332431						38.27793	-121.97399	076563444								BALL CORP	006419147	0		NA												NO	SMCCARTY@BALL.COM			NO	 	
9394WSYNRG8HARR	1313210972194	N420	LEAD COMPOUNDS	PBT	Pounds																		2013	NO	SYNERGETICS	8 HARRIS CT  SUITE E2	MONTEREY	MONTEREY	CA	939405716			YES	NO	NO	NO								334418						36.579663	-121.81845	929873396								SYNERGETICS	929873396	0		NA												NO	DAVE@EMSYNERGETICS.COM			YES	 	
92504SPRMT7888L	1313210973071	N010	ANTIMONY COMPOUNDS	TRI	Pounds																		2013	NO	MORGAN TRUCK BODY LLC  MCA	7888 LINCOLN AVE	RIVERSIDE	RIVERSIDE	CA	92504			YES	NO	NO	NO								336211						33.92485	-117.40658	002360485								JB POINDEXTER & CO INC	154280655	0		NA												NO	DOUG.SANDERS@MORGANCORP.COM			YES	 	
92504SPRMT7888L	1313210973107	N020	ARSENIC COMPOUNDS	TRI	Pounds																		2013	NO	MORGAN TRUCK BODY LLC  MCA	7888 LINCOLN AVE	RIVERSIDE	RIVERSIDE	CA	92504			YES	NO	NO	NO								336211						33.92485	-117.40658	002360485								JB POINDEXTER & CO INC	154280655	0		NA												NO	DOUG.SANDERS@MORGANCORP.COM			YES	 	
92504SPRMT7888L	1313210973133	N050	BERYLLIUM COMPOUNDS	TRI	Pounds																		2013	NO	MORGAN TRUCK BODY LLC  MCA	7888 LINCOLN AVE	RIVERSIDE	RIVERSIDE	CA	92504			YES	NO	NO	NO								336211						33.92485	-117.40658	002360485								JB POINDEXTER & CO INC	154280655	0		NA												NO	DOUG.SANDERS@MORGANCORP.COM			YES	 	
92504SPRMT7888L	1313210973160	N078	CADMIUM COMPOUNDS	TRI	Pounds																		2013	NO	MORGAN TRUCK BODY LLC  MCA	7888 LINCOLN AVE	RIVERSIDE	RIVERSIDE	CA	92504			YES	NO	NO	NO								336211						33.92485	-117.40658	002360485								JB POINDEXTER & CO INC	154280655	0		NA												NO	DOUG.SANDERS@MORGANCORP.COM			YES	 	
92504SPRMT7888L	1313210973196	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	Pounds																		2013	NO	MORGAN TRUCK BODY LLC  MCA	7888 LINCOLN AVE	RIVERSIDE	RIVERSIDE	CA	92504			YES	NO	NO	NO								336211						33.92485	-117.40658	002360485								JB POINDEXTER & CO INC	154280655	0		NA												NO	DOUG.SANDERS@MORGANCORP.COM			YES	 	
92504SPRMT7888L	1313210973222	N096	COBALT COMPOUNDS	TRI	Pounds																		2013	NO	MORGAN TRUCK BODY LLC  MCA	7888 LINCOLN AVE	RIVERSIDE	RIVERSIDE	CA	92504			YES	NO	NO	NO								336211						33.92485	-117.40658	002360485								JB POINDEXTER & CO INC	154280655	0		NA												NO	DOUG.SANDERS@MORGANCORP.COM			YES	 	
92504SPRMT7888L	1313210973259	N100	COPPER COMPOUNDS	TRI	Pounds																		2013	NO	MORGAN TRUCK BODY LLC  MCA	7888 LINCOLN AVE	RIVERSIDE	RIVERSIDE	CA	92504			YES	NO	NO	NO								336211						33.92485	-117.40658	002360485								JB POINDEXTER & CO INC	154280655	0		NA												NO	DOUG.SANDERS@MORGANCORP.COM			YES	 	
92504SPRMT7888L	1313210973297	N120	DIISOCYANATES	TRI	Pounds																		2013	NO	MORGAN TRUCK BODY LLC  MCA	7888 LINCOLN AVE	RIVERSIDE	RIVERSIDE	CA	92504			YES	NO	NO	NO								336211						33.92485	-117.40658	002360485								JB POINDEXTER & CO INC	154280655	0		NA												NO	DOUG.SANDERS@MORGANCORP.COM			NO	 	
92504SPRMT7888L	1313210973323	N420	LEAD COMPOUNDS	PBT	Pounds																		2013	NO	MORGAN TRUCK BODY LLC  MCA	7888 LINCOLN AVE	RIVERSIDE	RIVERSIDE	CA	92504			YES	NO	NO	NO								336211						33.92485	-117.40658	002360485								JB POINDEXTER & CO INC	154280655	0		NA												NO	DOUG.SANDERS@MORGANCORP.COM			YES	 	
92504SPRMT7888L	1313210973347	N450	MANGANESE COMPOUNDS	TRI	Pounds																		2013	NO	MORGAN TRUCK BODY LLC  MCA	7888 LINCOLN AVE	RIVERSIDE	RIVERSIDE	CA	92504			YES	NO	NO	NO								336211						33.92485	-117.40658	002360485								JB POINDEXTER & CO INC	154280655	0		NA												NO	DOUG.SANDERS@MORGANCORP.COM			YES	 	
92504SPRMT7888L	1313210973362	N495	NICKEL COMPOUNDS	TRI	Pounds																		2013	NO	MORGAN TRUCK BODY LLC  MCA	7888 LINCOLN AVE	RIVERSIDE	RIVERSIDE	CA	92504			YES	NO	NO	NO								336211						33.92485	-117.40658	002360485								JB POINDEXTER & CO INC	154280655	0		NA												NO	DOUG.SANDERS@MORGANCORP.COM			YES	 	
90501NTDST401VA	1313210975595	007439921	LEAD	TRI	Pounds																		2013	NO	US GYPSUM CO	401 VAN NESS AVE	TORRANCE	LOS ANGELES	CA	90501			YES	NO	NO	NO								327420						33.84379	-118.31886	008478661								USG CORP	121286777	0		NA												NO	MBRIGHT@USG.COM			YES	 	
91744LTDNC17637	1313211040617	N511	NITRATE COMPOUNDS	TRI	Pounds																		2013	NO	ALTA-DENA CERTIFIED DAIRY LLC	17637 E VALLEY BLVD	CITY OF INDUSTRY	LOS ANGELES	CA	917440388			YES	NO	NO	NO								311511	311514					34.00787	-117.91734									DEAN FOODS CO		70517	C 	LACSD	1955 WORKMAN MILL ROAD	WHITTIER	CA	LOS ANGELES	90607							NO	LUCIEN_MAUGE@DEANFOODS.COM			NO	 	
91744LTDNC17637	1313211040629	007697372	NITRIC ACID	TRI	Pounds																		2013	NO	ALTA-DENA CERTIFIED DAIRY LLC	17637 E VALLEY BLVD	CITY OF INDUSTRY	LOS ANGELES	CA	917440388			YES	NO	NO	NO								311511	311514					34.00787	-117.91734									DEAN FOODS CO		750	O 	LACSD	1955 WORKMAN MILL ROAD	WHITTIER	CA	LOS ANGELES	90607							NO	LUCIEN_MAUGE@DEANFOODS.COM			NO	 	
91748SGMPL1040S	1313211041660	007440473	CHROMIUM	TRI	Pounds																		2013	NO	SIGMA PLATING CO INC	1040 S OTTERBEIN AVE	ROWLAND HEIGHTS	LOS ANGELES	CA	91748			YES	NO	NO	NO								332813						33.99672	-117.883882	053866166										2.35	M1	LOS ANGELES SANITATION DISTRICT	P.O. BOX 4998	WHITTIER	CA	LOS ANGELES	906074998							NO	JRSHARP@SIGMAPLATING.COM			YES	 	
91748SGMPL1040S	1313211041672	N420	LEAD COMPOUNDS	PBT	Pounds																		2013	NO	SIGMA PLATING CO INC	1040 S OTTERBEIN AVE	ROWLAND HEIGHTS	LOS ANGELES	CA	91748			YES	NO	NO	NO								332813						33.99672	-117.883882	053866166										1.3	M1	LOS ANGELES SANITATION DISTRICT	P.O. BOX 4998	WHITTIER	CA	LOS ANGELES	906074998							NO	JRSHARP@SIGMAPLATING.COM			YES	 	
91748SGMPL1040S	1313211041684	007440020	NICKEL	TRI	Pounds																		2013	NO	SIGMA PLATING CO INC	1040 S OTTERBEIN AVE	ROWLAND HEIGHTS	LOS ANGELES	CA	91748			YES	NO	NO	NO								332813						33.99672	-117.883882	053866166										6.28	M1	LOS ANGELES SANITATION DISTRICT	P.O. BOX 4998	WHITTIER	CA	LOS ANGELES	906074998							NO	JRSHARP@SIGMAPLATING.COM			YES	 	
92631WNNCS1257S	1313211042229	N100	COPPER COMPOUNDS	TRI	Pounds																		2013	NO	WINONICS INC DBA BENCH 2 BENCH	1257 S STATE COLLEGE BLVD	FULLERTON	ORANGE	CA	92831			YES	NO	NO	NO								334412						33.860309	-117.889414	008363462		CAD008363962								0		NA												NO	FCAZARES@WINONICS.COM			YES	 	
92707HDMNF2621S	1313211042837	000100425	STYRENE	TRI	Pounds																		2013	NO	HOOD MANUFACTURING INC	2621 S BIRCH ST	SANTA ANA	ORANGE	CA	92707			YES	NO	NO	NO								326199						33.71144	-117.87123											0		NA												NO	M-HOOD@HOODMFG.COM			NO	 	
91730MCSTR11000	1313211043258	007440473	CHROMIUM	TRI	Pounds																		2013	NO	PAC RANCHO FOUNDRY	11000 JERSEY BLVD	RANCHO CUCAMONGA	SAN BERNARDINO	CA	91730			YES	NO	NO	NO								331512						34.09462	-117.56516	786965103										0	O 	CUCAMONGA COUNTY WATER DISTRICT	10440 ASHFORD STREET	RANCHO CUCAMONGA	CA	SAN BERNARDINO	91730							NO	AL.BANNISTER@CPPCORP.COM			YES	 	
90250DTSNS12525	1313210976460	007439921	LEAD	TRI	Pounds																		2013	NO	OSI OPTOELECTRONICS INC	12525 CHADRON AVE	HAWTHORNE	LOS ANGELES	CA	902504807			YES	NO	NO	NO								334413						33.919078	-118.329539	612770974								OSI-SYSTEMS INC	178295812	0		NA												NO	AVASHISHAT@OSI-SYSTEMS.COM			YES	 	
95482PRFRM360LA	1313210976623	000100414	ETHYLBENZENE	TRI	Pounds																		2013	NO	PERFORMANCE COATINGS INC	360 LAKE MENDOCINO DR	UKIAH	MENDOCINO	CA	954829497			YES	NO	NO	NO								325510						39.1942	-123.20273											0		NA												NO	KRISTIN@PENOFIN.COM			NO	 	
95482PRFRM360LA	1313210976635	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2013	NO	PERFORMANCE COATINGS INC	360 LAKE MENDOCINO DR	UKIAH	MENDOCINO	CA	954829497			YES	NO	NO	NO								325510						39.1942	-123.20273											0		NA												NO	KRISTIN@PENOFIN.COM			NO	 	
92714CSMTR16721	1313210976801	N100	COPPER COMPOUNDS	TRI	Pounds																		2013	NO	COSMOTRONIC	16721 NOYES AVE	IRVINE	ORANGE	CA	92606			YES	NO	NO	NO								334412						33.69243	-117.83043											0		NA												NO	FCAZARES@WINONICS.COM			YES	 	
92714CSMTR16721	1313210976914	007439921	LEAD	TRI	Pounds																		2013	NO	COSMOTRONIC	16721 NOYES AVE	IRVINE	ORANGE	CA	92606			YES	NO	NO	NO								334412						33.69243	-117.83043											0		NA												NO	FCAZARES@WINONICS.COM			YES	 	
90262RNGRS10828	1313210977094	007440508	COPPER	TRI	Pounds																		2013	NO	RANGERS DIE CASTING	10828 S ALAMEDA ST	LYNWOOD	LOS ANGELES	CA	902620127			YES	NO	NO	NO								331521						33.93674	-118.22633											0		NA												NO	JGREEN@GREEN-EM.COM			YES	 	
90503RGSDR3535D	1313210977361	007664417	AMMONIA	TRI	Pounds																		2013	NO	AIRGAS DRY ICE	2535 DEL AMO BLVD	TORRANCE	LOS ANGELES	CA	90503			YES	NO	NO	NO								325120						33.847065	-118.329701	041138371								AIRGAS INC		0		NA												NO	SCOTT.ELEY@AIRGAS.COM			NO	 	
94804RGSDR731BW	1313210977373	007664417	AMMONIA	TRI	Pounds																		2013	NO	AIRGAS DRY ICE	731 W CUTTING BLVD	RICHMOND	CONTRA COSTA	CA	94804			YES	NO	NO	NO								325120						37.9253	-122.37673	041138371								AIRGAS INC	041138371	2839	O 	CITY OF RICHMOND WATER POLLUTI	601 CANAL BOULEVARD	RICHMOND	CA	CONTRA COSTA	94804							NO	ROBERT.FARRIS@AIRGAS.COM			NO	 	
91109NSJTP4800O	1313210977397	007439921	LEAD	TRI	Pounds																		2013	NO	NASA JET PROPULSION LABORATORY	4800 OAK GROVE DR MS/ 200-119	PASADENA	LOS ANGELES	CA	91109			YES	NO	YES	NO								927110						34.20118	-118.16743									NATIONAL AERONAUTICS & SPACE ADMINISTRATION		0		NA												YES	CHARLES.L.BURIL@JPL.NASA.GOV			YES	 	
92880PRKRH221HE	1313210978159	007439921	LEAD	TRI	Pounds																		2013	NO	PARKER HANNIFIN CORP - CYLINDER DIV	221 HELICOPTER CIR	CORONA	RIVERSIDE	CA	928802532			YES	NO	NO	NO								333995						33.88846	-117.60354	043643100								PARKER HANNIFIN CORP	053538914	0		NA												NO	RTAYLOR@PARKER.COM			YES	 	
9616WTRCKN12275	1313210978235	000107211	ETHYLENE GLYCOL	TRI	Pounds																		2013	NO	TRUCKEE NORTH TAHOE MATERIALS READY MIX PLANT	12275 PIONEER TRAIL	TRUCKEE	NEVADA	CA	961610218			YES	NO	NO	NO								327320						39.337076	-120.183758	050211556								MARSH VENTURES INC	050211156	0		NA												NO	CONCRETE@GRACE.COM			NO	 	
9616WTRCKN12275	1313210978247	N511	NITRATE COMPOUNDS	TRI	Pounds																		2013	NO	TRUCKEE NORTH TAHOE MATERIALS READY MIX PLANT	12275 PIONEER TRAIL	TRUCKEE	NEVADA	CA	961610218			YES	NO	NO	NO								327320						39.337076	-120.183758	050211556								MARSH VENTURES INC	050211156	0		NA												NO	CONCRETE@GRACE.COM			NO	 	
9174WSNPNS1922S	1313210978250	N420	LEAD COMPOUNDS	PBT	Pounds																		2013	NO	SNAP-ON SPECIALTY TOOLS	19220 SAN JOSE AVE	CITY OF INDUSTRY	LOS ANGELES	CA	91748			YES	NO	NO	NO								332216						33.999053	-117.882936	045536117								SNAP-ON INC	006090294	0		NA												NO	JAMES.M.ENGMAN@SNAPON.COM			YES	 	
93928SNVYFAFRCF	1313210978324	007439921	LEAD	TRI	Pounds																		2013	NO	US ARMY GARRISON FORT HUNTER LIGGETT RANGES	FORT HUNTER LIGGETT ENV. DIV B233 ATT: IMHL-PWE	JOLON	MONTEREY	CA	939287000			YES	NO	YES	NO								928110						35.956264	-121.231079									US DEPARTMENT OF DEFENSE		0		NA												YES	MICHAEL.MOELLER1@US.ARMY.MIL			YES	 	
9458WSNLXX7999A	1313211044033	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2013	NO	MISSION VALLEY ROCK	7999 ATHENOUR WAY	SUNOL	ALAMEDA	CA	94586			YES	NO	NO	NO								324121	212321					37.574306	-121.883									LEHIGH HANSON	967342197	0		NA												NO	TINA.LAU@HEIDELBERGCEMENT.COM			NO	 	
9458WSNLXX7999A	1313211044045	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2013	NO	MISSION VALLEY ROCK	7999 ATHENOUR WAY	SUNOL	ALAMEDA	CA	94586			YES	NO	NO	NO								324121	212321					37.574306	-121.883									LEHIGH HANSON	967342197	0		NA												NO	TINA.LAU@HEIDELBERGCEMENT.COM			NO	 	
95688CRTGL4937A	1313211044615	N982	ZINC COMPOUNDS	TRI	Pounds																		2013	NO	COURT GALVANIZING INC	4937 ALLISON PKWY	VACAVILLE	SOLANO	CA	956889346			YES	NO	NO	NO								332812						38.38948	-121.96672	009474750										0		NA												NO	REID775@AOL.COM			YES	 	
