TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
96732KHLGN200HO	1307206040216	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	MAUI ELECTRIC CO LTD KAHULUI GENERATING STATION	200 HOBRON LN	KAHULUI	MAUI	HI	96732	YES	NO	NO	NO														20.893247	-156.461753	006927164								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			NO	
96740HWNLC73424	1307206014906	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	HAWAII ELECTRIC LIGHT CO INC   KEAHOLE GENERATING STATION	73-4249 PUKIAWE ST	KAILUA KONA	HAWAII	HI	96740	YES	NO	NO	NO														19.733889	-156.031111	797422870								HAWAIIAN ELECTRIC INDUSTRIES INC.	103901773	0														NO	NA			NO	
96748MLCTR32AUL	1307206039428	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	MAUI ELECTRIC CO LTD PALAAU GENERATING STATION	32 ULILI ST	KAUNAKAKAI	MAUI	HI	96748	YES	NO	NO	NO														21.114444	-157.066111	006927164								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			NO	
96763MLCTR1001N	1307206039529	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	MAUI ELECTRIC CO LTD MIKI BASIN GENERATING STATION	1001 N MIKI RD	LANAI CITY	MAUI	HI	96763	YES	NO	NO	NO														20.784444	-156.935	006927164								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			NO	
96766KPWRP4941K	1307205236514	007664417	AMMONIA	TRI	Pounds																		2007	NO	KAPAIA POWER STATION	4941-K MAALO RD	LIHUE	KAUAI	HI	96766	YES	NO	NO	NO														22.028199	-159.382044									KAUAI ISLAND UTILITY COOPERATIVE	122721587	0														NO	NA			NO	
96782WGNRT475KA	1307206010720	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2007	NO	HAWAIIAN ELECTRIC CO INC WAIAU GENERATING STATION	475 KAMEHAMEHA HWY	PEARL CITY	HONOLULU	HI	96782	YES	NO	NO	NO														21.389972	-157.961638	006926927								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			NO	
96782WGNRT475KA	1307206010732	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams	6.58	0	2.71	1.99	0	0	1.71	1.8	1.62	0	67.63	3.61	3.43	2.16	2.16	3.16	1.44	2007	NO	HAWAIIAN ELECTRIC CO INC WAIAU GENERATING STATION	475 KAMEHAMEHA HWY	PEARL CITY	HONOLULU	HI	96782	YES	NO	NO	NO														21.389972	-157.961638	006926927								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			NO	
96782WGNRT475KA	1307206010744	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	HAWAIIAN ELECTRIC CO INC WAIAU GENERATING STATION	475 KAMEHAMEHA HWY	PEARL CITY	HONOLULU	HI	96782	YES	NO	NO	NO														21.389972	-157.961638	006926927								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			NO	
96782WGNRT475KA	1307206010757	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	HAWAIIAN ELECTRIC CO INC WAIAU GENERATING STATION	475 KAMEHAMEHA HWY	PEARL CITY	HONOLULU	HI	96782	YES	NO	NO	NO														21.389972	-157.961638	006926927								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			YES	
96782WGNRT475KA	1307206010769	N458	MERCURY COMPOUNDS	PBT	Pounds																		2007	NO	HAWAIIAN ELECTRIC CO INC WAIAU GENERATING STATION	475 KAMEHAMEHA HWY	PEARL CITY	HONOLULU	HI	96782	YES	NO	NO	NO														21.389972	-157.961638	006926927								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			YES	
96782WGNRT475KA	1307206010783	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	HAWAIIAN ELECTRIC CO INC WAIAU GENERATING STATION	475 KAMEHAMEHA HWY	PEARL CITY	HONOLULU	HI	96782	YES	NO	NO	NO														21.389972	-157.961638	006926927								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			NO	
96782WGNRT475KA	1307206010795	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	HAWAIIAN ELECTRIC CO INC WAIAU GENERATING STATION	475 KAMEHAMEHA HWY	PEARL CITY	HONOLULU	HI	96782	YES	NO	NO	NO														21.389972	-157.961638	006926927								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			NO	
96782WGNRT475KA	1307206010807	N495	NICKEL COMPOUNDS	TRI	Pounds																		2007	NO	HAWAIIAN ELECTRIC CO INC WAIAU GENERATING STATION	475 KAMEHAMEHA HWY	PEARL CITY	HONOLULU	HI	96782	YES	NO	NO	NO														21.389972	-157.961638	006926927								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			YES	
96793BRWRN275EW	1307205198866	N511	NITRATE COMPOUNDS	TRI	Pounds																		2007	NO	BEI HAWAII MAUI MAIN WAREHOUSE	300 PAKANA ST	WAILUKU	MAUI	HI	96793	YES	NO	NO	NO														20.852222	-156.49722	101471600								PHOENIX V LLC	101471600	0														NO	SZHAI@BEIHAWAII.COM			NO	
96793MLGNRNKIHE	1307206039669	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2007	NO	MAUI ELECTRIC CO LTD MAALAEA GENERATING STATION	1000 N KIHEI RD	KIHEI	MAUI	HI	96753	YES	NO	NO	NO														20.75835	-156.457388	006927164								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			NO	
96793MLGNRNKIHE	1307206039695	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	MAUI ELECTRIC CO LTD MAALAEA GENERATING STATION	1000 N KIHEI RD	KIHEI	MAUI	HI	96753	YES	NO	NO	NO														20.75835	-156.457388	006927164								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			YES	
96793MLGNRNKIHE	1307206039745	000091203	NAPHTHALENE	TRI	Pounds																		2007	NO	MAUI ELECTRIC CO LTD MAALAEA GENERATING STATION	1000 N KIHEI RD	KIHEI	MAUI	HI	96753	YES	NO	NO	NO														20.75835	-156.457388	006927164								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			NO	
96793MLGNRNKIHE	1307206039772	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	MAUI ELECTRIC CO LTD MAALAEA GENERATING STATION	1000 N KIHEI RD	KIHEI	MAUI	HI	96753	YES	NO	NO	NO														20.75835	-156.457388	006927164								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			NO	
96793MLGNRNKIHE	1307206039808	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	MAUI ELECTRIC CO LTD MAALAEA GENERATING STATION	1000 N KIHEI RD	KIHEI	MAUI	HI	96753	YES	NO	NO	NO														20.75835	-156.457388	006927164								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			NO	
96813HNLLG170AL	1307206010593	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2007	NO	HAWAIIAN ELECTRIC CO INC HONOLULU GENERATING STATION	170 ALA MOANA BLVD	HONOLULU	HONOLULU	HI	96813	YES	NO	NO	NO														21.305722	-157.864111	006926927								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			NO	
96813HNLLG170AL	1307206010605	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams	6.58	0	2.71	1.99	0	0	1.71	1.8	1.62	0	67.63	3.61	3.43	2.16	2.16	3.16	1.44	2007	NO	HAWAIIAN ELECTRIC CO INC HONOLULU GENERATING STATION	170 ALA MOANA BLVD	HONOLULU	HONOLULU	HI	96813	YES	NO	NO	NO														21.305722	-157.864111	006926927								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			NO	
96813HNLLG170AL	1307206010617	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	HAWAIIAN ELECTRIC CO INC HONOLULU GENERATING STATION	170 ALA MOANA BLVD	HONOLULU	HONOLULU	HI	96813	YES	NO	NO	NO														21.305722	-157.864111	006926927								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			NO	
96813HNLLG170AL	1307206010629	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	HAWAIIAN ELECTRIC CO INC HONOLULU GENERATING STATION	170 ALA MOANA BLVD	HONOLULU	HONOLULU	HI	96813	YES	NO	NO	NO														21.305722	-157.864111	006926927								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			NO	
96817BRWRC311PA	1307205198878	007664417	AMMONIA	TRI	Pounds																		2007	NO	BEI HAWAII  - IWILEI	311 PACIFIC ST	HONOLULU	HONOLULU	HI	968175089	YES	NO	NO	NO														21.31524	-157.871627	101471600								PHOENIX V  LLC	101471600	0														NO	SZHAI@BEIHAWAII.COM			NO	
96817HNLLM777NN	1307205938855	000095636	1,2,4-TRIMETHYLBENZENE	TRI	Pounds																		2007	NO	CHEVRON HONOLULU TERMINAL MARI NE	777 N NIMITZ HWY	HONOLULU	HONOLULU	HI	96817	YES	NO	NO	NO														21.316324	-157.875329									CHEVRON USA INC.	009140559	0														NO				NO	
96817HNLLM777NN	1307205938867	000071432	BENZENE	TRI	Pounds																		2007	NO	CHEVRON HONOLULU TERMINAL MARI NE	777 N NIMITZ HWY	HONOLULU	HONOLULU	HI	96817	YES	NO	NO	NO														21.316324	-157.875329									CHEVRON USA INC.	009140559	0														NO				NO	
96817HNLLM777NN	1307205938879	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2007	NO	CHEVRON HONOLULU TERMINAL MARI NE	777 N NIMITZ HWY	HONOLULU	HONOLULU	HI	96817	YES	NO	NO	NO														21.316324	-157.875329									CHEVRON USA INC.	009140559	0														NO				NO	
96817HNLLM777NN	1307205938881	000110827	CYCLOHEXANE	TRI	Pounds																		2007	NO	CHEVRON HONOLULU TERMINAL MARI NE	777 N NIMITZ HWY	HONOLULU	HONOLULU	HI	96817	YES	NO	NO	NO														21.316324	-157.875329									CHEVRON USA INC.	009140559	0														NO				NO	
96817HNLLM777NN	1307205938893	000100414	ETHYLBENZENE	TRI	Pounds																		2007	NO	CHEVRON HONOLULU TERMINAL MARI NE	777 N NIMITZ HWY	HONOLULU	HONOLULU	HI	96817	YES	NO	NO	NO														21.316324	-157.875329									CHEVRON USA INC.	009140559	0														NO				NO	
96817HNLLM777NN	1307205938905	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	CHEVRON HONOLULU TERMINAL MARI NE	777 N NIMITZ HWY	HONOLULU	HONOLULU	HI	96817	YES	NO	NO	NO														21.316324	-157.875329									CHEVRON USA INC.	009140559	0														NO				YES	
96817HNLLM777NN	1307205938917	000110543	N-HEXANE	TRI	Pounds																		2007	NO	CHEVRON HONOLULU TERMINAL MARI NE	777 N NIMITZ HWY	HONOLULU	HONOLULU	HI	96817	YES	NO	NO	NO														21.316324	-157.875329									CHEVRON USA INC.	009140559	0														NO				NO	
96817HNLLM777NN	1307205938929	000091203	NAPHTHALENE	TRI	Pounds																		2007	NO	CHEVRON HONOLULU TERMINAL MARI NE	777 N NIMITZ HWY	HONOLULU	HONOLULU	HI	96817	YES	NO	NO	NO														21.316324	-157.875329									CHEVRON USA INC.	009140559	0														NO				NO	
96817HNLLM777NN	1307205938931	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	CHEVRON HONOLULU TERMINAL MARI NE	777 N NIMITZ HWY	HONOLULU	HONOLULU	HI	96817	YES	NO	NO	NO														21.316324	-157.875329									CHEVRON USA INC.	009140559	0														NO				NO	
96817HNLLM777NN	1307205938943	000108883	TOLUENE	TRI	Pounds																		2007	NO	CHEVRON HONOLULU TERMINAL MARI NE	777 N NIMITZ HWY	HONOLULU	HONOLULU	HI	96817	YES	NO	NO	NO														21.316324	-157.875329									CHEVRON USA INC.	009140559	0														NO				NO	
96817HNLLM777NN	1307205938956	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2007	NO	CHEVRON HONOLULU TERMINAL MARI NE	777 N NIMITZ HWY	HONOLULU	HONOLULU	HI	96817	YES	NO	NO	NO														21.316324	-157.875329									CHEVRON USA INC.	009140559	0														NO				NO	
96817HNLLT933NN	1307205938754	000095636	1,2,4-TRIMETHYLBENZENE	TRI	Pounds																		2007	NO	CHEVRON HONOLULU TERMINAL TRAN SPORTATION	933 N NIMITZ HWY	HONOLULU	HONOLULU	HI	96817	YES	NO	NO	NO														21.315745	-157.874686									CHEVRON USA INC	009140559	0	O 	SAND ISLAND WWTP	1350 SAND ISLAND PARKWAY	HONOLULU	HI	HONOLULU	96819							NO				NO	
96817HNLLT933NN	1307205938766	000071432	BENZENE	TRI	Pounds																		2007	NO	CHEVRON HONOLULU TERMINAL TRAN SPORTATION	933 N NIMITZ HWY	HONOLULU	HONOLULU	HI	96817	YES	NO	NO	NO														21.315745	-157.874686									CHEVRON USA INC	009140559	0	O 	SAND ISLAND WWTP	1350 SAND ISLAND PARKWAY	HONOLULU	HI	HONOLULU	96819							NO				NO	
96817HNLLT933NN	1307205938778	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2007	NO	CHEVRON HONOLULU TERMINAL TRAN SPORTATION	933 N NIMITZ HWY	HONOLULU	HONOLULU	HI	96817	YES	NO	NO	NO														21.315745	-157.874686									CHEVRON USA INC	009140559	0	O 	SAND ISLAND WWTP	1350 SAND ISLAND PARKWAY	HONOLULU	HI	HONOLULU	96819							NO				NO	
96817HNLLT933NN	1307205938780	000100414	ETHYLBENZENE	TRI	Pounds																		2007	NO	CHEVRON HONOLULU TERMINAL TRAN SPORTATION	933 N NIMITZ HWY	HONOLULU	HONOLULU	HI	96817	YES	NO	NO	NO														21.315745	-157.874686									CHEVRON USA INC	009140559	0	O 	SAND ISLAND WWTP	1350 SAND ISLAND PARKWAY	HONOLULU	HI	HONOLULU	96819							NO				NO	
96817HNLLT933NN	1307205938792	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	CHEVRON HONOLULU TERMINAL TRAN SPORTATION	933 N NIMITZ HWY	HONOLULU	HONOLULU	HI	96817	YES	NO	NO	NO														21.315745	-157.874686									CHEVRON USA INC	009140559	0														NO				YES	
96817HNLLT933NN	1307205938804	000110543	N-HEXANE	TRI	Pounds																		2007	NO	CHEVRON HONOLULU TERMINAL TRAN SPORTATION	933 N NIMITZ HWY	HONOLULU	HONOLULU	HI	96817	YES	NO	NO	NO														21.315745	-157.874686									CHEVRON USA INC	009140559	0	O 	SAND ISLAND WWTP	1350 SAND ISLAND PARKWAY	HONOLULU	HI	HONOLULU	96819							NO				NO	
96817HNLLT933NN	1307205938816	000091203	NAPHTHALENE	TRI	Pounds																		2007	NO	CHEVRON HONOLULU TERMINAL TRAN SPORTATION	933 N NIMITZ HWY	HONOLULU	HONOLULU	HI	96817	YES	NO	NO	NO														21.315745	-157.874686									CHEVRON USA INC	009140559	0	O 	SAND ISLAND WWTP	1350 SAND ISLAND PARKWAY	HONOLULU	HI	HONOLULU	96819							NO				NO	
96817HNLLT933NN	1307205938828	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	CHEVRON HONOLULU TERMINAL TRAN SPORTATION	933 N NIMITZ HWY	HONOLULU	HONOLULU	HI	96817	YES	NO	NO	NO														21.315745	-157.874686									CHEVRON USA INC	009140559	0	O 	SAND ISLAND WWTP	1350 SAND ISLAND PARKWAY	HONOLULU	HI	HONOLULU	96819							NO				NO	
96817HNLLT933NN	1307205938830	000108883	TOLUENE	TRI	Pounds																		2007	NO	CHEVRON HONOLULU TERMINAL TRAN SPORTATION	933 N NIMITZ HWY	HONOLULU	HONOLULU	HI	96817	YES	NO	NO	NO														21.315745	-157.874686									CHEVRON USA INC	009140559	0	O 	SAND ISLAND WWTP	1350 SAND ISLAND PARKWAY	HONOLULU	HI	HONOLULU	96819							NO				NO	
96817HNLLT933NN	1307205938842	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2007	NO	CHEVRON HONOLULU TERMINAL TRAN SPORTATION	933 N NIMITZ HWY	HONOLULU	HONOLULU	HI	96817	YES	NO	NO	NO														21.315745	-157.874686									CHEVRON USA INC	009140559	0	O 	SAND ISLAND WWTP	1350 SAND ISLAND PARKWAY	HONOLULU	HI	HONOLULU	96819							NO				NO	
96817QLNHN789NN	1307205983885	000095636	1,2,4-TRIMETHYLBENZENE	TRI	Pounds																		2007	NO	EQUILON HONOLULU TERMINAL	789 N NIMITZ HWY	HONOLULU	HONOLULU	HI	96817	YES	NO	NO	NO														21.313345	-157.872618	004294737										0														NO	NA			NO	
96817QLNHN789NN	1307205983909	000071432	BENZENE	TRI	Pounds																		2007	NO	EQUILON HONOLULU TERMINAL	789 N NIMITZ HWY	HONOLULU	HONOLULU	HI	96817	YES	NO	NO	NO														21.313345	-157.872618	004294737										0														NO	NA			NO	
96817QLNHN789NN	1307205983911	000100414	ETHYLBENZENE	TRI	Pounds																		2007	NO	EQUILON HONOLULU TERMINAL	789 N NIMITZ HWY	HONOLULU	HONOLULU	HI	96817	YES	NO	NO	NO														21.313345	-157.872618	004294737										0														NO	NA			NO	
96817QLNHN789NN	1307205983923	000110543	N-HEXANE	TRI	Pounds																		2007	NO	EQUILON HONOLULU TERMINAL	789 N NIMITZ HWY	HONOLULU	HONOLULU	HI	96817	YES	NO	NO	NO														21.313345	-157.872618	004294737										0														NO	NA			NO	
96817QLNHN789NN	1307205983947	000091203	NAPHTHALENE	TRI	Pounds																		2007	NO	EQUILON HONOLULU TERMINAL	789 N NIMITZ HWY	HONOLULU	HONOLULU	HI	96817	YES	NO	NO	NO														21.313345	-157.872618	004294737										0														NO	NA			NO	
96817QLNHN789NN	1307205983950	000108883	TOLUENE	TRI	Pounds																		2007	NO	EQUILON HONOLULU TERMINAL	789 N NIMITZ HWY	HONOLULU	HONOLULU	HI	96817	YES	NO	NO	NO														21.313345	-157.872618	004294737										0														NO	NA			NO	
96817QLNHN789NN	1307205983962	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2007	NO	EQUILON HONOLULU TERMINAL	789 N NIMITZ HWY	HONOLULU	HONOLULU	HI	96817	YES	NO	NO	NO														21.313345	-157.872618	004294737										0														NO	NA			NO	
96857SDDSRWHEEL	1307205236387	007439921	LEAD	PBT	Pounds																		2007	NO	U.S. ARMY SCHOFIELD BARRACKS / WHEELER ARMY AIRFIELD	947 WRIGHT AVE WHEELER ARMY AIRFIELD	SCHOFIELD BARRACKS	HONOLULU	HI	96857	YES	NO	YES	NO														21.508333	-158.066666			HI3210022239	HI0570090027	HI0110141	HI1121431			U.S. DEPARTMENT OF DEFENSE		0														YES	STEPHANIE.GARDIN@US.ARMY.MIL			YES	
96857SDDSRWHEEL	1307205236399	007440508	COPPER	TRI	Pounds																		2007	NO	U.S. ARMY SCHOFIELD BARRACKS / WHEELER ARMY AIRFIELD	947 WRIGHT AVE WHEELER ARMY AIRFIELD	SCHOFIELD BARRACKS	HONOLULU	HI	96857	YES	NO	YES	NO														21.508333	-158.066666			HI3210022239	HI0570090027	HI0110141	HI1121431			U.S. DEPARTMENT OF DEFENSE		0														YES	STEPHANIE.GARDIN@US.ARMY.MIL			YES	
96857SDDSRWHEEL	1307205236401	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	U.S. ARMY SCHOFIELD BARRACKS / WHEELER ARMY AIRFIELD	947 WRIGHT AVE WHEELER ARMY AIRFIELD	SCHOFIELD BARRACKS	HONOLULU	HI	96857	YES	NO	YES	NO														21.508333	-158.066666			HI3210022239	HI0570090027	HI0110141	HI1121431			U.S. DEPARTMENT OF DEFENSE		0														YES	STEPHANIE.GARDIN@US.ARMY.MIL			YES	
96860PRLHR850TI	1307205609581	007439921	LEAD	PBT	Pounds																		2007	NO	US NAVY PEARL HARBOR NAVAL COMPLEX	850 TICONDEROGA STE 110	PEARL HARBOR	HONOLULU	HI	968605101	YES	NO	YES	NO														21.38888	-157.98333									U.S. DEPARTMENT OF DEFENSE		0														YES	GRACE.HEWLEN@NAVY.MIL			YES	
96860PRLHR850TI	1307205609593	000071363	N-BUTYL ALCOHOL	TRI	Pounds																		2007	NO	US NAVY PEARL HARBOR NAVAL COMPLEX	850 TICONDEROGA STE 110	PEARL HARBOR	HONOLULU	HI	968605101	YES	NO	YES	NO														21.38888	-157.98333									U.S. DEPARTMENT OF DEFENSE		0														YES	GRACE.HEWLEN@NAVY.MIL			NO	
96860PRLHR850TI	1307205609605	000091203	NAPHTHALENE	TRI	Pounds																		2007	NO	US NAVY PEARL HARBOR NAVAL COMPLEX	850 TICONDEROGA STE 110	PEARL HARBOR	HONOLULU	HI	968605101	YES	NO	YES	NO														21.38888	-157.98333									U.S. DEPARTMENT OF DEFENSE		0														YES	GRACE.HEWLEN@NAVY.MIL			NO	
96860PRLHR850TI	1307205609617	N511	NITRATE COMPOUNDS	TRI	Pounds																		2007	NO	US NAVY PEARL HARBOR NAVAL COMPLEX	850 TICONDEROGA STE 110	PEARL HARBOR	HONOLULU	HI	968605101	YES	NO	YES	NO														21.38888	-157.98333									U.S. DEPARTMENT OF DEFENSE		0														YES	GRACE.HEWLEN@NAVY.MIL			NO	
96860PRLHR850TI	1307205609629	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2007	NO	US NAVY PEARL HARBOR NAVAL COMPLEX	850 TICONDEROGA STE 110	PEARL HARBOR	HONOLULU	HI	968605101	YES	NO	YES	NO														21.38888	-157.98333									U.S. DEPARTMENT OF DEFENSE		0														YES	GRACE.HEWLEN@NAVY.MIL			NO	
96863SMRNCMAGAZ	1307205252974	007439921	LEAD	PBT	Pounds																		2007	NO	U.S. MARINE CORPS BASE HAWAII	MARINE CORPS BASE HAWAII MOKAPU RD BUILDING 1360	MCBH KANEOHE BAY	HONOLULU	HI	96863	NO	YES	YES	NO														21.353056	-157.728611			HI6170022762		HI0110078				U.S. DEPARTMENT OF DEFENSE		0														YES	DAVID.HUDOCK@USMC.MIL			YES	
96863SMRNCMAGAZ	1307205252986	N511	NITRATE COMPOUNDS	TRI	Pounds																		2007	NO	U.S. MARINE CORPS BASE HAWAII	MARINE CORPS BASE HAWAII MOKAPU RD BUILDING 1360	MCBH KANEOHE BAY	HONOLULU	HI	96863	NO	YES	YES	NO														21.353056	-157.728611			HI6170022762		HI0110078				U.S. DEPARTMENT OF DEFENSE		0														YES	DAVID.HUDOCK@USMC.MIL			NO	
