TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
58523NTLPV294CO	1307205595996	N040	BARIUM COMPOUNDS	TRI	Pounds																		2007	NO	BASIN ELECTRIC   ANTELOPE VALLEY STATION	294 COUNTY 15	BEULAH	MERCER	ND	585239475	YES	NO	NO	NO														47.367903	-101.837286	003868007										0														NO	BERIKSEN@BEPC.COM			YES	
58523NTLPV294CO	1307205596024	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	Pounds																		2007	NO	BASIN ELECTRIC   ANTELOPE VALLEY STATION	294 COUNTY 15	BEULAH	MERCER	ND	585239475	YES	NO	NO	NO														47.367903	-101.837286	003868007										0														NO	BERIKSEN@BEPC.COM			YES	
58523NTLPV294CO	1307205596036	N100	COPPER COMPOUNDS	TRI	Pounds																		2007	NO	BASIN ELECTRIC   ANTELOPE VALLEY STATION	294 COUNTY 15	BEULAH	MERCER	ND	585239475	YES	NO	NO	NO														47.367903	-101.837286	003868007										0														NO	BERIKSEN@BEPC.COM			YES	
58523NTLPV294CO	1307205596048	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams	.4	0	0	.29	.29	12.36	29.59	6.24	.46	4.29	6.3	.92	.86	3.09	20.26	5.55	9.1	2007	NO	BASIN ELECTRIC   ANTELOPE VALLEY STATION	294 COUNTY 15	BEULAH	MERCER	ND	585239475	YES	NO	NO	NO														47.367903	-101.837286	003868007										0														NO	BERIKSEN@BEPC.COM			NO	
58523NTLPV294CO	1307205596051	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	BASIN ELECTRIC   ANTELOPE VALLEY STATION	294 COUNTY 15	BEULAH	MERCER	ND	585239475	YES	NO	NO	NO														47.367903	-101.837286	003868007										0														NO	BERIKSEN@BEPC.COM			NO	
58523NTLPV294CO	1307205596063	007664393	HYDROGEN FLUORIDE	TRI	Pounds																		2007	NO	BASIN ELECTRIC   ANTELOPE VALLEY STATION	294 COUNTY 15	BEULAH	MERCER	ND	585239475	YES	NO	NO	NO														47.367903	-101.837286	003868007										0														NO	BERIKSEN@BEPC.COM			NO	
58523NTLPV294CO	1307205596075	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	BASIN ELECTRIC   ANTELOPE VALLEY STATION	294 COUNTY 15	BEULAH	MERCER	ND	585239475	YES	NO	NO	NO														47.367903	-101.837286	003868007										0														NO	BERIKSEN@BEPC.COM			YES	
58523NTLPV294CO	1307205596087	N450	MANGANESE COMPOUNDS	TRI	Pounds																		2007	NO	BASIN ELECTRIC   ANTELOPE VALLEY STATION	294 COUNTY 15	BEULAH	MERCER	ND	585239475	YES	NO	NO	NO														47.367903	-101.837286	003868007										0														NO	BERIKSEN@BEPC.COM			YES	
58523NTLPV294CO	1307205596099	N458	MERCURY COMPOUNDS	PBT	Pounds																		2007	NO	BASIN ELECTRIC   ANTELOPE VALLEY STATION	294 COUNTY 15	BEULAH	MERCER	ND	585239475	YES	NO	NO	NO														47.367903	-101.837286	003868007										0														NO	BERIKSEN@BEPC.COM			YES	
58523NTLPV294CO	1307205596113	N495	NICKEL COMPOUNDS	TRI	Pounds																		2007	NO	BASIN ELECTRIC   ANTELOPE VALLEY STATION	294 COUNTY 15	BEULAH	MERCER	ND	585239475	YES	NO	NO	NO														47.367903	-101.837286	003868007										0														NO	BERIKSEN@BEPC.COM			YES	
58523NTLPV294CO	1307205596125	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	BASIN ELECTRIC   ANTELOPE VALLEY STATION	294 COUNTY 15	BEULAH	MERCER	ND	585239475	YES	NO	NO	NO														47.367903	-101.837286	003868007										0														NO	BERIKSEN@BEPC.COM			NO	
58523NTLPV294CO	1307205596149	N982	ZINC COMPOUNDS	TRI	Pounds																		2007	NO	BASIN ELECTRIC   ANTELOPE VALLEY STATION	294 COUNTY 15	BEULAH	MERCER	ND	585239475	YES	NO	NO	NO														47.367903	-101.837286	003868007										0														NO	BERIKSEN@BEPC.COM			YES	
58523TTRTL62401	1307205565397	N450	MANGANESE COMPOUNDS	TRI	Pounds																		2007	NO	OTTER TAIL CORP (DBA OTTER TAIL POWER CO)COYOTE STATION	6240 13TH ST SW	BEULAH	MERCER	ND	585230339	YES	NO	NO	NO														47.230561	-101.788224	839346376								OTTER TAIL POWER CO	006961353	0														NO	CKLING@OTPCO.COM			YES	
58523TTRTL62401	1307205565409	N458	MERCURY COMPOUNDS	PBT	Pounds																		2007	NO	OTTER TAIL CORP (DBA OTTER TAIL POWER CO)COYOTE STATION	6240 13TH ST SW	BEULAH	MERCER	ND	585230339	YES	NO	NO	NO														47.230561	-101.788224	839346376								OTTER TAIL POWER CO	006961353	0														NO	CKLING@OTPCO.COM			YES	
58523TTRTL62401	1307205565411	N495	NICKEL COMPOUNDS	TRI	Pounds																		2007	NO	OTTER TAIL CORP (DBA OTTER TAIL POWER CO)COYOTE STATION	6240 13TH ST SW	BEULAH	MERCER	ND	585230339	YES	NO	NO	NO														47.230561	-101.788224	839346376								OTTER TAIL POWER CO	006961353	0														NO	CKLING@OTPCO.COM			YES	
58523TTRTL62401	1307205565423	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	OTTER TAIL CORP (DBA OTTER TAIL POWER CO)COYOTE STATION	6240 13TH ST SW	BEULAH	MERCER	ND	585230339	YES	NO	NO	NO														47.230561	-101.788224	839346376								OTTER TAIL POWER CO	006961353	0														NO	CKLING@OTPCO.COM			NO	
58523TTRTL62401	1307205565435	N770	VANADIUM COMPOUNDS	TRI	Pounds																		2007	NO	OTTER TAIL CORP (DBA OTTER TAIL POWER CO)COYOTE STATION	6240 13TH ST SW	BEULAH	MERCER	ND	585230339	YES	NO	NO	NO														47.230561	-101.788224	839346376								OTTER TAIL POWER CO	006961353	0														NO	CKLING@OTPCO.COM			YES	
58523TTRTL62401	1307205565447	N982	ZINC COMPOUNDS	TRI	Pounds																		2007	NO	OTTER TAIL CORP (DBA OTTER TAIL POWER CO)COYOTE STATION	6240 13TH ST SW	BEULAH	MERCER	ND	585230339	YES	NO	NO	NO														47.230561	-101.788224	839346376								OTTER TAIL POWER CO	006961353	0														NO	CKLING@OTPCO.COM			YES	
58523TTRTL62401	1307205565308	N020	ARSENIC COMPOUNDS	TRI	Pounds																		2007	NO	OTTER TAIL CORP (DBA OTTER TAIL POWER CO)COYOTE STATION	6240 13TH ST SW	BEULAH	MERCER	ND	585230339	YES	NO	NO	NO														47.230561	-101.788224	839346376								OTTER TAIL POWER CO	006961353	0														NO	CKLING@OTPCO.COM			YES	
58523TTRTL62401	1307205565310	N040	BARIUM COMPOUNDS	TRI	Pounds																		2007	NO	OTTER TAIL CORP (DBA OTTER TAIL POWER CO)COYOTE STATION	6240 13TH ST SW	BEULAH	MERCER	ND	585230339	YES	NO	NO	NO														47.230561	-101.788224	839346376								OTTER TAIL POWER CO	006961353	0														NO	CKLING@OTPCO.COM			YES	
58523TTRTL62401	1307205565334	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	Pounds																		2007	NO	OTTER TAIL CORP (DBA OTTER TAIL POWER CO)COYOTE STATION	6240 13TH ST SW	BEULAH	MERCER	ND	585230339	YES	NO	NO	NO														47.230561	-101.788224	839346376								OTTER TAIL POWER CO	006961353	0														NO	CKLING@OTPCO.COM			YES	
58523TTRTL62401	1307205565346	N100	COPPER COMPOUNDS	TRI	Pounds																		2007	NO	OTTER TAIL CORP (DBA OTTER TAIL POWER CO)COYOTE STATION	6240 13TH ST SW	BEULAH	MERCER	ND	585230339	YES	NO	NO	NO														47.230561	-101.788224	839346376								OTTER TAIL POWER CO	006961353	0														NO	CKLING@OTPCO.COM			YES	
58523TTRTL62401	1307205565359	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams	4.78	0	3.04	1.28	1.48	3.91	.46	.48	.46	7.6	12.16	56.44	.89	1.61	0	4.56	.85	2007	NO	OTTER TAIL CORP (DBA OTTER TAIL POWER CO)COYOTE STATION	6240 13TH ST SW	BEULAH	MERCER	ND	585230339	YES	NO	NO	NO														47.230561	-101.788224	839346376								OTTER TAIL POWER CO	006961353	0														NO	CKLING@OTPCO.COM			NO	
58523TTRTL62401	1307205565361	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	OTTER TAIL CORP (DBA OTTER TAIL POWER CO)COYOTE STATION	6240 13TH ST SW	BEULAH	MERCER	ND	585230339	YES	NO	NO	NO														47.230561	-101.788224	839346376								OTTER TAIL POWER CO	006961353	0														NO	CKLING@OTPCO.COM			NO	
58523TTRTL62401	1307205565373	007664393	HYDROGEN FLUORIDE	TRI	Pounds																		2007	NO	OTTER TAIL CORP (DBA OTTER TAIL POWER CO)COYOTE STATION	6240 13TH ST SW	BEULAH	MERCER	ND	585230339	YES	NO	NO	NO														47.230561	-101.788224	839346376								OTTER TAIL POWER CO	006961353	0														NO	CKLING@OTPCO.COM			NO	
58523TTRTL62401	1307205565385	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	OTTER TAIL CORP (DBA OTTER TAIL POWER CO)COYOTE STATION	6240 13TH ST SW	BEULAH	MERCER	ND	585230339	YES	NO	NO	NO														47.230561	-101.788224	839346376								OTTER TAIL POWER CO	006961353	0														NO	CKLING@OTPCO.COM			YES	
58530BNCLL23603	1307205258799	N770	VANADIUM COMPOUNDS	TRI	Pounds																		2007	NO	BNI COAL LTD	2360 35TH ST SW	CENTER	OLIVER	ND	58530	YES	NO	NO	NO														47.071875	-101.233156	055474845								ALLETE	006961296	0														NO	JVOLK@BNICOAL.COM			YES	
58530BNCLL23603	1307205294150	N040	BARIUM COMPOUNDS	TRI	Pounds																		2007	NO	BNI COAL LTD	2360 35TH ST SW	CENTER	OLIVER	ND	58530	YES	NO	NO	NO														47.071875	-101.233156	055474845								ALLETE	006961296	0														NO	JVOLK@BNICOAL.COM			YES	
58530BNCLL23603	1307205294162	N450	MANGANESE COMPOUNDS	TRI	Pounds																		2007	NO	BNI COAL LTD	2360 35TH ST SW	CENTER	OLIVER	ND	58530	YES	NO	NO	NO														47.071875	-101.233156	055474845								ALLETE	006961296	0														NO	JVOLK@BNICOAL.COM			YES	
58530MLTNR34012	1307205328545	N020	ARSENIC COMPOUNDS	TRI	Pounds																		2007	NO	MINNKOTA POWER COOPERATIVE INC MILTON R YOUNG STATION	3401 24TH ST SW	CENTER	OLIVER	ND	585300127	YES	NO	NO	NO														47.066389	-101.213055											0														NO	JGRAVES@MINNKOTA.COM			YES	
58530MLTNR34012	1307205328558	N040	BARIUM COMPOUNDS	TRI	Pounds																		2007	NO	MINNKOTA POWER COOPERATIVE INC MILTON R YOUNG STATION	3401 24TH ST SW	CENTER	OLIVER	ND	585300127	YES	NO	NO	NO														47.066389	-101.213055											0														NO	JGRAVES@MINNKOTA.COM			YES	
58530MLTNR34012	1307205328560	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	Pounds																		2007	NO	MINNKOTA POWER COOPERATIVE INC MILTON R YOUNG STATION	3401 24TH ST SW	CENTER	OLIVER	ND	585300127	YES	NO	NO	NO														47.066389	-101.213055											0														NO	JGRAVES@MINNKOTA.COM			YES	
58530MLTNR34012	1307205328572	N100	COPPER COMPOUNDS	TRI	Pounds																		2007	NO	MINNKOTA POWER COOPERATIVE INC MILTON R YOUNG STATION	3401 24TH ST SW	CENTER	OLIVER	ND	585300127	YES	NO	NO	NO														47.066389	-101.213055											0														NO	JGRAVES@MINNKOTA.COM			YES	
58530MLTNR34012	1307205328584	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	MINNKOTA POWER COOPERATIVE INC MILTON R YOUNG STATION	3401 24TH ST SW	CENTER	OLIVER	ND	585300127	YES	NO	NO	NO														47.066389	-101.213055											0														NO	JGRAVES@MINNKOTA.COM			YES	
58530MLTNR34012	1307205328596	N450	MANGANESE COMPOUNDS	TRI	Pounds																		2007	NO	MINNKOTA POWER COOPERATIVE INC MILTON R YOUNG STATION	3401 24TH ST SW	CENTER	OLIVER	ND	585300127	YES	NO	NO	NO														47.066389	-101.213055											0														NO	JGRAVES@MINNKOTA.COM			YES	
58530MLTNR34012	1307205328608	N495	NICKEL COMPOUNDS	TRI	Pounds																		2007	NO	MINNKOTA POWER COOPERATIVE INC MILTON R YOUNG STATION	3401 24TH ST SW	CENTER	OLIVER	ND	585300127	YES	NO	NO	NO														47.066389	-101.213055											0														NO	JGRAVES@MINNKOTA.COM			YES	
58530MLTNR34012	1307205328610	N982	ZINC COMPOUNDS	TRI	Pounds																		2007	NO	MINNKOTA POWER COOPERATIVE INC MILTON R YOUNG STATION	3401 24TH ST SW	CENTER	OLIVER	ND	585300127	YES	NO	NO	NO														47.066389	-101.213055											0														NO	JGRAVES@MINNKOTA.COM			YES	
58530MLTNR34012	1307205328622	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	MINNKOTA POWER COOPERATIVE INC MILTON R YOUNG STATION	3401 24TH ST SW	CENTER	OLIVER	ND	585300127	YES	NO	NO	NO														47.066389	-101.213055											0														NO	JGRAVES@MINNKOTA.COM			NO	
58530MLTNR34012	1307205328634	007664393	HYDROGEN FLUORIDE	TRI	Pounds																		2007	NO	MINNKOTA POWER COOPERATIVE INC MILTON R YOUNG STATION	3401 24TH ST SW	CENTER	OLIVER	ND	585300127	YES	NO	NO	NO														47.066389	-101.213055											0														NO	JGRAVES@MINNKOTA.COM			NO	
58530MLTNR34012	1307205328646	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	MINNKOTA POWER COOPERATIVE INC MILTON R YOUNG STATION	3401 24TH ST SW	CENTER	OLIVER	ND	585300127	YES	NO	NO	NO														47.066389	-101.213055											0														NO	JGRAVES@MINNKOTA.COM			NO	
58530MLTNR34012	1307205328659	007440622	VANADIUM (EXCEPT WHEN CONTAINED IN AN ALLOY)	TRI	Pounds																		2007	NO	MINNKOTA POWER COOPERATIVE INC MILTON R YOUNG STATION	3401 24TH ST SW	CENTER	OLIVER	ND	585300127	YES	NO	NO	NO														47.066389	-101.213055											0														NO	JGRAVES@MINNKOTA.COM			YES	
58530MLTNR34012	1307205328661	N458	MERCURY COMPOUNDS	PBT	Pounds																		2007	NO	MINNKOTA POWER COOPERATIVE INC MILTON R YOUNG STATION	3401 24TH ST SW	CENTER	OLIVER	ND	585300127	YES	NO	NO	NO														47.066389	-101.213055											0														NO	JGRAVES@MINNKOTA.COM			YES	
58530MLTNR34012	1307205328673	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	MINNKOTA POWER COOPERATIVE INC MILTON R YOUNG STATION	3401 24TH ST SW	CENTER	OLIVER	ND	585300127	YES	NO	NO	NO														47.066389	-101.213055											0														NO	JGRAVES@MINNKOTA.COM			NO	
58530MLTNR34012	1307205328685	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2007	NO	MINNKOTA POWER COOPERATIVE INC MILTON R YOUNG STATION	3401 24TH ST SW	CENTER	OLIVER	ND	585300127	YES	NO	NO	NO														47.066389	-101.213055											0														NO	JGRAVES@MINNKOTA.COM			NO	
58530MLTNR34012	1307205328697	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams	0	0	0	4.3	0	0	0	0	0	7.8	18.5	57.9	0	0	0	11.5	0	2007	NO	MINNKOTA POWER COOPERATIVE INC MILTON R YOUNG STATION	3401 24TH ST SW	CENTER	OLIVER	ND	585300127	YES	NO	NO	NO														47.066389	-101.213055											0														NO	JGRAVES@MINNKOTA.COM			NO	
58530MLTNR34012	1307205328709	000091203	NAPHTHALENE	TRI	Pounds																		2007	NO	MINNKOTA POWER COOPERATIVE INC MILTON R YOUNG STATION	3401 24TH ST SW	CENTER	OLIVER	ND	585300127	YES	NO	NO	NO														47.066389	-101.213055											0														NO	JGRAVES@MINNKOTA.COM			NO	
58554MCLCMNORTH	1307205950330	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2007	NO	TESORO REFINING & MARKETING CO - MANDAN REFINERY	900 OLD RED TRAIL NE	MANDAN	MORTON	ND	58554	YES	NO	NO	NO														46.846111	-100.87944									TESORO CORP	008133480	0														NO	LPETERSON@TSOCORP.COM			NO	
58554MCLCMNORTH	1307205950342	000108883	TOLUENE	TRI	Pounds																		2007	NO	TESORO REFINING & MARKETING CO - MANDAN REFINERY	900 OLD RED TRAIL NE	MANDAN	MORTON	ND	58554	YES	NO	NO	NO														46.846111	-100.87944									TESORO CORP	008133480	0														NO	LPETERSON@TSOCORP.COM			NO	
58554MCLCMNORTH	1307205950355	000127184	TETRACHLOROETHYLENE	TRI	Pounds																		2007	NO	TESORO REFINING & MARKETING CO - MANDAN REFINERY	900 OLD RED TRAIL NE	MANDAN	MORTON	ND	58554	YES	NO	NO	NO														46.846111	-100.87944									TESORO CORP	008133480	0														NO	LPETERSON@TSOCORP.COM			NO	
58554MCLCMNORTH	1307205950367	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	TESORO REFINING & MARKETING CO - MANDAN REFINERY	900 OLD RED TRAIL NE	MANDAN	MORTON	ND	58554	YES	NO	NO	NO														46.846111	-100.87944									TESORO CORP	008133480	0														NO	LPETERSON@TSOCORP.COM			NO	
58554MCLCMNORTH	1307205950381	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	TESORO REFINING & MARKETING CO - MANDAN REFINERY	900 OLD RED TRAIL NE	MANDAN	MORTON	ND	58554	YES	NO	NO	NO														46.846111	-100.87944									TESORO CORP	008133480	0														NO	LPETERSON@TSOCORP.COM			NO	
58554MCLCMNORTH	1307205950393	000108952	PHENOL	TRI	Pounds																		2007	NO	TESORO REFINING & MARKETING CO - MANDAN REFINERY	900 OLD RED TRAIL NE	MANDAN	MORTON	ND	58554	YES	NO	NO	NO														46.846111	-100.87944									TESORO CORP	008133480	0														NO	LPETERSON@TSOCORP.COM			NO	
58554MCLCMNORTH	1307205950405	000085018	PHENANTHRENE	TRI	Pounds																		2007	NO	TESORO REFINING & MARKETING CO - MANDAN REFINERY	900 OLD RED TRAIL NE	MANDAN	MORTON	ND	58554	YES	NO	NO	NO														46.846111	-100.87944									TESORO CORP	008133480	0														NO	LPETERSON@TSOCORP.COM			NO	
58554MCLCMNORTH	1307205950417	000091203	NAPHTHALENE	TRI	Pounds																		2007	NO	TESORO REFINING & MARKETING CO - MANDAN REFINERY	900 OLD RED TRAIL NE	MANDAN	MORTON	ND	58554	YES	NO	NO	NO														46.846111	-100.87944									TESORO CORP	008133480	0														NO	LPETERSON@TSOCORP.COM			NO	
58554MCLCMNORTH	1307205950429	000110543	N-HEXANE	TRI	Pounds																		2007	NO	TESORO REFINING & MARKETING CO - MANDAN REFINERY	900 OLD RED TRAIL NE	MANDAN	MORTON	ND	58554	YES	NO	NO	NO														46.846111	-100.87944									TESORO CORP	008133480	0														NO	LPETERSON@TSOCORP.COM			NO	
58554MCLCMNORTH	1307205950431	001313275	MOLYBDENUM TRIOXIDE	TRI	Pounds																		2007	NO	TESORO REFINING & MARKETING CO - MANDAN REFINERY	900 OLD RED TRAIL NE	MANDAN	MORTON	ND	58554	YES	NO	NO	NO														46.846111	-100.87944									TESORO CORP	008133480	0														NO	LPETERSON@TSOCORP.COM			YES	
58554MCLCMNORTH	1307205950443	000067561	METHANOL	TRI	Pounds																		2007	NO	TESORO REFINING & MARKETING CO - MANDAN REFINERY	900 OLD RED TRAIL NE	MANDAN	MORTON	ND	58554	YES	NO	NO	NO														46.846111	-100.87944									TESORO CORP	008133480	0														NO	LPETERSON@TSOCORP.COM			NO	
58554MCLCMNORTH	1307205950456	N458	MERCURY COMPOUNDS	PBT	Pounds																		2007	NO	TESORO REFINING & MARKETING CO - MANDAN REFINERY	900 OLD RED TRAIL NE	MANDAN	MORTON	ND	58554	YES	NO	NO	NO														46.846111	-100.87944									TESORO CORP	008133480	0														NO	LPETERSON@TSOCORP.COM			YES	
58554MCLCMNORTH	1307205950468	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	TESORO REFINING & MARKETING CO - MANDAN REFINERY	900 OLD RED TRAIL NE	MANDAN	MORTON	ND	58554	YES	NO	NO	NO														46.846111	-100.87944									TESORO CORP	008133480	0														NO	LPETERSON@TSOCORP.COM			YES	
58554MCLCMNORTH	1307205950470	007664393	HYDROGEN FLUORIDE	TRI	Pounds																		2007	NO	TESORO REFINING & MARKETING CO - MANDAN REFINERY	900 OLD RED TRAIL NE	MANDAN	MORTON	ND	58554	YES	NO	NO	NO														46.846111	-100.87944									TESORO CORP	008133480	0														NO	LPETERSON@TSOCORP.COM			NO	
58554MCLCMNORTH	1307205950482	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	TESORO REFINING & MARKETING CO - MANDAN REFINERY	900 OLD RED TRAIL NE	MANDAN	MORTON	ND	58554	YES	NO	NO	NO														46.846111	-100.87944									TESORO CORP	008133480	0														NO	LPETERSON@TSOCORP.COM			NO	
58554MCLCMNORTH	1307205950494	000074851	ETHYLENE	TRI	Pounds																		2007	NO	TESORO REFINING & MARKETING CO - MANDAN REFINERY	900 OLD RED TRAIL NE	MANDAN	MORTON	ND	58554	YES	NO	NO	NO														46.846111	-100.87944									TESORO CORP	008133480	0														NO	LPETERSON@TSOCORP.COM			NO	
58554MCLCMNORTH	1307205950506	000100414	ETHYLBENZENE	TRI	Pounds																		2007	NO	TESORO REFINING & MARKETING CO - MANDAN REFINERY	900 OLD RED TRAIL NE	MANDAN	MORTON	ND	58554	YES	NO	NO	NO														46.846111	-100.87944									TESORO CORP	008133480	0														NO	LPETERSON@TSOCORP.COM			NO	
58554MCLCMNORTH	1307205950518	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams	13.8	2.9	13	9	3.4	8	1.4	1.9	1.5	6.1	3.6	3.6	8.6	15.4	1.4	5.9	.5	2007	NO	TESORO REFINING & MARKETING CO - MANDAN REFINERY	900 OLD RED TRAIL NE	MANDAN	MORTON	ND	58554	YES	NO	NO	NO														46.846111	-100.87944									TESORO CORP	008133480	0														NO	LPETERSON@TSOCORP.COM			NO	
58554MCLCMNORTH	1307205950520	000110827	CYCLOHEXANE	TRI	Pounds																		2007	NO	TESORO REFINING & MARKETING CO - MANDAN REFINERY	900 OLD RED TRAIL NE	MANDAN	MORTON	ND	58554	YES	NO	NO	NO														46.846111	-100.87944									TESORO CORP	008133480	0														NO	LPETERSON@TSOCORP.COM			NO	
58554MCLCMNORTH	1307205950532	000098828	CUMENE	TRI	Pounds																		2007	NO	TESORO REFINING & MARKETING CO - MANDAN REFINERY	900 OLD RED TRAIL NE	MANDAN	MORTON	ND	58554	YES	NO	NO	NO														46.846111	-100.87944									TESORO CORP	008133480	0														NO	LPETERSON@TSOCORP.COM			NO	
58554MCLCMNORTH	1307205950544	N096	COBALT COMPOUNDS	TRI	Pounds																		2007	NO	TESORO REFINING & MARKETING CO - MANDAN REFINERY	900 OLD RED TRAIL NE	MANDAN	MORTON	ND	58554	YES	NO	NO	NO														46.846111	-100.87944									TESORO CORP	008133480	0														NO	LPETERSON@TSOCORP.COM			YES	
58554MCLCMNORTH	1307205950569	000463581	CARBONYL SULFIDE	TRI	Pounds																		2007	NO	TESORO REFINING & MARKETING CO - MANDAN REFINERY	900 OLD RED TRAIL NE	MANDAN	MORTON	ND	58554	YES	NO	NO	NO														46.846111	-100.87944									TESORO CORP	008133480	0														NO	LPETERSON@TSOCORP.COM			NO	
58554MCLCMNORTH	1307205950571	000075150	CARBON DISULFIDE	TRI	Pounds																		2007	NO	TESORO REFINING & MARKETING CO - MANDAN REFINERY	900 OLD RED TRAIL NE	MANDAN	MORTON	ND	58554	YES	NO	NO	NO														46.846111	-100.87944									TESORO CORP	008133480	0														NO	LPETERSON@TSOCORP.COM			NO	
58554MCLCMNORTH	1307205950583	000092524	BIPHENYL	TRI	Pounds																		2007	NO	TESORO REFINING & MARKETING CO - MANDAN REFINERY	900 OLD RED TRAIL NE	MANDAN	MORTON	ND	58554	YES	NO	NO	NO														46.846111	-100.87944									TESORO CORP	008133480	0														NO	LPETERSON@TSOCORP.COM			NO	
58554MCLCMNORTH	1307205950595	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2007	NO	TESORO REFINING & MARKETING CO - MANDAN REFINERY	900 OLD RED TRAIL NE	MANDAN	MORTON	ND	58554	YES	NO	NO	NO														46.846111	-100.87944									TESORO CORP	008133480	0														NO	LPETERSON@TSOCORP.COM			NO	
58554MCLCMNORTH	1307205950607	000071432	BENZENE	TRI	Pounds																		2007	NO	TESORO REFINING & MARKETING CO - MANDAN REFINERY	900 OLD RED TRAIL NE	MANDAN	MORTON	ND	58554	YES	NO	NO	NO														46.846111	-100.87944									TESORO CORP	008133480	0														NO	LPETERSON@TSOCORP.COM			NO	
58554MCLCMNORTH	1307205950619	000120127	ANTHRACENE	TRI	Pounds																		2007	NO	TESORO REFINING & MARKETING CO - MANDAN REFINERY	900 OLD RED TRAIL NE	MANDAN	MORTON	ND	58554	YES	NO	NO	NO														46.846111	-100.87944									TESORO CORP	008133480	0														NO	LPETERSON@TSOCORP.COM			NO	
