TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ADDITION INFORMATION - SOURCE REDUCTION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	3-3-2012	
38118MTRMT5623M	1306204309191	MIXTURE	MIXTURE	TRI	2006	METRO MATERIALS INC	5623 MALONE RD	MEMPHIS	SHELBY	TN	38118	YES	NO	NO	NO								327320						34.996328	-89.919006									METRO MATERIALS INC		Decrease in production, slower loading and unloading rates.	NO	RFERRELL@METROMATERIALS.COM			NO	 	
38116MTRMT1634F	1306204309241	007429905	ALUMINUM (FUME OR DUST)	TRI	2006	METRO MATERIALS INC MILLBRANCH	1634 FERRELL PARK	MEMPHIS	SHELBY	TN	38116	YES	NO	NO	NO								327320						35.067206	-90.008595									METRO MATERIALS INC		Improved on baghouse maintainance, slowed loading rate of mixers, applied water to plant areas, and a decrease of production for reporting year.	NO	RFERRELL@METROMATERIALS.COM			YES	 	
38116MTRMT1634F	1306204309254	MIXTURE	MIXTURE	TRI	2006	METRO MATERIALS INC MILLBRANCH	1634 FERRELL PARK	MEMPHIS	SHELBY	TN	38116	YES	NO	NO	NO								327320						35.067206	-90.008595									METRO MATERIALS INC		Improved on baghouse maintainance, slowed loading rate of mixers, applied water to plant areas, and a decrease of production for reporting year.	NO	RFERRELL@METROMATERIALS.COM			NO	 	
61920MBRNN1555N	1306204315497	N982	ZINC COMPOUNDS	TRI	2006	ARKWRIGHT INC	1555 N 5TH ST	CHARLESTON	COLES	IL	619201182	YES	NO	NO	NO								322231						39.51941	-88.177124	043657969								ARKWRIGHT INC	058065707	We terminated our coating and chem mix operations on 6/30/06.  All equipment has been dismantled, and all chemicals have been removed from the premises.	NO				YES	 	
54401FSKRS7811W	1306204349587	007664417	AMMONIA	TRI	2006	FISKARS BRANDS INC	7811 W STEWART AVE	WAUSAU	MARATHON	WI	54401	YES	NO	NO	NO								332211						44.954054	-89.735308	086175114								FISKARS BRANDS INC	157304239	This Facility is in the process of closing and is planned to be closed by the end of June 2007.   The manufacturing of these scissors has been moved to China.   A small portion of scissors may be made at another US location, but the heat treating will be contracted to an independent outside supplier.	NO	RRYBACK@FISKARS.COM			NO	 	
54401FSKRS7811W	1306204349599	007440473	CHROMIUM	TRI	2006	FISKARS BRANDS INC	7811 W STEWART AVE	WAUSAU	MARATHON	WI	54401	YES	NO	NO	NO								332211						44.954054	-89.735308	086175114								FISKARS BRANDS INC	157304239	This Facility is in the process of closing and is planned to be closed by the end of June 2007.   The manufacturing of these scissors has been moved to China.   A small portion may be made at another US location and will be reported by that location, if required by their material usage.	NO	RRYBACK@FISKARS.COM			YES	 	
57104DSGNT612WB	1306204349789	000100425	STYRENE	TRI	2006	DESIGN TANKS INC	612 W BLACKHAWK ST	SIOUX FALLS	MINNEHAHA	SD	57104	YES	NO	NO	NO								326199						43.566032	-96.734613	868382990										Total Manufacturing monitering equipment has been the biggest help in reducing the amount of Styrene in the air.  Every molding station has monitering equipment that reads how much material is being used at a given time.  A scheduled calibration of this equipment has been made and is followed regularly.  These records are backed up as well.  Safety audits are done three times a week.  Not only do these audits check for satisfactory safety equipment, but the containers used in the storage of our chemicals.  Our bulk tanks are checked not only by these audits, but also daily by myself (Robert Olson, Product Engineer) or someone with the same technical background and the Tech that is employeed.	NO	TRISH.KINDT@STATE.SD.US			NO	 	
18062LHGHC111LE	1306204349880	000100425	STYRENE	TRI	2006	LEHIGH SURFACES	111 LEHIGH ST	MACUNGIE	LEHIGH	PA	18062	YES	NO	NO	NO								326191						40.516881	-75.554719	126369474								LEOTAUR TECHNOLOGY GROUP INC	126369474	None.	NO	LEHIGH.INFO@LEHIGHSURFACES.COM			NO	 	
30680MNVLLINDUS	1306204361493	007440473	CHROMIUM	TRI	2006	JOHNS MANVILLE	713 BANKHEAD HWY	WINDER	BARROW	GA	30680	YES	NO	NO	NO								327993						33.995051	-83.785781	139723472								BERKSHIRE HATHAWAY	139723472	The used brick that contains the chromium is 100% recycled to North American Refractories Co.  One truck load is usually sent per year, depending on process equipment re-building.	NO	BURRELLM@JM.COM			YES	 	
63764VTGDXHWY34	1306204309304	N420	LEAD COMPOUNDS	PBT	2006	VTG AUDIO	HWY 34 E RR4 BOX120	MARBLE HILL	BOLLINGER	MO	63764	YES	NO	NO	NO								334290						37.305772	-89.963566									VTG INC		Please note that this report is being submitted, not because the threshold has been met, but to inform of the two factors below.  1.  This facility was closed the end of March 2006. 2.  There will not be any report for the year 2007 for this facility.	NO				YES	 	
71110SRFRC2CES3	1306204327237	007439921	LEAD	PBT	2006	US DOD USAF BARKSDALE AFB RANGE	2 CES 334 DAVIS AVE W STE 208	BARKSDALE AFB	BOSSIER	LA	71110	YES	NO	YES	NO								928110						32.503296	-93.606079			LA9571924050		LA0007293				US DEPARTMENT OF DEFENSE		During Calendar year 2005 the base installed snail type bullet traps at the Small Arms Range to reduce contamination to the soil and stormwater runoff.  This process modification increases the amount of lead that is recovered and subsequently recycled.  During CY2006 a malfunction in the operation of the bullet trap conveyor caused an increase in hazardous waste.  This malfunction has been corrected and therefore hazardous waste generation should be greatly minimized in CY2007 and beyond..	YES	2BW.PA@BARKSDALE.AF.MIL			YES	 	
71110SRFRC2CES3	1306204327314	000100414	ETHYLBENZENE	TRI	2006	US DOD USAF BARKSDALE AFB RANGE	2 CES 334 DAVIS AVE W STE 208	BARKSDALE AFB	BOSSIER	LA	71110	YES	NO	YES	NO								928110						32.503296	-93.606079			LA9571924050		LA0007293				US DEPARTMENT OF DEFENSE		Barksdale AFB attempts to track all hazardous materials entering the facility through the HAZMART pharmacy program.  Each Hazardous Material must be screened and approved for use on the istallation prior to purchase.  This process has enabled the base to reduce releases associated with the use of hazardous materials.	YES	2BW.PA@BARKSDALE.AF.MIL			NO	 	
66044PKCHM440BN	1306204333393	007723140	PHOSPHORUS (YELLOW OR WHITE)	TRI	2006	CHEMTRADE PHOSPHORUS SPECIALTIES LLC	440 B N 9TH ST	LAWRENCE	DOUGLAS	KS	66044	YES	NO	NO	NO								325188						38.978993	-95.214422	841624682								CHEMTRADE LOGISTICS INC	201126559	NA	NO	DFLEMING@CHEMTRADELOGISITICS.COM			NO	 	
37401SPPFN25012	1306204349916	N982	ZINC COMPOUNDS	TRI	2006	US PIPE & FOUNDRY CO LLC	2501 CHESTNUT ST	CHATTANOOGA	HAMILTON	TN	37408	YES	NO	NO	NO								331511						35.02841	-85.31879	004017851								MUELLER WATER PRODUCTS INC	003501079	Ceased Operations and Sold the Facility	NO				YES	 	
46723CTLNG41NUS	1306204356149	007440473	CHROMIUM	TRI	2006	C & A TOOL ENGINEERING INC	4100 N US 33	CHURUBUSCO	WHITLEY	IN	46723	YES	NO	NO	NO								333298						41.277192	-85.418528	926087594										FACILITY IS A JOB SHOP OPERATION.  PRODUCTS REQUESTED, BY OUR CLIENTS, REQUIRED DIFFERENT RAW MATERIALS THAT CONTAINED LESS CHROMIUM.  THEREFORE LESS WAS WASTED.	NO	MMANNING@CATOOL.COM			YES	 	
46723CTLNG41NUS	1306204356176	007440020	NICKEL	TRI	2006	C & A TOOL ENGINEERING INC	4100 N US 33	CHURUBUSCO	WHITLEY	IN	46723	YES	NO	NO	NO								333298						41.277192	-85.418528	926087594										FACILITY IS A JOB SHOP OPERATION.  PRODUCTS REQUESTED DURING THE YEAR,BY OUR CLIENTS, DICTATED LESS OF THE NICKEL MATERIAL BEING USE AND SUBSEQUENTLY WASTED.	NO	MMANNING@CATOOL.COM			YES	 	
48043DPNTM400GR	1306204303477	000100414	ETHYLBENZENE	TRI	2006	DUPONT MOUNT CLEMENS PLANT	400 GROESBECK HWY	MOUNT CLEMENS	MACOMB	MI	48043	YES	NO	NO	NO								325510	325211					42.61326	-82.889675	151269388								E I DU PONT DE NEMOURS & CO INC	001315704	HAP Reduction effort	NO	LOUIS.J.PAPA@USA.DUPONT.COM			NO	 	
48043DPNTM400GR	1306204303491	000067561	METHANOL	TRI	2006	DUPONT MOUNT CLEMENS PLANT	400 GROESBECK HWY	MOUNT CLEMENS	MACOMB	MI	48043	YES	NO	NO	NO								325510	325211					42.61326	-82.889675	151269388								E I DU PONT DE NEMOURS & CO INC	001315704	HAP Reduction effort	NO	LOUIS.J.PAPA@USA.DUPONT.COM			NO	 	
48043DPNTM400GR	1306204303580	001330207	XYLENE (MIXED ISOMERS)	TRI	2006	DUPONT MOUNT CLEMENS PLANT	400 GROESBECK HWY	MOUNT CLEMENS	MACOMB	MI	48043	YES	NO	NO	NO								325510	325211					42.61326	-82.889675	151269388								E I DU PONT DE NEMOURS & CO INC	001315704	HAP Reduction effort	NO	LOUIS.J.PAPA@USA.DUPONT.COM			NO	 	
59638MNTNT5MILE	1306204316475	N100	COPPER COMPOUNDS	TRI	2006	MONTANA TUNNELS MINING INC	275 MONTANA TUNNELS RD	JEFFERSON CITY	JEFFERSON	MT	59638	YES	NO	NO	NO								212231	212222	212221				46.357222	-112.1125									APOLLO GOLD CORP	130589414	The facility was not in opertion for approximately seven months of the year; resulting in a source reduction.	NO	JSCHAEFER@MTTUNNELS.COM			YES	 	
59638MNTNT5MILE	1306204316501	007439965	MANGANESE	TRI	2006	MONTANA TUNNELS MINING INC	275 MONTANA TUNNELS RD	JEFFERSON CITY	JEFFERSON	MT	59638	YES	NO	NO	NO								212231	212222	212221				46.357222	-112.1125									APOLLO GOLD CORP	130589414	The facility was not in operation for approximately seven month of the year; resulting in a source reduction.	NO	JSCHAEFER@MTTUNNELS.COM			YES	 	
71110SRFRC2CES3	1306204327338	001330207	XYLENE (MIXED ISOMERS)	TRI	2006	US DOD USAF BARKSDALE AFB RANGE	2 CES 334 DAVIS AVE W STE 208	BARKSDALE AFB	BOSSIER	LA	71110	YES	NO	YES	NO								928110						32.503296	-93.606079			LA9571924050		LA0007293				US DEPARTMENT OF DEFENSE		Barksdale AFB attempts to track all hazardous materials entering the facility through the HAZMART pharmacy program.  Each Hazardous Material must be screened and approved for use on the istallation prior to purchase.  This process has enabled the base to reduce releases associated with the use of hazardous materials.	YES	2BW.PA@BARKSDALE.AF.MIL			NO	 	
44004PLSTP4736K	1306204333722	000100425	STYRENE	TRI	2006	PLASTPRO INC	4736 KISTER CT	ASHTABULA	ASHTABULA	OH	44004	YES	NO	NO	NO								326199						41.84978	-80.853695									FORMOSA PLASTICS CORP USA	062486238	Emissions were greater during 2006 than 2005 because of a slight increase in activity (1.26) and an increase of the emission factor under the MACT regulations from 1% to 2% of the available HAP's.	NO	JERRYHOBAK@PLASTPROINC.COM			NO	 	
60510SHPDW900DO	1306204372573	007440473	CHROMIUM	TRI	2006	SHAPEDWIRE INC.	900 DOUGLAS RD	BATAVIA	KANE	IL	60510	YES	NO	NO	NO								331221						41.86179	-88.293	001743483								LEGGETT & PLATT INCORPORTED	001743483	SHAPEDWIRE WAS SHOUT DOWN IN NOVEMBER 2006	NO				YES	 	
60510SHPDW900DO	1306204372585	007440508	COPPER	TRI	2006	SHAPEDWIRE INC.	900 DOUGLAS RD	BATAVIA	KANE	IL	60510	YES	NO	NO	NO								331221						41.86179	-88.293	001743483								LEGGETT & PLATT INCORPORTED	001743483	SHAPEDWIRE WAS SHUT DOWN ON NOVEMBER 2006	NO				YES	 	
19703CTSTL4001P	1306204372751	N458	MERCURY COMPOUNDS	PBT	2006	EVRAZ CLAYMONT STEEL	4001 PHILADELPHIA PIKE	CLAYMONT	NEW CASTLE	DE	19703	YES	NO	NO	NO								331221						39.801306	-75.438556	188183891								EVRAZ INC NA		Claymont Steel recycles approximately 500,000 tons per year of scrap steel in an electric arc furnace (EAF).  The USEPA identified EAF shops as sources of mercury emissions which can be traced to the scrap metal feedstock that is used to produce steel.  The primary source of mercury contamination in scrap metal is from mercury switches used in automobile hood and trunk convenience lighting.  When these devices are not removed prior to crushing and shredding the scrapped automobiles, the mercury becomes entrained in the scrap and volatilized in the melting process.  Claymont Steel and other EAF recyclers do not want or receive any benefit from mercury in the scrap metal received from suppliers in the region.    Claymont Steel remains committed to reduce mercury emissions from this facility.  To this end, Claymont Steel has implemented a number of source reduction measures to reduce mercury from entering the EAF via the scrap metal feed.  These initial measures are part of an overall Pollution Prevention Program to further reduce the amount of mercury in the EAF feed and to reduce mercury emissions.  Claymont Steel believes this is the most expeditious and environmentally beneficial alternative. The source reduction measures are discussed below:    National Vehicle Mercury Switch Removal Program (NVMSRP).   Claymont Steel joined forces with other members of the Steel Manufacturers Association (SMA) and the American Iron and Steel Institute (AISI) to establish the NVMSRP.   Claymont Steel entered into this agreement with other steelmakers to fully fund the NVMSRP over a three year period.    Foster Relationships With Suppliers Who Participate in the NVMSRP.  Claymont Steel will continue to purchase from suppliers who participate in the NVMSRP.  Ultimately, this is the most environmentally beneficial program because the mercury is recovered and recycled in a separate stream rather than allowing the mercury switch to be shredded and volatilized in an EAF at a steelmaking facility.   Claymont Steel has notified suppliers indicating that we intend to utilize, to the maximum extent possible, scrap from vehicles which do not contain mercury from switches or scrap from vehicles that have had mercury switches removed.  The suppliers have been audited to assess their participation in the program and their ability to meet our purchase specifications.    Auto-Free Shred.  Claymont Steel has arranged for our shredded scrap suppliers to supply shred that does not contain automobiles.  Since mercury convenience switches from end-of-life automobiles is the predominant source of mercury in steel scrap, the elimination of this scrap source has already provided an immediate reduction in mercury emissions.  We have audited these suppliers and found that these suppliers have satisfactory procedures in place.  The volume of auto-free shred in the region is limited, so Claymont Steel also purchases shredded scrap from suppliers who have a documented mercury removal program.     No Shred from Municipal Sources.  Claymont Steel has ceased using shredded steel scrap from municipal waste incinerators.  This commercial ferrous scrap is magnetically recovered from residual and commercial waste combustion facilities and there is a concern that there could be residual mercury in this source of scrap in the form of thermostats, manometers, button cell batteries, flame sensors and other mercury-tilt switches.    Revise the Scrap Mix.  Claymont Steel has reduced the amount of shredded scrap charged to the EAF as a percentage of total feedstock.  Other scrap grades not containing auto scrap have been substituted to the extent they are available and feasible.	NO	TOM.WESOLOWSKI@EVRAZINCNA.COM			YES	 	
93263GFMTR6505Z	1306204284018	000050000	FORMALDEHYDE	TRI	2006	GAF BUILDING MATERIALS	6505 ZERKER RD	SHAFTER	KERN	CA	932639614	YES	NO	NO	NO								327212						35.49514	-119.161559	826788916								GAF BUILDING MATERIALS	001294172	Supplier formulation of urea formaldehyde resin reduced the formaldehyde content to <0.19% by weight.	NO	PHALPIN@GAF.COM			NO	 	
32220WHTHS109HA	1306204298309	N420	LEAD COMPOUNDS	PBT	2006	WEST FRASER INC WHITEHOUSE LUMBER MILL	109 HALSEMA RD S	JACKSONVILLE	DUVAL	FL	32220	YES	NO	NO	NO								321113						30.309626	-81.868176	018342555								WEST FRASER TIMBER CO LTD		NA	NO	CHIP.OSTEEN@WESTFRASER.COM			YES	 	
65339MDMSSRTE2B	1306204298487	000075070	ACETALDEHYDE	TRI	2006	MID-MISSOURI ENERGY LLC	15311 N SALINE 65 HWY	MALTA BEND	SALINE	MO	65339	YES	NO	NO	NO								325193						39.1962	-93.3826	129619545										MME increased the doasge of sodium bisulfite to the Fermentation Scrubber. This resulted in much lower VOC and HAP emissions when the unit was stack tested in February 2006.	NO	MIKEG@MIDMISSOURIENERGY.COM			NO	 	
65339MDMSSRTE2B	1306204298525	000050000	FORMALDEHYDE	TRI	2006	MID-MISSOURI ENERGY LLC	15311 N SALINE 65 HWY	MALTA BEND	SALINE	MO	65339	YES	NO	NO	NO								325193						39.1962	-93.3826	129619545										MME increased the doasge of sodium bisulfite to the Fermentation Scrubber. This resulted in much lower VOC and HAP emissions when the unit was stack tested in February 2006.	NO	MIKEG@MIDMISSOURIENERGY.COM			NO	 	
59638MNTNT5MILE	1306204316525	007440020	NICKEL	TRI	2006	MONTANA TUNNELS MINING INC	275 MONTANA TUNNELS RD	JEFFERSON CITY	JEFFERSON	MT	59638	YES	NO	NO	NO								212231	212222	212221				46.357222	-112.1125									APOLLO GOLD CORP	130589414	The facility was not in operation for approximately seven months of the year; resulting in a source reduction.	NO	JSCHAEFER@MTTUNNELS.COM			YES	 	
59638MNTNT5MILE	1306204316537	N982	ZINC COMPOUNDS	TRI	2006	MONTANA TUNNELS MINING INC	275 MONTANA TUNNELS RD	JEFFERSON CITY	JEFFERSON	MT	59638	YES	NO	NO	NO								212231	212222	212221				46.357222	-112.1125									APOLLO GOLD CORP	130589414	The facility was not in operation for approximately seven months of the year; resulting in a source reduction.	NO	JSCHAEFER@MTTUNNELS.COM			YES	 	
77091FRGDV2525D	1306204322489	007439921	LEAD	PBT	2006	AMERI-FORGE LTD DBA FORGED VESSEL CONNECTIONS	2525 DE SOTO ST	HOUSTON	HARRIS	TX	77091	YES	NO	NO	NO								332111						29.85454	-95.446738	136438327								AMERIFORGE GROUP	136438327	The company has spent a great deal of effort reducing hydraulic oil leaks from the forging presses, fork trucks and manipulators.  Spills and leaks were picked up by absorbant, and disposal of the absorbant went from 451 tons in 2005 to 36 tons in 2006.	NO	JFIEDLER@AMERIFORGE.COM			YES	 	
40222FRDMT3001C	1306204284640	000071432	BENZENE	TRI	2006	FORD MOTOR CO KENTUCKY TRUCK PLANT	3001 CHAMBERLAIN LN	LOUISVILLE	JEFFERSON	KY	40241	YES	NO	NO	NO								336112						38.2925	-85.531111	053351227								FORD MOTOR CO	001344746	Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.  Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO				NO	 	
40222FRDMT3001C	1306204284677	007440508	COPPER	TRI	2006	FORD MOTOR CO KENTUCKY TRUCK PLANT	3001 CHAMBERLAIN LN	LOUISVILLE	JEFFERSON	KY	40241	YES	NO	NO	NO								336112						38.2925	-85.531111	053351227								FORD MOTOR CO	001344746	Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.  Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO				YES	 	
40222FRDMT3001C	1306204284691	000107211	ETHYLENE GLYCOL	TRI	2006	FORD MOTOR CO KENTUCKY TRUCK PLANT	3001 CHAMBERLAIN LN	LOUISVILLE	JEFFERSON	KY	40241	YES	NO	NO	NO								336112						38.2925	-85.531111	053351227								FORD MOTOR CO	001344746	Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.  Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO				NO	 	
40222FRDMT3001C	1306204284703	007439921	LEAD	PBT	2006	FORD MOTOR CO KENTUCKY TRUCK PLANT	3001 CHAMBERLAIN LN	LOUISVILLE	JEFFERSON	KY	40241	YES	NO	NO	NO								336112						38.2925	-85.531111	053351227								FORD MOTOR CO	001344746	Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.  Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO				YES	 	
40222FRDMT3001C	1306204284754	000872504	N-METHYL-2-PYRROLIDONE	TRI	2006	FORD MOTOR CO KENTUCKY TRUCK PLANT	3001 CHAMBERLAIN LN	LOUISVILLE	JEFFERSON	KY	40241	YES	NO	NO	NO								336112						38.2925	-85.531111	053351227								FORD MOTOR CO	001344746	Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.  Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO				NO	 	
40222FRDMT3001C	1306204284766	000091203	NAPHTHALENE	TRI	2006	FORD MOTOR CO KENTUCKY TRUCK PLANT	3001 CHAMBERLAIN LN	LOUISVILLE	JEFFERSON	KY	40241	YES	NO	NO	NO								336112						38.2925	-85.531111	053351227								FORD MOTOR CO	001344746	Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.  Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO				NO	 	
40222FRDMT3001C	1306204284778	N495	NICKEL COMPOUNDS	TRI	2006	FORD MOTOR CO KENTUCKY TRUCK PLANT	3001 CHAMBERLAIN LN	LOUISVILLE	JEFFERSON	KY	40241	YES	NO	NO	NO								336112						38.2925	-85.531111	053351227								FORD MOTOR CO	001344746	Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.  Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO				YES	 	
40222FRDMT3001C	1306204284804	007632000	SODIUM NITRITE	TRI	2006	FORD MOTOR CO KENTUCKY TRUCK PLANT	3001 CHAMBERLAIN LN	LOUISVILLE	JEFFERSON	KY	40241	YES	NO	NO	NO								336112						38.2925	-85.531111	053351227								FORD MOTOR CO	001344746	Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.  Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO				YES	 	
40222FRDMT3001C	1306204284816	000108883	TOLUENE	TRI	2006	FORD MOTOR CO KENTUCKY TRUCK PLANT	3001 CHAMBERLAIN LN	LOUISVILLE	JEFFERSON	KY	40241	YES	NO	NO	NO								336112						38.2925	-85.531111	053351227								FORD MOTOR CO	001344746	Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.  Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO				NO	 	
70560MRTNNHWY83	1306204298879	N725	SELENIUM COMPOUNDS	TRI	2006	ROHM & HAAS CHEMICALS LLC	11911 ADVANCED MATERIALS RD	WEEKS ISLAND	IBERIA	LA	70560	YES	NO	NO	NO								333314						29.801944	-91.810278	137657862								THE DOW CHEMICAL CO	001381581	Reuse/introduce Se metal residues from incomplete reaction into production process.  Use offsite vendor that recylcel/recovery Se from KOH waste generated from scrubber waste.	NO	SBCHIASSON@DOW.COM			YES	 	
70776CBGGYRIVER	1306204310395	007664417	AMMONIA	TRI	2006	SYNGENTA CROP PROTECTION INC SAINT GABRIEL FACILITY	3905 HWY 75	SAINT GABRIEL	IBERVILLE	LA	70776	YES	NO	NO	NO								325320	325998	325199	325188			30.246667	-91.103333	053783445								SYNGENTA AG	966616633	Prevent releases on ammonia pipeline from thermal expansion by installation of expansion pot on pipeline and routing relief valve discharge to ammonia storage tank.	NO	TODD.BARTOW@SYNGENTA.COM			NO	 	
27313BRNCL1410F	1306204322806	007664393	HYDROGEN FLUORIDE	TRI	2006	HANSON BRICK PLEASANT GARDEN PLANT	1410 FOREST ACRES CIR	PLEASANT GARDEN	GUILFORD	NC	27313	YES	NO	NO	NO								327121						35.968414	-79.764518	003225091								HANSON BUILDING MATERIALS AMERICA	967342197	This facility installed a Dry Limestone Adsorption Scrubber to reduce Hydrogen Fluoride emissions.	NO	DAVID.LANK@HANSON.BIZ			NO	 	
21701STLCL5601M	1306204328468	000191242	BENZO(G,H,I)PERYLENE	PBT	2006	EASTALCO ALUMINUM CO	5601 MANOR WOODS RD	FREDERICK	FREDERICK	MD	21703	YES	NO	NO	NO								331312						39.328611	-77.47	049922420								ALCOA INC	001339472	Operation curtailment	NO	OSCAR.FISHER@ALCOA.COM			NO	 	
21701STLCL5601M	1306204328470	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2006	EASTALCO ALUMINUM CO	5601 MANOR WOODS RD	FREDERICK	FREDERICK	MD	21703	YES	NO	NO	NO								331312						39.328611	-77.47	049922420								ALCOA INC	001339472	Operation curtailment	NO	OSCAR.FISHER@ALCOA.COM			NO	 	
40222FRDMT3001C	1306204284828	001330207	XYLENE (MIXED ISOMERS)	TRI	2006	FORD MOTOR CO KENTUCKY TRUCK PLANT	3001 CHAMBERLAIN LN	LOUISVILLE	JEFFERSON	KY	40241	YES	NO	NO	NO								336112						38.2925	-85.531111	053351227								FORD MOTOR CO	001344746	Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.  Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO				NO	 	
