TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
57029SSCTD136EA	1312209935168	007697372	NITRIC ACID	TRI	Pounds																		2012	NO	AMPI FREEMAN DIV	136 E RAILWAY	FREEMAN	HUTCHINSON	SD	57029	YES	NO	NO	NO								311514						43.353043	-97.437842	043225507								ASSOCIATED MILK PRODUCERS INC	047247754	0		NA												NO				NO	 	
57104STRMR700E4	1312210564908	007439921	LEAD	TRI	Pounds																		2012	NO	STARMARK CABINETRY	700 E 48TH ST N	SIOUX FALLS	MINNEHAHA	SD	57104	YES	NO	NO	NO								337110						43.58919	-96.720108	094698321								NORCRAFT COS	077627594	0		NA												NO	PETE.BENDIX@SMIHQ.COM			YES	 	
57104STRMR700E4	1312210564872	000095636	1,2,4-TRIMETHYLBENZENE	TRI	Pounds																		2012	NO	STARMARK CABINETRY	700 E 48TH ST N	SIOUX FALLS	MINNEHAHA	SD	57104	YES	NO	NO	NO								337110						43.58919	-96.720108	094698321								NORCRAFT COS	077627594	0		NA												NO	PETE.BENDIX@SMIHQ.COM			NO	 	
57104STRMR700E4	1312210564946	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2012	NO	STARMARK CABINETRY	700 E 48TH ST N	SIOUX FALLS	MINNEHAHA	SD	57104	YES	NO	NO	NO								337110						43.58919	-96.720108	094698321								NORCRAFT COS	077627594	0		NA												NO	PETE.BENDIX@SMIHQ.COM			NO	 	
57104STRMR700E4	1312210564910	000071363	N-BUTYL ALCOHOL	TRI	Pounds																		2012	NO	STARMARK CABINETRY	700 E 48TH ST N	SIOUX FALLS	MINNEHAHA	SD	57104	YES	NO	NO	NO								337110						43.58919	-96.720108	094698321								NORCRAFT COS	077627594	0		NA												NO	PETE.BENDIX@SMIHQ.COM			NO	 	
57104STRMR700E4	1312210564884	000100414	ETHYLBENZENE	TRI	Pounds																		2012	NO	STARMARK CABINETRY	700 E 48TH ST N	SIOUX FALLS	MINNEHAHA	SD	57104	YES	NO	NO	NO								337110						43.58919	-96.720108	094698321								NORCRAFT COS	077627594	0		NA												NO	PETE.BENDIX@SMIHQ.COM			NO	 	
57104STRMR700E4	1312210564922	000108883	TOLUENE	TRI	Pounds																		2012	NO	STARMARK CABINETRY	700 E 48TH ST N	SIOUX FALLS	MINNEHAHA	SD	57104	YES	NO	NO	NO								337110						43.58919	-96.720108	094698321								NORCRAFT COS	077627594	0		NA												NO	PETE.BENDIX@SMIHQ.COM			NO	 	
57754WHRFRTROJA	1312210253530	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	WHARF RESOURCES	10928 WHARF RD	LEAD	LAWRENCE	SD	57754	YES	NO	NO	NO								212221						44.34444	-103.86166									GOLDCORP INC		0		NA												NO	RON.WATERLAND@GOLDCORP.COM			YES	 	
57754WHRFRTROJA	1312210253579	N511	NITRATE COMPOUNDS	TRI	Pounds																		2012	NO	WHARF RESOURCES	10928 WHARF RD	LEAD	LAWRENCE	SD	57754	YES	NO	NO	NO								212221						44.34444	-103.86166									GOLDCORP INC		0		NA												NO	RON.WATERLAND@GOLDCORP.COM			NO	 	
57754WHRFRTROJA	1312210253516	007440473	CHROMIUM	TRI	Pounds																		2012	NO	WHARF RESOURCES	10928 WHARF RD	LEAD	LAWRENCE	SD	57754	YES	NO	NO	NO								212221						44.34444	-103.86166									GOLDCORP INC		0		NA												NO	RON.WATERLAND@GOLDCORP.COM			YES	 	
57754WHRFRTROJA	1312210253555	N458	MERCURY COMPOUNDS	PBT	Pounds																		2012	NO	WHARF RESOURCES	10928 WHARF RD	LEAD	LAWRENCE	SD	57754	YES	NO	NO	NO								212221						44.34444	-103.86166									GOLDCORP INC		0		NA												NO	RON.WATERLAND@GOLDCORP.COM			YES	 	
57754WHRFRTROJA	1312210253528	N106	CYANIDE COMPOUNDS	TRI	Pounds																		2012	NO	WHARF RESOURCES	10928 WHARF RD	LEAD	LAWRENCE	SD	57754	YES	NO	NO	NO								212221						44.34444	-103.86166									GOLDCORP INC		0		NA												NO	RON.WATERLAND@GOLDCORP.COM			NO	 	
57754WHRFRTROJA	1312210253567	000067561	METHANOL	TRI	Pounds																		2012	NO	WHARF RESOURCES	10928 WHARF RD	LEAD	LAWRENCE	SD	57754	YES	NO	NO	NO								212221						44.34444	-103.86166									GOLDCORP INC		0		NA												NO	RON.WATERLAND@GOLDCORP.COM			NO	 	
57754WHRFRTROJA	1312210253542	007439965	MANGANESE	TRI	Pounds																		2012	NO	WHARF RESOURCES	10928 WHARF RD	LEAD	LAWRENCE	SD	57754	YES	NO	NO	NO								212221						44.34444	-103.86166									GOLDCORP INC		0		NA												NO	RON.WATERLAND@GOLDCORP.COM			YES	 	
57754WHRFRTROJA	1312210253581	007632000	SODIUM NITRITE	TRI	Pounds																		2012	NO	WHARF RESOURCES	10928 WHARF RD	LEAD	LAWRENCE	SD	57754	YES	NO	NO	NO								212221						44.34444	-103.86166									GOLDCORP INC		0		NA												NO	RON.WATERLAND@GOLDCORP.COM			YES	 	
57754WHRFRTROJA	1312210253504	007664417	AMMONIA	TRI	Pounds																		2012	NO	WHARF RESOURCES	10928 WHARF RD	LEAD	LAWRENCE	SD	57754	YES	NO	NO	NO								212221						44.34444	-103.86166									GOLDCORP INC		0		NA												NO	RON.WATERLAND@GOLDCORP.COM			NO	 	
57226TCHNCRR2BO	1312210187694	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	CHEMRING ENERGETIC DEVICES INC	47600 180TH ST	CLEAR LAKE	DEUEL	SD	57226	YES	NO	NO	NO								325920	332995					44.777798	-96.664098	006226971								CHEMRING GROUP PLC	618705925	0		NA												NO	BCURRER@CED.US.COM			YES	 	
57350HRTLN694WP	1312210843948	007664417	AMMONIA	TRI	Pounds																		2012	NO	ABE SOUTH DAKOTA - HURON	694 W PARK AVE NW	HURON	BEADLE	SD	57350	YES	NO	NO	NO								325193						44.374804	-98.253158	606983398	793453754							ADVANCED BIOENERGY LLC	606983398	0		NA												NO	LARRY.GALERO@ADVANCEDBIOENERGY.COM			NO	 	
57350HRTLN694WP	1312210823365	000110543	N-HEXANE	TRI	Pounds																		2012	NO	ABE SOUTH DAKOTA - HURON	694 W PARK AVE NW	HURON	BEADLE	SD	57350	YES	NO	NO	NO								325193						44.374804	-98.253158	606983398	793453754							ADVANCED BIOENERGY LLC	606983398	0		NA												NO	LARRY.GALERO@ADVANCEDBIOENERGY.COM	RR4		NO	 	
57350HRTLN694WP	1312210823353	000067561	METHANOL	TRI	Pounds																		2012	NO	ABE SOUTH DAKOTA - HURON	694 W PARK AVE NW	HURON	BEADLE	SD	57350	YES	NO	NO	NO								325193						44.374804	-98.253158	606983398	793453754							ADVANCED BIOENERGY LLC	606983398	0		NA												NO	LARRY.GALERO@ADVANCEDBIOENERGY.COM	RR4		NO	 	
57350HRTLN694WP	1312210823340	000075070	ACETALDEHYDE	TRI	Pounds																		2012	NO	ABE SOUTH DAKOTA - HURON	694 W PARK AVE NW	HURON	BEADLE	SD	57350	YES	NO	NO	NO								325193						44.374804	-98.253158	606983398	793453754							ADVANCED BIOENERGY LLC	606983398	0		NA												NO	LARRY.GALERO@ADVANCEDBIOENERGY.COM	RR4		NO	 	
57252VLLYQ200ER	1312209962923	007697372	NITRIC ACID	TRI	Pounds																		2012	NO	VALLEY QUEEN CHEESE FACTORY INC	200 E RAILWAY AVE	MILBANK	GRANT	SD	572520351	YES	NO	NO	NO								311513	311514					45.220833	-96.637222											0		NA												NO	KBALDWIN@VQCHEESE.COM			NO	 	
57252VLLYQ200ER	1312209962911	N511	NITRATE COMPOUNDS	TRI	Pounds																		2012	NO	VALLEY QUEEN CHEESE FACTORY INC	200 E RAILWAY AVE	MILBANK	GRANT	SD	572520351	YES	NO	NO	NO								311513	311514					45.220833	-96.637222											0		NA												NO	KBALDWIN@VQCHEESE.COM			NO	 	
57252VLLYQ200ER	1312209962909	007664417	AMMONIA	TRI	Pounds																		2012	NO	VALLEY QUEEN CHEESE FACTORY INC	200 E RAILWAY AVE	MILBANK	GRANT	SD	572520351	YES	NO	NO	NO								311513	311514					45.220833	-96.637222											0		NA												NO	KBALDWIN@VQCHEESE.COM			NO	 	
57078GHLPW900FE	1312210499556	007440473	CHROMIUM	TRI	Pounds																		2012	NO	MANITOU AMERICAS INC	900 FERDIG AVE	YANKTON	YANKTON	SD	57078	YES	NO	NO	NO								333120						42.87925	-97.370944									MANITOU AMERICAS INC	006070031	0		NA												NO	D.EWALD@MANITOU-GROUP.COM			YES	 	
57078GHLPW900FE	1312210499568	007439965	MANGANESE	TRI	Pounds																		2012	NO	MANITOU AMERICAS INC	900 FERDIG AVE	YANKTON	YANKTON	SD	57078	YES	NO	NO	NO								333120						42.87925	-97.370944									MANITOU AMERICAS INC	006070031	0		NA												NO	D.EWALD@MANITOU-GROUP.COM			YES	 	
57301DKTMN1909S	1312210812158	007439965	MANGANESE	TRI	Pounds																		2012	NO	DAKOTA MFG CO INC	1909 S ROWLEY ST	MITCHELL	DAVISON	SD	57301	YES	NO	NO	NO								336212						43.691536	-98.026839	065120982		SDD089570063								0		NA												NO	RAYPARADIS@TRAILEZE.COM			YES	 	
57401HBCTY2914I	1312210266348	007439965	MANGANESE	TRI	Pounds																		2012	NO	HUB CITY INC	2914 INDUSTRIAL AVE	ABERDEEN	BROWN	SD	57401	YES	NO	NO	NO								333613						45.469207	-98.440332	601277940		SDD980957971		SDR00A203				REGAL BELOIT CORP	006111751	0		NA												NO	WAYNE.TOURDOT@REGALBELOIT.COM			YES	 	
57401HBCTY2914I	1312210266324	007440508	COPPER	TRI	Pounds																		2012	NO	HUB CITY INC	2914 INDUSTRIAL AVE	ABERDEEN	BROWN	SD	57401	YES	NO	NO	NO								333613						45.469207	-98.440332	601277940		SDD980957971		SDR00A203				REGAL BELOIT CORP	006111751	0		NA												NO	WAYNE.TOURDOT@REGALBELOIT.COM			YES	 	
57706SDDSR1161T	1312210460438	007439921	LEAD	TRI	Pounds																		2012	NO	US DOD USAF ELLSWORTH AFB RANGE	1959 SCOTT DR STE 1	ELLSWORTH AFB	PENNINGTON	SD	57706	NO	YES	YES	NO								928110						44.14806	-103.0958									US DEPARTMENT OF DEFENSE		0		NA												YES	28BW.PA@ELLSWORTH.AF.MIL			YES	 	
57706SDDSR1161T	1312210460414	000091203	NAPHTHALENE	TRI	Pounds																		2012	NO	US DOD USAF ELLSWORTH AFB RANGE	1959 SCOTT DR STE 1	ELLSWORTH AFB	PENNINGTON	SD	57706	YES	NO	YES	NO								928110						44.14806	-103.0958									US DEPARTMENT OF DEFENSE		0		NA												YES	28BW.PA@ELLSWORTH.AF.MIL			NO	 	
57706SDDSR1161T	1312210460426	N511	NITRATE COMPOUNDS	TRI	Pounds																		2012	NO	US DOD USAF ELLSWORTH AFB RANGE	1959 SCOTT DR STE 1	ELLSWORTH AFB	PENNINGTON	SD	57706	YES	NO	YES	NO								928110						44.14806	-103.0958									US DEPARTMENT OF DEFENSE		0		NA												YES	28BW.PA@ELLSWORTH.AF.MIL			NO	 	
57029WLDCT420SH	1312210091676	007439965	MANGANESE	TRI	Pounds																		2012	NO	WILDCAT MANUFACTURING CO INC	420 S HWY 81	FREEMAN	HUTCHINSON	SD	57029	YES	NO	NO	NO								333120	333111					43.351389	-97.42	072910961								VERMEER CORP	005274071	0	M2	FREEMAN WASTEWATER PLANT	27750 437TH AVE	FREEMAN	SD	HUTCHINSON	57029							NO	SEBERTS@VERMEER.COM			YES	 	
57032SHWPL1ENTE	1312210138590	000108883	TOLUENE	TRI	Pounds																		2012	NO	SHOWPLACE WOOD PRODUCTS	1 ENTERPRISE ST	HARRISBURG	LINCOLN	SD	57032	YES	NO	NO	NO								337110						43.44197	-96.70559	460453066								SHOWPLACE WOOD PRODUCTS	460453066	0		NA												NO	SOVAPAUL@SHOWPLACEWOOD.COM			NO	 	
57032SHWPL1ENTE	1312210138602	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2012	NO	SHOWPLACE WOOD PRODUCTS	1 ENTERPRISE ST	HARRISBURG	LINCOLN	SD	57032	YES	NO	NO	NO								337110						43.44197	-96.70559	460453066								SHOWPLACE WOOD PRODUCTS	460453066	0		NA												NO	SOVAPAUL@SHOWPLACEWOOD.COM			NO	 	
57702STHDK501NO	1312209892797	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams																		2012	NO	GCC DACOTAH	501 N ST ONGE	RAPID CITY	PENNINGTON	SD	57702	YES	NO	NO	NO								327310						44.0896	-103.271663	074000998								GCC OF AMERICA	074000998	0		NA												NO	JANDERSON@GCC.COM			NO	 	
57702STHDK501NO	1312209892823	007439976	MERCURY	PBT	Pounds																		2012	NO	GCC DACOTAH	501 N ST ONGE	RAPID CITY	PENNINGTON	SD	57702	YES	NO	NO	NO								327310						44.0896	-103.271663	074000998								GCC OF AMERICA	074000998	0		NA												NO	JANDERSON@GCC.COM			YES	 	
57702STHDK501NO	1312209892809	007439921	LEAD	TRI	Pounds																		2012	NO	GCC DACOTAH	501 N ST ONGE	RAPID CITY	PENNINGTON	SD	57702	YES	NO	NO	NO								327310						44.0896	-103.271663	074000998								GCC OF AMERICA	074000998	0		NA												NO	JANDERSON@GCC.COM			YES	 	
57702STHDK501NO	1312209892773	007440393	BARIUM	TRI	Pounds																		2012	NO	GCC DACOTAH	501 N ST ONGE	RAPID CITY	PENNINGTON	SD	57702	YES	NO	NO	NO								327310						44.0896	-103.271663	074000998								GCC OF AMERICA	074000998	0		NA												NO	JANDERSON@GCC.COM			YES	 	
57702STHDK501NO	1312209892835	007440666	ZINC (FUME OR DUST)	TRI	Pounds																		2012	NO	GCC DACOTAH	501 N ST ONGE	RAPID CITY	PENNINGTON	SD	57702	YES	NO	NO	NO								327310						44.0896	-103.271663	074000998								GCC OF AMERICA	074000998	0		NA												NO	JANDERSON@GCC.COM			YES	 	
57702STHDK501NO	1312209892785	007440508	COPPER	TRI	Pounds																		2012	NO	GCC DACOTAH	501 N ST ONGE	RAPID CITY	PENNINGTON	SD	57702	YES	NO	NO	NO								327310						44.0896	-103.271663	074000998								GCC OF AMERICA	074000998	0		NA												NO	JANDERSON@GCC.COM			YES	 	
57702STHDK501NO	1312209892811	007439965	MANGANESE	TRI	Pounds																		2012	NO	GCC DACOTAH	501 N ST ONGE	RAPID CITY	PENNINGTON	SD	57702	YES	NO	NO	NO								327310						44.0896	-103.271663	074000998								GCC OF AMERICA	074000998	0		NA												NO	JANDERSON@GCC.COM			YES	 	
57216BGSTN48450	1312210201125	N458	MERCURY COMPOUNDS	PBT	Pounds																		2012	NO	OTTER TAIL POWER CO BIG STONE PLANT	48450 144TH ST	BIG STONE CITY	GRANT	SD	57216	YES	NO	NO	NO								221112						45.3047	-96.5103	006961353								OTTER TAIL CORP		0		NA												NO	CLING@OTPCO.COM			YES	 	
57216BGSTN48450	1312210201087	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2012	NO	OTTER TAIL POWER CO BIG STONE PLANT	48450 144TH ST	BIG STONE CITY	GRANT	SD	57216	YES	NO	NO	NO								221112						45.3047	-96.5103	006961353								OTTER TAIL CORP		0		NA												NO	CLING@OTPCO.COM			NO	 	
57216BGSTN48450	1312210201075	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams																		2012	NO	OTTER TAIL POWER CO BIG STONE PLANT	48450 144TH ST	BIG STONE CITY	GRANT	SD	57216	YES	NO	NO	NO								221112						45.3047	-96.5103	006961353								OTTER TAIL CORP		0		NA												NO	CLING@OTPCO.COM			NO	 	
57216BGSTN48450	1312210201048	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2012	NO	OTTER TAIL POWER CO BIG STONE PLANT	48450 144TH ST	BIG STONE CITY	GRANT	SD	57216	YES	NO	NO	NO								221112						45.3047	-96.5103	006961353								OTTER TAIL CORP		0		NA												NO	CLING@OTPCO.COM			NO	 	
57216BGSTN48450	1312210201113	N450	MANGANESE COMPOUNDS	TRI	Pounds																		2012	NO	OTTER TAIL POWER CO BIG STONE PLANT	48450 144TH ST	BIG STONE CITY	GRANT	SD	57216	YES	NO	NO	NO								221112						45.3047	-96.5103	006961353								OTTER TAIL CORP		0		NA												NO	CLING@OTPCO.COM			YES	 	
57216BGSTN48450	1312210201012	N040	BARIUM COMPOUNDS	TRI	Pounds																		2012	NO	OTTER TAIL POWER CO BIG STONE PLANT	48450 144TH ST	BIG STONE CITY	GRANT	SD	57216	YES	NO	NO	NO								221112						45.3047	-96.5103	006961353								OTTER TAIL CORP		0		NA												NO	CLING@OTPCO.COM			YES	 	
57216BGSTN48450	1312210201101	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	OTTER TAIL POWER CO BIG STONE PLANT	48450 144TH ST	BIG STONE CITY	GRANT	SD	57216	YES	NO	NO	NO								221112						45.3047	-96.5103	006961353								OTTER TAIL CORP		0		NA												NO	CLING@OTPCO.COM			YES	 	
57216BGSTN48450	1312210201149	N770	VANADIUM COMPOUNDS	TRI	Pounds																		2012	NO	OTTER TAIL POWER CO BIG STONE PLANT	48450 144TH ST	BIG STONE CITY	GRANT	SD	57216	YES	NO	NO	NO								221112						45.3047	-96.5103	006961353								OTTER TAIL CORP		0		NA												NO	CLING@OTPCO.COM			YES	 	
57216BGSTN48450	1312210201063	N100	COPPER COMPOUNDS	TRI	Pounds																		2012	NO	OTTER TAIL POWER CO BIG STONE PLANT	48450 144TH ST	BIG STONE CITY	GRANT	SD	57216	YES	NO	NO	NO								221112						45.3047	-96.5103	006961353								OTTER TAIL CORP		0		NA												NO	CLING@OTPCO.COM			YES	 	
57216BGSTN48450	1312210201137	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2012	NO	OTTER TAIL POWER CO BIG STONE PLANT	48450 144TH ST	BIG STONE CITY	GRANT	SD	57216	YES	NO	NO	NO								221112						45.3047	-96.5103	006961353								OTTER TAIL CORP		0		NA												NO	CLING@OTPCO.COM			NO	 	
57216BGSTN48450	1312210201099	007664393	HYDROGEN FLUORIDE	TRI	Pounds																		2012	NO	OTTER TAIL POWER CO BIG STONE PLANT	48450 144TH ST	BIG STONE CITY	GRANT	SD	57216	YES	NO	NO	NO								221112						45.3047	-96.5103	006961353								OTTER TAIL CORP		0		NA												NO	CLING@OTPCO.COM			NO	 	
57401TCFRV515CO	1312210798346	007440020	NICKEL	TRI	Pounds																		2012	NO	TWIN CITY FAN COS ABERDEEN	515 COMMERCE ST	ABERDEEN	BROWN	SD	57401	YES	NO	NO	NO								333412						45.471722	-98.441832	066541194								TWIN CITY FAN COS		0	M2	ABERDEEN WWT	123 SOUTH LINCOLN STREET	ABERDEEN	SD	BROWN	574014215							NO	DDEJARNETTE@TCF.COM			YES	 	
57401TCFRV515CO	1312210798334	007440473	CHROMIUM	TRI	Pounds																		2012	NO	TWIN CITY FAN COS ABERDEEN	515 COMMERCE ST	ABERDEEN	BROWN	SD	57401	YES	NO	NO	NO								333412						45.471722	-98.441832	066541194								TWIN CITY FAN COS		0	M2	ABERDEEN WWT	123 SOUTH LINCOLN STREET	ABERDEEN	SD	BROWN	574014215							NO	DDEJARNETTE@TCF.COM			YES	 	
57401TCFRV515CO	1312210798361	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2012	NO	TWIN CITY FAN COS ABERDEEN	515 COMMERCE ST	ABERDEEN	BROWN	SD	57401	YES	NO	NO	NO								333412						45.471722	-98.441832	066541194								TWIN CITY FAN COS		0		NA												NO	DDEJARNETTE@TCF.COM			NO	 	
57702PTLNS3401U	1312210299335	N770	VANADIUM COMPOUNDS	TRI	Pounds																		2012	NO	PETE LIEN & SONS INC	3401 UNIVERSAL DR	RAPID CITY	PENNINGTON	SD	57702	YES	NO	NO	NO								327410						44.116908	-103.280556	003860210		SDD987674272	SDD987668704	SD0000094				PETE LIEN & SONS INC	293320667	0		NA												NO	DWIEBERS@PETELIEN.COM			YES	 	
57702PTLNS3401U	1312210299311	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	PETE LIEN & SONS INC	3401 UNIVERSAL DR	RAPID CITY	PENNINGTON	SD	57702	YES	NO	NO	NO								327410						44.116908	-103.280556	003860210		SDD987674272	SDD987668704	SD0000094				PETE LIEN & SONS INC	293320667	0		NA												NO	DWIEBERS@PETELIEN.COM			YES	 	
57702PTLNS3401U	1312210299297	N040	BARIUM COMPOUNDS	TRI	Pounds																		2012	NO	PETE LIEN & SONS INC	3401 UNIVERSAL DR	RAPID CITY	PENNINGTON	SD	57702	YES	NO	NO	NO								327410						44.116908	-103.280556	003860210		SDD987674272	SDD987668704	SD0000094				PETE LIEN & SONS INC	293320667	0		NA												NO	DWIEBERS@PETELIEN.COM			YES	 	
57702PTLNS3401U	1312210299309	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2012	NO	PETE LIEN & SONS INC	3401 UNIVERSAL DR	RAPID CITY	PENNINGTON	SD	57702	YES	NO	NO	NO								327410						44.116908	-103.280556	003860210		SDD987674272	SDD987668704	SD0000094				PETE LIEN & SONS INC	293320667	0		NA												NO	DWIEBERS@PETELIEN.COM			NO	 	
57702PTLNS3401U	1312210299323	N458	MERCURY COMPOUNDS	PBT	Pounds																		2012	NO	PETE LIEN & SONS INC	3401 UNIVERSAL DR	RAPID CITY	PENNINGTON	SD	57702	YES	NO	NO	NO								327410						44.116908	-103.280556	003860210		SDD987674272	SDD987668704	SD0000094				PETE LIEN & SONS INC	293320667	0		NA												NO	DWIEBERS@PETELIEN.COM			YES	 	
57002VRSNN1VERA	1312210615579	000071432	BENZENE	TRI	Pounds																		2012	NO	VALERO RENEWABLE FUELS LLC*	ONE VALERO PL	AURORA	BROOKINGS	SD	57002	YES	NO	NO	NO								325193						44.297222	-96.717222	829990824								VALERO ENERGY CORP	082686916	0		NA												NO	BRIAN.BRINKMAN@VALERO.COM			NO	 	
57002VRSNN1VERA	1312210615593	000050000	FORMALDEHYDE	TRI	Pounds																		2012	NO	VALERO RENEWABLE FUELS LLC*	ONE VALERO PL	AURORA	BROOKINGS	SD	57002	YES	NO	NO	NO								325193						44.297222	-96.717222	829990824								VALERO ENERGY CORP	082686916	0		NA												NO	BRIAN.BRINKMAN@VALERO.COM			NO	 	
57002VRSNN1VERA	1312210615617	000110543	N-HEXANE	TRI	Pounds																		2012	NO	VALERO RENEWABLE FUELS LLC*	ONE VALERO PL	AURORA	BROOKINGS	SD	57002	YES	NO	NO	NO								325193						44.297222	-96.717222	829990824								VALERO ENERGY CORP	082686916	0		NA												NO	BRIAN.BRINKMAN@VALERO.COM			NO	 	
57002VRSNN1VERA	1312210615581	000110827	CYCLOHEXANE	TRI	Pounds																		2012	NO	VALERO RENEWABLE FUELS LLC*	ONE VALERO PL	AURORA	BROOKINGS	SD	57002	YES	NO	NO	NO								325193						44.297222	-96.717222	829990824								VALERO ENERGY CORP	082686916	0		NA												NO	BRIAN.BRINKMAN@VALERO.COM			NO	 	
57002VRSNN1VERA	1312210615567	007664417	AMMONIA	TRI	Pounds																		2012	NO	VALERO RENEWABLE FUELS LLC*	ONE VALERO PL	AURORA	BROOKINGS	SD	57002	YES	NO	NO	NO								325193						44.297222	-96.717222	829990824								VALERO ENERGY CORP	082686916	0		NA												NO	BRIAN.BRINKMAN@VALERO.COM			NO	 	
57002VRSNN1VERA	1312210615605	000064186	FORMIC ACID	TRI	Pounds																		2012	NO	VALERO RENEWABLE FUELS LLC*	ONE VALERO PL	AURORA	BROOKINGS	SD	57002	YES	NO	NO	NO								325193						44.297222	-96.717222	829990824								VALERO ENERGY CORP	082686916	0		NA												NO	BRIAN.BRINKMAN@VALERO.COM			NO	 	
57002VRSNN1VERA	1312210615629	000108883	TOLUENE	TRI	Pounds																		2012	NO	VALERO RENEWABLE FUELS LLC*	ONE VALERO PL	AURORA	BROOKINGS	SD	57002	YES	NO	NO	NO								325193						44.297222	-96.717222	829990824								VALERO ENERGY CORP	082686916	0		NA												NO	BRIAN.BRINKMAN@VALERO.COM			NO	 	
57301TRLKN2200S	1312210219554	007439965	MANGANESE	TRI	Pounds																		2012	NO	TRAIL KING INDUSTRIES INC	2200 S OHLMAN ST	MITCHELL	DAVISON	SD	57301	YES	NO	NO	NO								336212						43.694784	-98.022243	068655018								CARLISLE COS INC	787325208	0		NA												NO	PLUBBERS@TRAILKING.COM			YES	 	
57301TRLKN2200S	1312210219541	007440508	COPPER	TRI	Pounds																		2012	NO	TRAIL KING INDUSTRIES INC	2200 S OHLMAN ST	MITCHELL	DAVISON	SD	57301	YES	NO	NO	NO								336212						43.694784	-98.022243	068655018								CARLISLE COS INC	787325208	0		NA												NO	PLUBBERS@TRAILKING.COM			YES	 	
57301TRLKN2200S	1312210219527	007440473	CHROMIUM	TRI	Pounds																		2012	NO	TRAIL KING INDUSTRIES INC	2200 S OHLMAN ST	MITCHELL	DAVISON	SD	57301	YES	NO	NO	NO								336212						43.694784	-98.022243	068655018								CARLISLE COS INC	787325208	0		NA												NO	PLUBBERS@TRAILKING.COM			YES	 	
57301TRLKN2200S	1312210219578	007440020	NICKEL	TRI	Pounds																		2012	NO	TRAIL KING INDUSTRIES INC	2200 S OHLMAN ST	MITCHELL	DAVISON	SD	57301	YES	NO	NO	NO								336212						43.694784	-98.022243	068655018								CARLISLE COS INC	787325208	0		NA												NO	PLUBBERS@TRAILKING.COM			YES	 	
