REPORTING YEAR	TRADE SECRET INDICATOR	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	QUANTITY RELEASED PRIOR YEAR	QUANTITY RELEASED CURRENT YEAR	QUANTITY RELEASED FOLLOWING YEAR	QUANTITY RELEASED SECOND FOLLOWING YEAR	ENERGY RECOVERY ONSITE PRIOR YEAR	ENERGY RECOVERY ONSITE CURRENT YEAR	ENERGY RECOVERY ONSITE FOLLOWING YEAR	ENERGY RECOVERY ONSITE SECOND FOLLOWING YEAR	ENERGY RECOVERY OFFSITE PRIOR YEAR	ENERGY RECOVERY OFFSITE CURRENT YEAR	ENERGY RECOVERY OFFSITE FOLLOWING YEAR	ENERGY RECOVERY OFFSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED ONSITE PRIOR YEAR	QUANTITY RECYCLED ONSITE CURRENT YEAR	QUANTITY RECYCLED ONSITE FOLLOWING YEAR	QUANTITY RECYCLED ONSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE PRIOR YEAR	QUANTITY RECYCLED OFFSITE CURRENT YEAR	QUANTITY RECYCLED OFFSITE FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE SECOND FOLLOWING YEAR	QUANTITY TREATED ONSITE PRIOR YEAR	QUANTITY TREATED ONSITE CURRENT YEAR	QUANTITY TREATED ONSITE FOLLOWING YEAR	QUANTITY TREATED ONSITE SECOND FOLLOWING YEAR	QUANTITY TREATED OFFSITE PRIOR YEAR	QUANTITY TREATED OFFSITE CURRENT YEAR	QUANTITY TREATED OFFSITE FOLLOWING YEAR	QUANTITY TREATED OFFSITE SECOND FOLLOWING YEAR	CATASTROPHIC RELEASES OR OTHER ONE-TIME EVENTS	PROD RATIO/ACTIVITY INDEX	FIRST SOURCE REDUCTION ACTIVITY	FIRST SOURCE REDUCTION ACTIVITY DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 1	FIRST SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 2	FIRST SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 3	FIRST SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	SECOND SOURCE REDUCTION ACTIVITY	SECOND SOURCE REDUCTION ACTIVITY DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 1	SECOND SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 2	SECOND SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 3	SECOND SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	THIRD SOURCE REDUCTION ACTIVITY	THIRD SOURCE REDUCTION ACTIVITY DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 1	THIRD SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 2	THIRD SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 3	THIRD SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	FOURTH SOURCE REDUCTION ACTIVITY	FOURTH SOURCE REDUCTION ACTIVITY DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 1	FOURTH SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 2	FOURTH SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 3	FOURTH SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	ON-SITE LIMITED RELEASE PRIOR YEAR	ON-SITE LIMITED RELEASE CURRENT YEAR	ON-SITE LIMITED RELEASE FOLLOWING YEAR	ON-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	ON-SITE OTHER RELEASE PRIOR YEAR	ON-SITE OTHER RELEASE CURRENT YEAR	ON-SITE OTHER RELEASE FOLLOWING YEAR	ON-SITE OTHER RELEASE SECOND FOLLOWING YEAR	OFF-SITE LIMITED RELEASE PRIOR YEAR	OFF-SITE LIMITED RELEASE CURRENT YEAR	OFF-SITE LIMITED RELEASE FOLLOWING YEAR	OFF-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	OFF-SITE OTHER RELEASE PRIOR YEAR	OFF-SITE OTHER RELEASE CURRENT YEAR	OFF-SITE OTHER RELEASE FOLLOWING YEAR	OFF-SITE OTHER RELEASE SECOND FOLLOWING YEAR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
2013	NO	99611TSRLSMILE2	TESORO ALASKA - KENAI REFINERY	MILE 22.5 KENAI SPUR HWY	KENAI	KENAI PENINSULA	AK	99611			YES	NO	NO	NO								324110						60.683603	-151.367204									TESORO CORP	008133480	1313211179674	000463581	CARBONYL SULFIDE	TRI	Pounds																		450	480	480	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1.2	NA	NA																															0	0	0	0	450	480	480	480	0	0	0	0	0	0	0	0	NO	MICHELLE.LEE@TSOCORP.COM			NO	 	
2013	NO	99611TSRLSMILE2	TESORO ALASKA - KENAI REFINERY	MILE 22.5 KENAI SPUR HWY	KENAI	KENAI PENINSULA	AK	99611			YES	NO	NO	NO								324110						60.683603	-151.367204									TESORO CORP	008133480	1313211179751	000110543	N-HEXANE	TRI	Pounds																		13232	16521	16521	16521	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	18000	31000	31000	31000	50	75	75	75	1	1.2	NA	NA																															0	0	0	0	13231	16521	16521	16521	1	0	0	0	0	0	0	0	NO	MICHELLE.LEE@TSOCORP.COM			NO	 	
2013	NO	99611TSRLSMILE2	TESORO ALASKA - KENAI REFINERY	MILE 22.5 KENAI SPUR HWY	KENAI	KENAI PENINSULA	AK	99611			YES	NO	NO	NO								324110						60.683603	-151.367204									TESORO CORP	008133480	1313211179698	000110827	CYCLOHEXANE	TRI	Pounds																		1152	1591	1591	1591	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6200	10000	10000	10000	100	134	134	134	1	1.2	NA	NA																															0	0	0	0	1151	1591	1591	1591	1	0	0	0	0	0	0	0	NO	MICHELLE.LEE@TSOCORP.COM			NO	 	
2013	NO	99611TSRLSMILE2	TESORO ALASKA - KENAI REFINERY	MILE 22.5 KENAI SPUR HWY	KENAI	KENAI PENINSULA	AK	99611			YES	NO	NO	NO								324110						60.683603	-151.367204									TESORO CORP	008133480	1313211179700	000100414	ETHYLBENZENE	TRI	Pounds																		621	761	761	761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1100	1800	1800	1800	92	117	117	117	1	1.2	NA	NA																															0	0	0	0	621	761	761	761	0	0	0	0	0	0	0	0	NO	MICHELLE.LEE@TSOCORP.COM			NO	 	
2013	NO	99611TSRLSMILE2	TESORO ALASKA - KENAI REFINERY	MILE 22.5 KENAI SPUR HWY	KENAI	KENAI PENINSULA	AK	99611			YES	NO	NO	NO								324110						60.683603	-151.367204									TESORO CORP	008133480	1313211179686	000098828	CUMENE	TRI	Pounds																		7	529	529	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	61	81	81	81	2	1.2	NA	NA																															0	0	0	0	7	529	529	529	0	0	0	0	0	0	0	0	NO	MICHELLE.LEE@TSOCORP.COM			NO	 	
2013	NO	99611TSRLSMILE2	TESORO ALASKA - KENAI REFINERY	MILE 22.5 KENAI SPUR HWY	KENAI	KENAI PENINSULA	AK	99611			YES	NO	NO	NO								324110						60.683603	-151.367204									TESORO CORP	008133480	1313211179748	000067561	METHANOL	TRI	Pounds																		210	210	210	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1.2	NA	NA																															0	0	0	0	210	210	210	210	0	0	0	0	0	0	0	0	NO	MICHELLE.LEE@TSOCORP.COM			NO	 	
2013	NO	99611TSRLSMILE2	TESORO ALASKA - KENAI REFINERY	MILE 22.5 KENAI SPUR HWY	KENAI	KENAI PENINSULA	AK	99611			YES	NO	NO	NO								324110						60.683603	-151.367204									TESORO CORP	008133480	1313211179763	000091203	NAPHTHALENE	TRI	Pounds																		94	220	220	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	334	440	440	440	1	1.2	NA	NA																															0	0	0	0	94	220	220	220	0	0	0	0	0	0	0	0	NO	MICHELLE.LEE@TSOCORP.COM			NO	 	
2013	NO	99611TSRLSMILE2	TESORO ALASKA - KENAI REFINERY	MILE 22.5 KENAI SPUR HWY	KENAI	KENAI PENINSULA	AK	99611			YES	NO	NO	NO								324110						60.683603	-151.367204									TESORO CORP	008133480	1313211179724	N420	LEAD COMPOUNDS	PBT	Pounds																		39	85	85	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1.2	NA	NA																															0	0	0	0	10	9	9	9	0	0	0	0	29	76	76	76	NO	MICHELLE.LEE@TSOCORP.COM			YES	 	
2013	NO	99611TSRLSMILE2	TESORO ALASKA - KENAI REFINERY	MILE 22.5 KENAI SPUR HWY	KENAI	KENAI PENINSULA	AK	99611			YES	NO	NO	NO								324110						60.683603	-151.367204									TESORO CORP	008133480	1313211179712	007783064	HYDROGEN SULFIDE	TRI	Pounds																		4720	3932	3932	3932	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14000	5500	5500	5500	0	0	0	0	66	1.2	NA	NA																															790	0	0	0	3930	3930	3930	3930	0	2	2	2	0	0	0	0	NO	MICHELLE.LEE@TSOCORP.COM			NO	 	
2013	NO	99611TSRLSMILE2	TESORO ALASKA - KENAI REFINERY	MILE 22.5 KENAI SPUR HWY	KENAI	KENAI PENINSULA	AK	99611			YES	NO	NO	NO								324110						60.683603	-151.367204									TESORO CORP	008133480	1313211179787	000115071	PROPYLENE	TRI	Pounds																		918	938	938	938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9900	8200	8200	8200	0	0	0	0	0	1.2	NA	NA																															0	0	0	0	918	938	938	938	0	0	0	0	0	0	0	0	NO	MICHELLE.LEE@TSOCORP.COM			NO	 	
2013	NO	99611TSRLSMILE2	TESORO ALASKA - KENAI REFINERY	MILE 22.5 KENAI SPUR HWY	KENAI	KENAI PENINSULA	AK	99611			YES	NO	NO	NO								324110						60.683603	-151.367204									TESORO CORP	008133480	1313211179623	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1.2	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	MICHELLE.LEE@TSOCORP.COM			NO	 	
2013	NO	99611TSRLSMILE2	TESORO ALASKA - KENAI REFINERY	MILE 22.5 KENAI SPUR HWY	KENAI	KENAI PENINSULA	AK	99611			YES	NO	NO	NO								324110						60.683603	-151.367204									TESORO CORP	008133480	1313211179534	007664417	AMMONIA	TRI	Pounds																		13255	13261	13261	13261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	910000	910000	910000	910000	0	0	0	0		1.2	NA	NA																															0	0	0	0	13255	13261	13261	13261	0	0	0	0	0	0	0	0	NO	MICHELLE.LEE@TSOCORP.COM			NO	 	
2013	NO	99611TSRLSMILE2	TESORO ALASKA - KENAI REFINERY	MILE 22.5 KENAI SPUR HWY	KENAI	KENAI PENINSULA	AK	99611			YES	NO	NO	NO								324110						60.683603	-151.367204									TESORO CORP	008133480	1313211179472	000095636	1,2,4-TRIMETHYLBENZENE	TRI	Pounds																		911	840	840	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1400	270	280	280	707	877	877	877	1	1.2	NA	NA																															0	0	0	0	910	840	840	840	1	0	0	0	0	0	0	0	NO	MICHELLE.LEE@TSOCORP.COM			NO	 	
2013	NO	99611TSRLSMILE2	TESORO ALASKA - KENAI REFINERY	MILE 22.5 KENAI SPUR HWY	KENAI	KENAI PENINSULA	AK	99611			YES	NO	NO	NO								324110						60.683603	-151.367204									TESORO CORP	008133480	1313211179561	000071432	BENZENE	TRI	Pounds																		3699	4199	4199	4199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28000	42000	42000	42000	19	28	28	28	2	1.2	NA	NA																															0	0	0	0	3699	4199	4199	4199	0	0	0	0	0	0	0	0	NO	MICHELLE.LEE@TSOCORP.COM			NO	 	
2013	NO	99611TSRLSMILE2	TESORO ALASKA - KENAI REFINERY	MILE 22.5 KENAI SPUR HWY	KENAI	KENAI PENINSULA	AK	99611			YES	NO	NO	NO								324110						60.683603	-151.367204									TESORO CORP	008133480	1313211179775	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		19	21	21	21	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	3	1.2	NA	NA																															0	0	0	0	17	20	20	20	2	1	1	1	0	0	0	0	NO	MICHELLE.LEE@TSOCORP.COM			NO	 	
2013	NO	99611TSRLSMILE2	TESORO ALASKA - KENAI REFINERY	MILE 22.5 KENAI SPUR HWY	KENAI	KENAI PENINSULA	AK	99611			YES	NO	NO	NO								324110						60.683603	-151.367204									TESORO CORP	008133480	1313211179801	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		3500	3888	3888	3888	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5300	7000	7000	7000	535	616	616	616	8	1.2	NA	NA																															0	0	0	0	3498	3888	3888	3888	2	0	0	0	0	0	0	0	NO	MICHELLE.LEE@TSOCORP.COM			NO	 	
2013	NO	99611TSRLSMILE2	TESORO ALASKA - KENAI REFINERY	MILE 22.5 KENAI SPUR HWY	KENAI	KENAI PENINSULA	AK	99611			YES	NO	NO	NO								324110						60.683603	-151.367204									TESORO CORP	008133480	1313211179736	N458	MERCURY COMPOUNDS	PBT	Pounds																		24	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	NA	NA																															0	0	0	0	12	15	15	15	0	0	0	0	12	35	35	35	NO	MICHELLE.LEE@TSOCORP.COM			YES	 	
2013	NO	99707FRTKN1FORA	FORT KNOX MINE	1 FORT KNOX RD	FAIRBANKS	FAIRBANKS NORTH STAR	AK	99712			YES	NO	NO	NO								212221						65.001174	-147.358107									KINROSS GOLD CORP	807545777	1313211446392	N106	CYANIDE COMPOUNDS	TRI	Pounds																		1000	940	550	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8000	7800	4500	3400	0	0	0	0		1	NA	NA																															0	0	0	0	1000	940	550	440	0	0	0	0	0	0	0	0	NO				NO	 	
2013	NO	99707FRTKN1FORA	FORT KNOX MINE	1 FORT KNOX RD	FAIRBANKS	FAIRBANKS NORTH STAR	AK	99712			YES	NO	NO	NO								212221						65.001174	-147.358107									KINROSS GOLD CORP	807545777	1313211446442	N458	MERCURY COMPOUNDS	PBT	Pounds																		1880	2210	1850	1790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1.3	NA	NA																															0	0	0	0	1880	2210	1850	1790	0	0	0	0	0	0	0	0	NO				YES	 	
2013	NO	99707FRTKN1FORA	FORT KNOX MINE	1 FORT KNOX RD	FAIRBANKS	FAIRBANKS NORTH STAR	AK	99712			YES	NO	NO	NO								212221						65.001174	-147.358107									KINROSS GOLD CORP	807545777	1313211446428	N420	LEAD COMPOUNDS	PBT	Pounds																		1360000	1860000	1550000	1510000	0	0	0	0	0	0	0	0	0	0	0	0	.1	21	20	20	0	0	0	0	0	0	0	0		1.3	NA	NA																															0	0	0	0	1360000	1860000	1550000	1510000	0	0	0	0	0	0	0	0	NO				YES	 	
2013	NO	99707FRTKN1FORA	FORT KNOX MINE	1 FORT KNOX RD	FAIRBANKS	FAIRBANKS NORTH STAR	AK	99712			YES	NO	NO	NO								212221						65.001174	-147.358107									KINROSS GOLD CORP	807545777	1313211446430	007439965	MANGANESE	TRI	Pounds																		55000	52000	30000	24000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	NA	NA																															0	0	0	0	55000	52000	30000	24000	0	0	0	0	0	0	0	0	NO				YES	 	
2013	NO	99707FRTKN1FORA	FORT KNOX MINE	1 FORT KNOX RD	FAIRBANKS	FAIRBANKS NORTH STAR	AK	99712			YES	NO	NO	NO								212221						65.001174	-147.358107									KINROSS GOLD CORP	807545777	1313211446416	000074908	HYDROGEN CYANIDE	TRI	Pounds																		23000	25000	15000	12000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	18000	11000	8000	0	0	0	0		1	NA	NA																															0	0	0	0	23000	25000	15000	12000	0	0	0	0	0	0	0	0	NO				NO	 	
2013	NO	99707FRTKN1FORA	FORT KNOX MINE	1 FORT KNOX RD	FAIRBANKS	FAIRBANKS NORTH STAR	AK	99712			YES	NO	NO	NO								212221						65.001174	-147.358107									KINROSS GOLD CORP	807545777	1313211446378	007440473	CHROMIUM	TRI	Pounds																		94000	69000	39000	32000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	NA	NA																															0	0	0	0	94000	69000	39000	32000	0	0	0	0	0	0	0	0	NO				YES	 	
2013	NO	99707FRTKN1FORA	FORT KNOX MINE	1 FORT KNOX RD	FAIRBANKS	FAIRBANKS NORTH STAR	AK	99712			YES	NO	NO	NO								212221						65.001174	-147.358107									KINROSS GOLD CORP	807545777	1313211446380	N100	COPPER COMPOUNDS	TRI	Pounds																		80000	56000	32000	26000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	NA	NA																															0	0	0	0	80000	56000	32000	26000	0	0	0	0	0	0	0	0	NO				YES	 	
2013	NO	99707FRTKN1FORA	FORT KNOX MINE	1 FORT KNOX RD	FAIRBANKS	FAIRBANKS NORTH STAR	AK	99712			YES	NO	NO	NO								212221						65.001174	-147.358107									KINROSS GOLD CORP	807545777	1313211446404	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams																		0	.1044	.1	.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.000021	.00002	.00002	0	0	0	0		1.2	NA	NA																															0	0	0	0	0	.1044	.1	.1	0	0	0	0	0	0	0	0	NO				NO	 	
2013	NO	99707FRTKN1FORA	FORT KNOX MINE	1 FORT KNOX RD	FAIRBANKS	FAIRBANKS NORTH STAR	AK	99712			YES	NO	NO	NO								212221						65.001174	-147.358107									KINROSS GOLD CORP	807545777	1313211446467	N511	NITRATE COMPOUNDS	TRI	Pounds																		630000	630000	360000	290000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	NA	NA																															0	0	0	0	630000	630000	360000	290000	0	0	0	0	0	0	0	0	NO				NO	 	
2013	NO	99707FRTKN1FORA	FORT KNOX MINE	1 FORT KNOX RD	FAIRBANKS	FAIRBANKS NORTH STAR	AK	99712			YES	NO	NO	NO								212221						65.001174	-147.358107									KINROSS GOLD CORP	807545777	1313211446455	007440020	NICKEL	TRI	Pounds																		32000	30000	17000	14000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	NA	NA																															0	0	0	0	32000	30000	17000	14000	0	0	0	0	0	0	0	0	NO				YES	 	
2013	NO	99515VNWTR590E1	UNIVAR USA INC	590 E 100TH	ANCHORAGE	ANCHORAGE	AK	995152603			YES	NO	NO	NO								424690						61.129407	-149.871824	102971785								UNIVAR USA INC		1313211736741	000100414	ETHYLBENZENE	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	MARK.CABEEN@UNIVARUSA.COM			NO	 	
2013	NO	99515VNWTR590E1	UNIVAR USA INC	590 E 100TH	ANCHORAGE	ANCHORAGE	AK	995152603			YES	NO	NO	NO								424690						61.129407	-149.871824	102971785								UNIVAR USA INC		1313211736792	000091203	NAPHTHALENE	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	MARK.CABEEN@UNIVARUSA.COM			NO	 	
2013	NO	99515VNWTR590E1	UNIVAR USA INC	590 E 100TH	ANCHORAGE	ANCHORAGE	AK	995152603			YES	NO	NO	NO								424690						61.129407	-149.871824	102971785								UNIVAR USA INC		1313211736778	000067561	METHANOL	TRI	Pounds																		1047	947	880	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			NA	NA																															0	0	0	0	1047	947	880	900	0	0	0	0	0	0	0	0	NO	MARK.CABEEN@UNIVARUSA.COM			NO	 	
2013	NO	99515VNWTR590E1	UNIVAR USA INC	590 E 100TH	ANCHORAGE	ANCHORAGE	AK	995152603			YES	NO	NO	NO								424690						61.129407	-149.871824	102971785								UNIVAR USA INC		1313211736804	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	MARK.CABEEN@UNIVARUSA.COM			NO	 	
2013	NO	99515VNWTR590E1	UNIVAR USA INC	590 E 100TH	ANCHORAGE	ANCHORAGE	AK	995152603			YES	NO	NO	NO								424690						61.129407	-149.871824	102971785								UNIVAR USA INC		1313211736754	000107211	ETHYLENE GLYCOL	TRI	Pounds																		42	46	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			NA	NA																															0	0	0	0	42	46	50	50	0	0	0	0	0	0	0	0	NO	MARK.CABEEN@UNIVARUSA.COM			NO	 	
2013	NO	99801KNNCT13401	HECLA GREENS CREEK MINING CO	13401 GLACIER HWY	JUNEAU	JUNEAU	AK	99801			YES	NO	NO	NO								212231	212222	212221				58.081802	-134.641206	841026255								HECLA MINING CO	006927610	1313211309226	007440473	CHROMIUM	TRI	Pounds																		67000	54000	51000	47000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.93	NA	NA																															0	0	0	0	67000	54000	51000	47000	0	0	0	0	0	0	0	0	NO	CWALLACE@HECLA-MINING.COM			YES	 	
2013	NO	99801KNNCT13401	HECLA GREENS CREEK MINING CO	13401 GLACIER HWY	JUNEAU	JUNEAU	AK	99801			YES	NO	NO	NO								212231	212222	212221				58.081802	-134.641206	841026255								HECLA MINING CO	006927610	1313211309190	N020	ARSENIC COMPOUNDS	TRI	Pounds																		2600000	2700511	2500000	2400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.93	NA	NA																															0	0	0	0	2600000	2700511	2500000	2400000	0	0	0	0	0	0	0	0	NO	CWALLACE@HECLA-MINING.COM			YES	 	
2013	NO	99801KNNCT13401	HECLA GREENS CREEK MINING CO	13401 GLACIER HWY	JUNEAU	JUNEAU	AK	99801			YES	NO	NO	NO								212231	212222	212221				58.081802	-134.641206	841026255								HECLA MINING CO	006927610	1313211309253	N100	COPPER COMPOUNDS	TRI	Pounds																		5900	5411	5100	4700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.93	NA	NA																															0	0	0	0	5900	5411	5100	4700	0	0	0	0	0	0	0	0	NO	CWALLACE@HECLA-MINING.COM			YES	 	
2013	NO	99801KNNCT13401	HECLA GREENS CREEK MINING CO	13401 GLACIER HWY	JUNEAU	JUNEAU	AK	99801			YES	NO	NO	NO								212231	212222	212221				58.081802	-134.641206	841026255								HECLA MINING CO	006927610	1313211309202	N078	CADMIUM COMPOUNDS	TRI	Pounds																		1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.93	NA	NA																															0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	NO	CWALLACE@HECLA-MINING.COM			YES	 	
2013	NO	99801KNNCT13401	HECLA GREENS CREEK MINING CO	13401 GLACIER HWY	JUNEAU	JUNEAU	AK	99801			YES	NO	NO	NO								212231	212222	212221				58.081802	-134.641206	841026255								HECLA MINING CO	006927610	1313211309339	N982	ZINC COMPOUNDS	TRI	Pounds																		30000000	31019660	29100000	27200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.93	NA	NA																															0	0	0	0	30000000	31019660	29100000	27200000	0	0	0	0	0	0	0	0	NO	CWALLACE@HECLA-MINING.COM			YES	 	
2013	NO	99801KNNCT13401	HECLA GREENS CREEK MINING CO	13401 GLACIER HWY	JUNEAU	JUNEAU	AK	99801			YES	NO	NO	NO								212231	212222	212221				58.081802	-134.641206	841026255								HECLA MINING CO	006927610	1313211309176	N010	ANTIMONY COMPOUNDS	TRI	Pounds																		3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.93	NA	NA																															0	0	0	0	3	3	3	3	0	0	0	0	0	0	0	0	NO	CWALLACE@HECLA-MINING.COM			YES	 	
2013	NO	99801KNNCT13401	HECLA GREENS CREEK MINING CO	13401 GLACIER HWY	JUNEAU	JUNEAU	AK	99801			YES	NO	NO	NO								212231	212222	212221				58.081802	-134.641206	841026255								HECLA MINING CO	006927610	1313211309277	000107211	ETHYLENE GLYCOL	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	CWALLACE@HECLA-MINING.COM			NO	 	
