TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ADDITION INFORMATION - SOURCE REDUCTION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	3-3-2012	
97009CLCGN274SE	1305205870431	007440508	COPPER	TRI	2005	CALCAGNO FOUNDRY	27400 SE HWY 212	BORING	CLACKAMAS	OR	97009	YES	NO	NO	NO	3366													45.429873	-122.37423											THE AMOUNT OR COPPER USED THIS YEAR WAS 23681 LBS.  ANY WASTE PRODUCT WILL BE GRINDINGS OR SLAG THAT IS BROUGHT DOWN FOR RECYLING.   YOUR TRI-ME SOFTWARE MADE THIS A LOT EASIER TO COMPLETE ONLINE. JIM CALCAGNO	NO	JIM.CALCAGNO@GMAIL.COM	RR4		YES	 	
34475RYLKN1921N	1305203943117	000067561	METHANOL	TRI	2005	ROYAL OAK ENTERPRISES INC.  OCALA FURNACE	1921 NW 17TH PL	OCALA	MARION	FL	34475	YES	NO	NO	NO	2861							325191						29.205369	-82.156696	055949002								ROYAL OAK ENTERPRISES INC	006230593	ROYAL OAK HAD BEEN REPORTING MENTHANOL PRODUCTION AND RELEASE INFORMATION BASED ON AP - 42. IN FEBRUARY 2006, AIR CONSULTING & ENGINEERING, INC. CONDUCTED A TEST OF THE FURNACE WHICH SHOWED A 99.4% DESTRUCTION OF METHANOL THAT IS PRODUCED. THE CALCULATIONS SUBMITTED ON THIS FROM ARE BASED ON THAT TEST INFORMATION. THERE IS NO RELEASE ESTIMATE FOR 2007 SINCE THE FACILITY HAS CLOSED DOWN AND HAS SURRENDERED ITS AIR PERMIT TO THE STATE OF FLORIDA.	NO				NO	 	
62549PPGNDELWIN	1305203895863	007664417	AMMONIA	TRI	2005	PPG INDUSTRIES INC WORKS #14	ELWIN / MT ZION RD	MOUNT ZION	MACON	IL	62549	YES	NO	NO	NO	3211							327211						39.776953	-88.904539	005174297								PPG INDUSTRIES INC	001344803	THE CALCULATION FOR THIS MATERIAL WAS CHANGED TO REFLECT THE FACT THAT 95% OF THE AMMONIA IS REACTED IN THE EXHAUST AND ONLY 5% IS ACTUALLY RELEASED.	NO	JLEWKOWSKI@PPG.COM			NO	 	
60435CRSFL101IN	1305203510843	N511	NITRATE COMPOUNDS	TRI	2005	INEOS SILICAS AMERICAS	111 INGALLS AVE	JOLIET	WILL	IL	60435	YES	NO	NO	NO	2819							325131						41.54542	-88.08499	008188117										Plant utilizing nitric acid in it's process was shutdown in February 2005 due to a loss of customer base.  Nitric acid was used periodically throughout the year, but that is the reason for such dramatic increase in nitric acid usage and production ratio.  Plant will remain down for the foreseable future.	NO				NO	 	
45212THSHP4900B	1305203758329	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	2005	SHEPHERD CHEMICAL CO	4900 BEECH ST	CINCINNATI	HAMILTON	OH	45212	YES	NO	NO	NO	2819	2869						325188						39.164198	-84.44265	004234787								SHEPHERD CHEMICAL CO		The Shepherd Chemical Company has instituted an inventory control/inventory reduction program, and participates in a solvent continued use program.	NO	SDICK@SHEPCHEM.COM			YES	 	
45212THSHP4900B	1305203758356	N450	MANGANESE COMPOUNDS	TRI	2005	SHEPHERD CHEMICAL CO	4900 BEECH ST	CINCINNATI	HAMILTON	OH	45212	YES	NO	NO	NO	2819	2869						325188						39.164198	-84.44265	004234787								SHEPHERD CHEMICAL CO		The Shepherd Chemical Company has instituted an inventory control/inventory reduction program, and participates in a solvent continued use program.	NO	SDICK@SHEPCHEM.COM			YES	 	
02030DTLNC11CAB	1305203833710	N420	LEAD COMPOUNDS	PBT	2005	MURATA POWER SOLUTIONS	11 CABOT BLVD	MANSFIELD	BRISTOL	MA	02048	YES	NO	NO	NO	3679							334418						42.02885	-71.24373	808456375								MURATA POWER SOLUTIONS	690588124	DUE TO IMPLEMENTATION OF ROHS AT THE FACILITY, THE AMOUNT OF LEAD REPORTED FOR RY2006 AND RY2007 WILL BE SIGNFICANTLY SMALLER.	NO	VIJAY.CHETTY@MURATA-PS.COM			YES	 	
35126VLCNP1549R	1305203963309	001330207	XYLENE (MIXED ISOMERS)	TRI	2005	VULCAN PAINTERS INC.	1550 VULCAN RD	BIRMINGHAM	JEFFERSON	AL	35215	YES	NO	NO	NO	1721		3479	1799				332812						33.652381	-86.724865									VULCAN PAINTERS INC	004029559	WE HAVE BEEN WORKING WITH THE MANUFACTURER OF THE PROTECTO 401 COATING THAT WE USE TO PRODUCE A HAPS FREE COATING THAT WILL NOT INCLUDE XYLENE. WE WILL BEGIN USING IT IN AUGUST , 2006.	NO	JBOYD@VULCAN-GROUP.COM			NO	 	
44306RCRFT1204M	1305207129560	007440473	CHROMIUM	TRI	2005	MEGGITT AIRCRAFT BRAKING SYSTEMS CORP	1204 MASSILLON RD	AKRON	SUMMIT	OH	443064186	YES	NO	NO	NO	3728													41.028914	-81.463284	361941875								MEGGITT USA LLC	178146171	AMOUNT OF CHROMIUM PROCESSED IS A PRODUCT OF THE AMOUNT OF CHROMIUM PRESENT IN THE STEEL ALLOYS THAT ARE TURNED INTO FINISHED PRODUCT.  ALL CHROMIUM IS EITHER INCORPORATED INTO THE FINISHED STEEL PRODUCTS AS SALABLE ITEMS, OR PRESENT IN THE STEEL SCRAP.  SALABLE ITEMS ARE SOLD TO THE CUSTOMER, SCRAP IS SENT TO A RECYCLER FOR METAL RECLAMATION.  CHROMIUM MUST BE PRESENT IN PRE-DETERMINED AMOUNTS FOR THE ALLOY TO PERFORM PROPERLY.  SOURCE REDUCTION WOULD NOT APPLY SINCE THE FINISHED PRODUCT REQUIRES THIS METAL FOR THE PERFORMANCE OF THE ALLOY.	NO	ED.SEARLE@MEGGITT.COM	RR5		YES	 	
00613CRBGPZENOG	1305203923065	007440508	COPPER	TRI	2005	GE INDUSTRIAL OF PUERTO RICO LLC ARECIBO PLANT	RT 129 KM 410 ZENO GANDIA INDUSTRIAL PARK	ARECIBO	ARECIBO	PR	00612	YES	NO	NO	NO	3471	3643	3629					332813						18.466667	-66.75	090193277								GENERAL ELECTRIC CO (GE CO)	001367960	NOT APPLICABLE	NO	PEDRO.PINTOR.ALVARADO@GE.COM			YES	 	
82636NLCCH4900E	1305203476825	001330207	XYLENE (MIXED ISOMERS)	TRI	2005	NALCO CO - EVANSVILLE PLANT 108	4900 E YELLOWSTONE HWY	EVANSVILLE	NATRONA	WY	82636	YES	NO	NO	NO	2899							325998						42.85638	-106.24812	102660388								NALCO HOLDING CO	004962403	Note:  This facility's operations are batch.  As such, the production ratio, and emissions, will fluctuate drammatically from year to year.	NO	TLTUCKER@NALCO.COM			NO	 	
50401PRTLN17THS	1305203587908	N458	MERCURY COMPOUNDS	PBT	2005	HOLCIM (US) INC	1840 N FEDERAL AVE	MASON CITY	CERRO GORDO	IA	504017400	YES	NO	NO	NO	3241							327310						43.175	-93.205	612227165								HOLCIM (US) INC	608963674	SECTION 5.2 - BASIS OF ESTIMATE OTHER - CALCULATED PARTIALLY BY MASS BALANCE AND PARTIALLY BY STACK TESTING (MONITORING)	NO	JOHN.FLORES@HOLCIM.COM			YES	 	
99216HNTWDBLDG2	1305203925829	000108883	TOLUENE	TRI	2005	HUNTWOOD INDUSTRIES	3808 SULLIVAN RD 26	SPOKANE	SPOKANE	WA	99216	YES	NO	NO	NO	2434							337110						47.690162	-117.196849	188856397										Huntwood Ind. Moved to a new location in December 2005.  This facility has been closed.  The new facility is using a regenerative thermal oxidizer for VOC control.	NO				NO	 	
01950GLDNC374ME	1305203939780	007439921	LEAD	PBT	2005	MERSEN USA NEWBURYPORT MA LLC	374 MERRIMAC ST	NEWBURYPORT	ESSEX	MA	019501930	YES	NO	NO	NO	3613							335313						42.823805	-70.889042	116386793								MERSEN NORTH AMERICA	116386793	94.8% IS LEAD IN BRASS ALLOYS, AND ONLY 5.2% IS LEAD IN SOLDER ALLOYS.	NO	RICHARD.ROBBINS@MERSEN.COM			YES	 	
34274PGTND1070T	1305203340904	000108883	TOLUENE	TRI	2005	PGT INDUSTRIES	1070 TECHNOLOGY DR	NOKOMIS	SARASOTA	FL	34275	YES	NO	NO	NO	3442							332321						27.14164	-82.40844	625208798										Our primary window sealant contained approximately 42% Toluene.  We worked most of 2005 with the manufacturer to formulate a sealer that was equally effective but contained no Toluene. In the fall of 2005 we began using the new formulation which contains no Toluene and is  VOC exempt and HAP free thus reducing our Toluene emissions.  We have been using this product since the beginning of 2006.	NO				NO	 	
32809RGLMR2300J	1305203257199	000100425	STYRENE	TRI	2005	REGAL MARINE INDUSTRIES INC	2300 JETPORT DR	ORLANDO	ORANGE	FL	32809	YES	NO	NO	NO	3732							336612						28.44892	-81.35277									REGAL MARINE INDUSTRIES INC		WE HAVE CONVERTED TO LOW EMISSION MATERIALS AND EQUIPMENT  IN AREAS WHERE POSSIBLE OVER THE PAST 3 YEARS. OVERALL WE HAVE LOWER EMISSIONS NOW VERSUS WHAT WAS PRODUCED SEVERAL YEARS AGO WHILE YET MAKING MORE PRODUCT.	NO	DSMALLING@REGALBOATS.COM			NO	 	
28001PRFRM1700W	1305203345564	007439921	LEAD	PBT	2005	PREFORMED LINE PRODUCTS	1700 WOODHURST LN	ALBEMARLE	STANLY	NC	28001	YES	NO	NO	NO	2821							335000						35.34264	-80.16624	004202420								PREFORMED LINE PRODUCTS CO		New better wire is reducing the scrap rate but storm damage in Gulf coast has increased demand for lead-alloy wire.	NO	ALPHAENVIRMGT@VNET.NET			YES	 	
80538RCKRB6724N	1305203257050	N420	LEAD COMPOUNDS	PBT	2005	DESIGNS BY RICKER	6724 N FRANKLIN	LOVELAND	LARIMER	CO	80538	YES	NO	NO	NO	3369							331528						40.461372	-105.08539											COLORADO CASTINGS HAS REDUCED POLLUTION BY ELIMINATING THE USE OF FABRIC WORK CLOTHING (APRONS, DROP-CLOTHS, ETC).  THE CLOTH WORK CLOTHING USED IN YEARS PAST TRAPPED LEAD COMPOUNDS IN THE FIBERS OF THE CLOTH, AND HAD BEEN LAUNDERED WEEKLY.  THE FACILITY NOW USES APRONS MADE FROM DUPONT'S SERANEX, WHICH SHEDS PARTICULATES MUCH BETTER THAN FABRIC, KEEPING MORE OF THE TOXIC CHEMICAL ON-SITE, WHERE IT CAN BE RECYCLED, INSTEAD OF RELEASING IT TO A POTW VIA THE LAUNDRY.	NO	SANDIEGO@RICKER.COM			YES	 	
63106WRNRJ2526B	1305203561485	000071363	N-BUTYL ALCOHOL	TRI	2005	SENSIENT COLORS LLC	2515 N JEFFERSON AVE	SAINT LOUIS	SAINT LOUIS (CITY)	MO	63106	YES	NO	NO	NO	2865							325132						38.650841	-90.21637	937941052								SENSIENT TECHNOLOGIES CORP	006088884	Possible Error #10 - this has been verified.  Possible Error #210 - this has been verified	NO	BARRY.LOYD@SENSIENT-TECH.COM			NO	 	
46619MGNRN1302W	1305203738226	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	2005	IMAGINEERING ENTERPRISES INC	1302 W SAMPLE ST	SOUTH BEND	ST JOSEPH	IN	466193895	YES	NO	NO	NO	3471	3479	2992	2899				332813						41.66491	-86.268706	069753101										Imagineering Enterprises, Inc. Is dba Imagineering Finishing Technologies.	NO	JHAMMER@IFTWORLDWIDE.COM			YES	 	
45502TRTCN4700G	1305203929575	N106	CYANIDE COMPOUNDS	TRI	2005	TRUTEC IND INC	4700 GATEWAY BLVD	SPRINGFIELD	CLARK	OH	45502	YES	NO	NO	NO	3398							332811						39.906894	-83.722785	058335936								NIHON PARKERIZING OF JAPAN INC	058335936	IMPROVEMENT TO SCHEDULING TO REDUCE IDLE TIME.  LIDS WERE MADE FOR THE POTS TO PLACE ON WHEN EQUIPMENT IS IDLING.  TEMPERATURE REDUCED DURING IDLING TIME.  LOWERED AIR SUPPLY FOR AGITATION.  ALL OF THESE ITEMS LOWER CHEMICAL CONSUMPTION.	NO	PSNYDER@TRUTECIND.COM			NO	 	
43138SLKCK33828	1305203396573	007439965	MANGANESE	TRI	2005	SELKIRK METALBESTOS	33828 SUTTON RD	LOGAN	HOCKING	OH	43138	YES	NO	NO	NO	3498							332996						39.555247	-82.390912	133902218								SELKIRK LLC		Facility closed in May 2005.	NO				YES	 	
17604PNNDR1801H	1305203943030	007697372	NITRIC ACID	TRI	2005	HP HOOD LLC (DBA KEMPS FOODS)	1801 HEMPSTEAD RD	LANCASTER	LANCASTER	PA	17604	YES	NO	NO	NO	2024	2026						311520						40.0532	-76.26132									HP HOOD LLC	001008697	THIS FACILITY WAS CLOSED IN MIDYEAR 2005	NO				NO	 	
62201BGRVRRTE3M	1305203610439	N450	MANGANESE COMPOUNDS	TRI	2005	BIG RIVER ZINC	2401 MISSISSIPPI AVE	SAUGET	ST CLAIR	IL	62201	YES	NO	NO	NO	3339							331419						38.60157	-90.1726	193002920										The plant ceased operations in January 2006. Therefore the estimate for section 8 are 10% of the values for 2005. The plant should reopen sometime in 2007. Therefore section 8 was estimated at 50% of 2005 values.  Big River Zinc has no on site landfills or on site land disposal. Values reported in section 5 and 8.1a in in RY 2004 and previous years were errors.	NO	GOBELDOBEL@BIGRIVERZINC.COM			YES	 	
99707FRTKN1FORA	1305203439967	N100	COPPER COMPOUNDS	TRI	2005	FORT KNOX MINE	1 FORT KNOX RD	FAIRBANKS	FAIRBANKS NORTH STAR	AK	99712	YES	NO	NO	NO	1041							212221						64.997222	-147.336111									KINROSS GOLD CORP	807545777	Copper Sulfate was not used in 2005.	NO	DELBERT.PARR@KINROSS.COM			YES	 	
18640NGTVPRD4PO	1305203278128	N420	LEAD COMPOUNDS	PBT	2005	TECHNEGLAS INC	140 INDUSTRIAL DR	PITTSTON	LUZERNE	PA	18640	YES	NO	NO	NO	3229							327212						41.287421	-75.778097	604132118										THE FACILITY CEASED PLANT OPERATIONS ON AUGUST 3, 2004.  ALL ACTIVITIES BEING REPORTED IN THIS REPORT COME FROM PLANT SHUT DOWN AND CLEAN UP OPERATIONS.	NO				YES	 	
72702PCFRK3265H	1305203825551	007440508	COPPER	TRI	2005	ELKHART PRODUCTS CORP	3265 HWY 71 S	FAYETTEVILLE	WASHINGTON	AR	72701	YES	NO	NO	NO	3498	3432	3366	3351				332996						36.025513	-94.173423	053658654								AALBERTS INDUSTRIES		IMPROVED QUALITY CONTROL AND SCRAP GENERATION.	NO	DEAN.HOBSON@ELKHARTPRODUCTS.COM			YES	 	
45036CNCNNRT484	1305203830740	007439921	LEAD	PBT	2005	SIEMENS ENERGY & AUTOMATION INC.	1151 W MASON-MORROW RD	LEBANON	WARREN	OH	45036	YES	NO	NO	NO	3699							334419						39.372922	-84.235702	067919494								SIEMENS ENERGY & AUTOMATION INC	067919494	SIEMENS WAS RESPONSIBLE FOR THE OPERATION USING THE LEAD MATERIAL. THE BUSINESS SECTION WAS SOLD. SIEMENS NO LONG WILL EXCEED THE LIMIT FOR LEAD. THE NEW BUSINESS HAS REPORT FOR THE OTHER ELEVEN MONTHS OF 2005.	NO				YES	 	
76111VLLYS2571N	1305204017418	000108101	METHYL ISOBUTYL KETONE	TRI	2005	VALLEY SOLVENTS & CHEMICALS	2571 NE 33RD ST	FORT WORTH	TARRANT	TX	76111	YES	NO	NO	NO	5169							424690						32.8047	-97.31169											Release was due to a catastrophic fire.	NO				NO	 	
82636NLCCH4900E	1305203476748	000095636	1,2,4-TRIMETHYLBENZENE	TRI	2005	NALCO CO - EVANSVILLE PLANT 108	4900 E YELLOWSTONE HWY	EVANSVILLE	NATRONA	WY	82636	YES	NO	NO	NO	2899							325998						42.85638	-106.24812	102660388								NALCO HOLDING CO	004962403	Note:  This facility's operations are batch.  As such, the production ratio, and emissions, will fluctuate drammatically from year to year.	NO	TLTUCKER@NALCO.COM			NO	 	
67210BNGCN4615S	1305204030629	000078922	SEC-BUTYL ALCOHOL	TRI	2005	BOEING DEFENSE SPACE & SECURITY WICHITA DIV	4615 S OLIVER	WICHITA	SEDGWICK	KS	67210	YES	NO	NO	NO	3728	3724	3721					336413						37.622101	-97.280631	007237241								THE BOEING CO	009256819	THE BOEING COMPANY DIVESTED MORE THAN 50 PERCENT OF ITS SOURCES TO SPIRIT AEROSYSTEMS IN JUNE, 2005.  THE CONTACT PERSON FOR SPIRIT AEROSYSTEMS IS JOHN HETHERINGTON 316-209-1351.	NO	JARROD.S.BARTLETT@BOEING.COM			NO	 	
67210BNGCN4615S	1305204030718	N511	NITRATE COMPOUNDS	TRI	2005	BOEING DEFENSE SPACE & SECURITY WICHITA DIV	4615 S OLIVER	WICHITA	SEDGWICK	KS	67210	YES	NO	NO	NO	3728	3724	3721					336413						37.622101	-97.280631	007237241								THE BOEING CO	009256819	THE BOEING COMPANY DIVESTED MORE THAN 50 PERCENT OF ITS SOURCES TO SPIRIT AEROSYSTEMS IN JUNE, 2005.  THE CONTACT PERSON FOR SPIRIT AEROSYSTEMS IS JOHN HETHERINGTON 316-209-1351.	NO	JARROD.S.BARTLETT@BOEING.COM			NO	 	
48326RCTCL1653A	1305203490937	N120	DIISOCYANATES	TRI	2005	RECTICEL UREPP NORTH AMERICA INC	1653 ATLANTIC BLVD	AUBURN HILLS	OAKLAND	MI	48326	YES	NO	NO	NO	3087	2821						325211						42.697435	-83.264718	119288103								RECTICEL NV (BELGIAN CORP)		NA	NO	MAXSON.RON@RECTICEL.COM			NO	 	
28306WSTNG2900D	1305203491434	007440473	CHROMIUM	TRI	2005	EATON CORP	2900 DOC BENNETT RD	FAYETTEVILLE	CUMBERLAND	NC	28306	YES	NO	NO	NO	3625							335314						34.99645	-78.89149	046135992								EATON CORP		Utilized laboratory analysis of paintline wastewater to determine when treatment/cleaning tanks required dumping and re-charging as opposed to a calendar-driven method. Reduction of wastewater being generated to POTW for off-site treatment.	NO	MARKJFAIRCLOTH@EATON.COM			YES	 	
53115STRTN293SW	1305204044438	000079016	TRICHLOROETHYLENE	TRI	2005	PENTAIR WATER	293 WRIGHT ST	DELAVAN	WALWORTH	WI	53115	YES	NO	NO	NO	3561							333911						42.629894	-88.625618	006075022								PENTAIR	006075022	THE FACILITY IS IN THE PROCESS OF IMPLEMENTING ULTRASONIC WELDING TO ELIMINATE THE USE OF THE SOLVENT	NO				NO	 	
29502STNCNOLDGE	1305203692571	N450	MANGANESE COMPOUNDS	TRI	2005	SMURFIT-STONE CONTAINER CORP	7320 MILL RD	FLORENCE	FLORENCE	SC	29506	YES	NO	NO	NO	2631	2621						322130						34.18	-79.779999	045452224								SMURFIT-STONE CONTAINER CONTAINER CORP	617225727	In section 6.2 the facility used code M99 for unknown.  The facility believed it should have been M56 for energy recovery.  I used this code because the Manganese cmpds is in the ash that leaves the site.  This ash is fired in a cement kiln for energy recovery.	NO	SGOODALL@SMURFIT.COM			YES	 	
08903KZCHM500JE	1305203879059	000079107	ACRYLIC ACID	TRI	2005	AKCROS CHEMICALS INC	500 JERSEY AVE	NEW BRUNSWICK	MIDDLESEX	NJ	089013502	YES	NO	NO	NO	2869	2851						325199						40.47998	-74.46813	802274519										THIS CHEMICAL, ACRYLIC ACID, HAS BEEN DISCONTINUED AS OF MARCH 2005. IT WILL NO LONGER BE TRI REPORTABLE AFTER THIS SUBMISSION.	NO	GEORGE.TURK@AKCROS.COM			NO	 	
70776CBGGYRIVER	1305204071171	000872504	N-METHYL-2-PYRROLIDONE	TRI	2005	SYNGENTA CROP PROTECTION INC SAINT GABRIEL FACILITY	3905 HWY 75	SAINT GABRIEL	IBERVILLE	LA	70776	YES	NO	NO	NO	2879	2869	2819					325320						30.246667	-91.103333	053783445								SYNGENTA AG	966616633	DISTILL NMP BY-PRODUCT TO RECOVER NMP TO THE PROCESS TO SUBSTITUTE PURCHASING ADDITIONAL NMP. (W42)  ADJUST DISTILLATION PARAMETERS OF ORIGINAL NMP DISTILLATION PROCESS TO RECOVER MORE NMP TO THE PROCESS (W58).	NO	TODD.BARTOW@SYNGENTA.COM			NO	 	
75846LMSTNFM39A	1305203904622	N982	ZINC COMPOUNDS	TRI	2005	LIMESTONE ELECTRIC  GENERATING STATION	3964 FM39	JEWETT	LIMESTONE	TX	75846	YES	NO	NO	NO	4911							221112						31.413972	-96.250028	102585880								NRG TEXAS POWER LLC	120807255	ADDITIONAL SECTION 8.11 SOURCE REDUCTION, RECYCLING OR POLLUTION CONTROL ACTIVITY INFORMATION IS PROVIDED WITH THE REPORTING CERTIFICATION SUBMITTAL.	NO	DAVID.KNOX@NRGENERGY.COM			YES	 	
45204CNSLD1028D	1305203167628	007440020	NICKEL	TRI	2005	CONSOLIDATED METAL PRODUCTS	1028 DEPOT ST	CINCINNATI	HAMILTON	OH	45204	YES	NO	NO	NO	3316							331221						39.108234	-84.551477	004240305										This chemical (element) constitutes a very small portion of the makeup of steel in our product. It is not released into the environment in any way, and all scrap is recycled. The amount of increase or decrease from year to year is totally dependent upon the demand for our parts.	NO	DDAY@CMPUBOLT.COM			YES	 	
28105RXHMC700CR	1305203177860	000108101	METHYL ISOBUTYL KETONE	TRI	2005	EXOPACK ADVANCED COATINGS	700 CRESTDALE RD	MATTHEWS	MECKLENBURG	NC	28105	YES	NO	NO	NO	3083	3081						326130						35.115778	-80.709619									EXOPACK ADVANCED COATINGS	024408705	USE OF THIS CHEMICAL INCREASED IN 2005 WHEN COMPARED TO 2004 OWING TO CHANGES IN FORMULATION AND PRODUCT MIX.	NO	LINDSEY.TOOLE@EXOPACK.COM			NO	 	
33760GRVSS11701	1305203180462	000100425	STYRENE	TRI	2005	ITW SPRAYCORE	11701 56TH CT N	CLEARWATER	PINELLAS	FL	33756	YES	NO	NO	NO	2821							325998						27.877864	-82.709115	041776803								ILLINOIS TOOL WORKS INC	005146428	Stream line process to reduce waste. Improved batch quality control procedures and enable increase rework of material into finish good batches.  Improve equipment cleaning processed to reduce waste batches. New procedure in drum liner cleanout which enabled material to be used back into batches.	NO	CKEENER@EVERCOAT.COM			NO	 	
40004JDCFB901WI	1305203370527	007439921	LEAD	PBT	2005	MITSUBA  BARDSTOWN INC	901 WITHROW CT	BARDSTOWN	NELSON	KY	400042605	YES	NO	NO	NO	3714							336322						37.83292	-85.46563	154032585								AMERICAN MITSUBA CORP	611028635	NO PRODUCTION FOR NINE MONTHS	NO				YES	 	
46801PHLPS4300N	1305203545619	001319773	CRESOL (MIXED ISOMERS)	TRI	2005	REA MAGNET WIRE CO	4300 NEW HAVEN AVE	FORT WAYNE	ALLEN	IN	46803	YES	NO	NO	NO	3357							331421						41.06888	-85.08389	004320032								REA MAGNET WIRE CO INC	004320032	Rea Magnet Wire purchased this facility from Phelps Dodge on February 10, 2006.	NO	NAYALA@REAWIRE.COM			NO	 	
02093TLNTC10CUS	1305203143829	007440508	COPPER	TRI	2005	CAPSTAN ATLANTIC	10 CUSHING DR	WRENTHAM	NORFOLK	MA	02093	YES	NO	NO	NO	3499							332117						42.086199	-71.304315	789576600										SENT SCRAP MATERIALS OFFSITE TO BE REGROUND.  THESE MATERIALS WERE RETURNED AND USED AS RAW MATERIALS IN THE PROCESS, THUS REDUCING VIRGIN MATERIALS PURCHASED.	NO	CDOUGHTY@CAPSTANATLANTIC.COM			YES	 	
42303WRGRC5525U	1305203155609	000110827	CYCLOHEXANE	TRI	2005	DARAMIC LLC	5525 US HWY 60 E	OWENSBORO	DAVIESS	KY	42303	YES	NO	NO	NO	3081							326113						37.810556	-87.049722	877584375								POLYPORE INTERNATIONAL INC		Changed solvent type in 2005 from a mixture that contained 65% n-hexane to a mixture that contains 45% n-hexane and 14% cyclohexane.	NO				NO	 	
53204VLCNL1400W	1305203170802	007440360	ANTIMONY	TRI	2005	VULCAN GLOBAL MANUFACTURING SOLUTIONS INC	1400 W PIERCE ST	MILWAUKEE	MILWAUKEE	WI	53204	YES	NO	NO	NO	3356							331491						43.02425	-87.929836	006106660								VULCAN GLOBAL MANUFACTURING SOLUTIONS INC		Vulcan Lead experienced a dramatic reduction in the amount of both lead and antimony used in 2005 due to a change in the mix of products produced and the loss of some business to Mexico.	NO	PVANHOUSEN@VULCANGMS.COM			YES	 	
67214KNSSP1110N	1305203171006	N420	LEAD COMPOUNDS	PBT	2005	KANSAS PLATING INC	1110 N MOSLEY	WICHITA	SEDGWICK	KS	67214	YES	NO	NO	NO	3471							332813						37.702828	-97.327643	007233323										Due to the new PEL requirements for chrome exposure Kansas Plating, Inc. has decided to halt it's hard chrome plating processes indefinitly. This will dramatically decrease the amount of lead compounds KPI purchases and sends off for stabilization/solidification disposal. As KPI deconstructs the process lines there will be lead compounds that will need to be disposed of.  After deconstruction is completed lead compound disposal will be minimal and limited to occasional lead masking tape disposal.	NO				YES	 	
39501NDLLM19003	1305203171071	007782505	CHLORINE	TRI	2005	TABER EXTRUSIONS LLC	1900 34TH ST	GULFPORT	HARRISON	MS	39501	YES	NO	NO	NO	3354							331316						30.391472	-89.0825									NATIONAL MATERIALS LP		The facility has discontinued the use of chlorine gas in the fluxing process.  Test results show minimum emissions are from  melting purchased scrap alumiinum.	NO	MKEENAN@TABEREXTRUSIONS.COM			NO	 	
28105RXHMC700CR	1305203177858	000067561	METHANOL	TRI	2005	EXOPACK ADVANCED COATINGS	700 CRESTDALE RD	MATTHEWS	MECKLENBURG	NC	28105	YES	NO	NO	NO	3083	3081						326130						35.115778	-80.709619									EXOPACK ADVANCED COATINGS	024408705	USE OF THIS CHEMICAL INCREASED IN 2005 WHEN COMPARED TO 2004 OWING TO CHANGES IN FORMULATION AND PRODUCT MIX.	NO	LINDSEY.TOOLE@EXOPACK.COM			NO	 	
28105RXHMC700CR	1305203177872	000071363	N-BUTYL ALCOHOL	TRI	2005	EXOPACK ADVANCED COATINGS	700 CRESTDALE RD	MATTHEWS	MECKLENBURG	NC	28105	YES	NO	NO	NO	3083	3081						326130						35.115778	-80.709619									EXOPACK ADVANCED COATINGS	024408705	USE OF THIS CHEMICAL INCREASED IN 2005 WHEN COMPARED TO 2004 OWING TO CHANGES IN FORMULATION AND PRODUCT MIX.	NO	LINDSEY.TOOLE@EXOPACK.COM			NO	 	
04005FBRMT5MORI	1305203191034	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2005	FIBER MATERIALS INC	5 MORIN ST	BIDDEFORD	YORK	ME	04005	YES	NO	NO	NO	3764	3624						335991						43.470512	-70.490795	048268890										PAC''s are a result of processing coal tar pitch.  99.9% of all emissions are controled through the use of integral emission control incinerators and wet scrubbers.	NO	JCBEEDY@FIBERMATERIALSINC.COM			NO	 	
26037FLLNS1STAT	1305203197393	007439921	LEAD	PBT	2005	FOLLANSBEE STEEL CO	1 STATE ST	FOLLANSBEE	BROOKE	WV	26037	YES	NO	NO	NO	3499							332322						40.34028	-80.60693	008964546								LOUIS BERKMAN CO	008964546	Our reported Lead is a combined coating with Tin on a stainless steel base.	NO	ETHOMAS@FOLLANSBEEROOFING.COM			YES	 	
